time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
30783.46,-0.3924,-68.3019,1.4019,0,0,270
30783.47,-0.3588,-68.3019,1.4019,0,0,270
30783.48,-0.3308,-68.2842,1.4019,0,0,270
30783.49,-0.3308,-68.2842,1.4019,0,0,270
30783.5,-0.2916,-68.2842,1.4019,0,0,270
30783.51,-0.2637,-68.2842,1.4019,0,0,270
30783.52,-0.2245,-68.2488,1.4019,0,0,270
30783.53,-0.1797,-68.2135,1.4019,0,0,270
30783.54,-0.1405,-68.2135,1.4019,0,0,270
30783.55,-0.1126,-68.1958,1.4019,0,0,270
30783.56,-0.1126,-68.1958,1.4019,0,0,270
30783.57,-0.1126,-68.1958,1.4019,0,0,270
30783.58,-0.1126,-68.1604,1.4019,0,0,270
30783.59,-0.1126,-68.1604,1.4019,0,0,270
30783.6,-0.1126,-68.125,1.4019,0,0,270
30783.61,-0.0846,-68.0897,1.4019,0,0,270
30783.62,-0.0846,-68.0543,1.4019,0,0,270
30783.63,-0.051,-68.0543,1.4019,0,0,270
30783.64,-0.051,-68.0543,1.4019,0,0,270
30783.65,-0.051,-68.0366,1.4019,0,0,270
30783.66,-0.023,-68.0366,1.4019,0,0,270
30783.67,-0.023,-68.0012,1.4019,0,0,270
30783.68,-0.023,-68.0012,1.4019,0,0,270
30783.69,-0.023,-67.9659,1.4019,0,0,270
30783.7,-0.023,-67.9482,1.4019,0,0,270
30783.71,-0.023,-67.8244,1.4019,0,0,270
30783.72,-0.023,-67.7713,1.4019,0,0,270
30783.73,0.005,-67.7006,1.4019,0,0,270
30783.74,0.005,-67.6475,1.4019,0,0,270
30783.75,0.005,-67.5767,1.4019,0,0,270
30783.76,0.005,-67.5414,1.4019,0,0,270
30783.77,0.005,-67.506,1.4019,0,0,270
30783.78,0.005,-67.4706,1.4019,0,0,270
30783.79,-0.0342,-67.4353,1.4019,0,0,270
30783.8,-0.0342,-67.3999,1.4019,0,0,270
30783.81,-0.0622,-67.3114,1.4019,0,0,270
30783.82,-0.0902,-67.2407,1.4019,0,0,270
30783.83,-0.1237,-67.1699,1.4019,0,0,270
30783.84,-0.1517,-67.0815,1.4019,0,0,270
30783.85,-0.2245,-66.9754,1.4019,0,0,270
30783.86,-0.314,-66.8339,1.4019,0,0,270
30783.87,-0.3812,-66.7455,1.4019,0,0,270
30783.88,-0.5826,-66.5509,1.4019,0,0,270
30783.89,-0.8681,-66.321,1.4019,0,0,270
30783.9,-1.2262,-66.0557,1.4019,0,0,270
30783.91,-1.9314,-65.5427,1.4019,0,0,270
30783.92,-2.5078,-65.0298,1.4019,0,0,270
30783.93,-3.2689,-64.4285,1.4019,0,0,270
30783.94,-4.2035,-63.6679,1.4019,0,0,270
30783.95,-4.7072,-63.2435,1.4019,0,0,270
30783.96,-5.7761,-62.1999,1.4019,0,0,270
30783.97,-6.8283,-60.8557,1.4019,0,0,270
30783.98,-8.5296,-58.2734,1.4019,0,0,270
30783.99,-9.7552,-56.1333,1.4019,0,0,270
30784,-11.0592,-53.6394,1.4019,0,0,270
30784.01,-12.4303,-50.7388,1.4019,0,0,270
30784.02,-13.6951,-47.4313,1.4019,0,0,270
30784.03,-14.8479,-43.6994,1.4019,0,0,270
30784.04,-15.7657,-39.6845,1.4019,0,0,270
30784.05,-16.1631,-37.5444,1.4019,0,0,270
30784.06,-17.635,-28.5771,1.4019,0,0,270
30784.07,-18.2002,-23.8901,1.4019,0,0,270
30784.08,-18.4408,-21.5023,1.4019,0,0,270
30784.09,-18.7263,-16.5677,1.4019,0,0,270
30784.1,-18.7766,-11.4562,1.4019,0,0,270
30784.11,-18.5807,-6.0793,1.4019,0,0,270
30784.12,-18.3793,-3.3555,1.4019,0,0,270
30784.13,-17.4223,4.9396,1.4019,0,0,270
30784.14,-17.0249,7.7165,1.4019,0,0,270
30784.15,-16.1799,13.164,1.4019,0,0,270
30784.16,-15.3068,18.5232,1.4019,0,0,270
30784.17,-13.3257,28.4102,1.4019,0,0,270
30784.18,-12.2624,33.0088,1.4019,0,0,270
30784.19,-11.1263,37.3951,1.4019,0,0,270
30784.2,-10.5387,39.4822,1.4019,0,0,270
30784.21,-9.3355,43.4971,1.4019,0,0,270
30784.22,-8.1602,47.2114,1.4019,0,0,270
30784.23,-7.0353,50.5365,1.4019,0,0,270
30784.24,-5.9832,53.5963,1.4019,0,0,270
30784.25,-5.4571,55.029,1.4019,0,0,270
30784.26,-3.3361,59.999,1.4019,0,0,270
30784.27,-3.3361,59.999,1.4019,0,0,270
30784.28,-1.853,63.8371,1.4019,0,0,270
30784.29,-1.4053,65.3228,1.4019,0,0,270
30784.3,-1.1199,66.437,1.4019,0,0,270
30784.31,-0.9688,67.2683,1.4019,0,0,270
30784.32,-0.9688,67.5867,1.4019,0,0,270
30784.33,-0.9688,68.0819,1.4019,0,0,270
30784.34,-0.9968,68.4711,1.4019,0,0,270
30784.35,-1.036,68.7894,1.4019,0,0,270
30784.36,-1.0695,69.1608,1.4019,0,0,270
30784.37,-1.036,69.3554,1.4019,0,0,270
30784.38,-1.036,69.4438,1.4019,0,0,270
30784.39,-0.9688,69.6738,1.4019,0,0,270
30784.4,-0.9688,69.7268,1.4019,0,0,270
30784.41,-0.9688,69.8506,1.4019,0,0,270
30784.42,-0.9688,69.8506,1.4019,0,0,270
30784.43,-1.036,70.0982,1.4019,0,0,270
30784.44,-1.036,70.0982,1.4019,0,0,270
30784.45,-1.1087,70.2751,1.4019,0,0,270
30784.46,-1.1087,70.3459,1.4019,0,0,270
30784.47,-1.1367,70.3812,1.4019,0,0,270
30784.48,-1.1367,70.4166,1.4019,0,0,270
30784.49,-1.1367,70.4697,1.4019,0,0,270
30784.5,-1.1367,70.4697,1.4019,0,0,270
30784.51,-1.1367,70.4697,1.4019,0,0,270
30784.52,-1.1367,70.4697,1.4019,0,0,270
30784.53,-1.1367,70.4873,1.4019,0,0,270
30784.54,-1.1367,70.4873,1.4019,0,0,270
30784.55,-1.1367,70.4873,1.4019,0,0,270
30784.56,-1.1367,70.4873,1.4019,0,0,270
30784.57,-1.1087,70.4873,1.4019,0,0,270
30784.58,-1.1087,70.4873,1.4019,0,0,270
30784.59,-1.0751,70.4873,1.4019,0,0,270
30784.6,-1.0751,70.4873,1.4019,0,0,270
30784.61,-1.0472,70.4873,1.4019,0,0,270
30784.62,-1.0192,70.5227,1.4019,0,0,270
30784.63,-1.0192,70.5227,1.4019,0,0,270
30784.64,-1.0192,70.5227,1.4019,0,0,270
30784.65,-1.0192,70.5227,1.4019,0,0,270
30784.66,-1.0192,70.5227,1.4019,0,0,270
30784.67,-1.0192,70.5227,1.4019,0,0,270
