experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718112825,1,1,1,1,30370.02,30372.01,Example,0,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,5,1,TimeoutStart,,,,Start,,,,,,,High/P_180718112825/S001/visual_pointer_movement_T001.csv,High/P_180718112825/S001/collision_pointer_movement_T001.csv,High/P_180718112825/S001/tablet_pixels_T001.csv
High,P_180718112825,1,2,1,2,30374.54,30378.53,Example,0,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,5,1,TimeoutMiddleMoved,,,DetectPos,VisualPointer,30375.12,30375.91,30377.53,0.5323588,0.3160778,,High/P_180718112825/S001/visual_pointer_movement_T002.csv,High/P_180718112825/S001/collision_pointer_movement_T002.csv,High/P_180718112825/S001/tablet_pixels_T002.csv
High,P_180718112825,1,3,1,3,30383.59,30386.54,Example,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,FFFF00,SquareTarget,DetectPos,,30384.16,30384.9,30385.95,0.4725377,0.5312468,1,High/P_180718112825/S001/visual_pointer_movement_T003.csv,High/P_180718112825/S001/collision_pointer_movement_T003.csv,High/P_180718112825/S001/tablet_pixels_T003.csv
High,P_180718112825,1,4,1,4,30392.46,30393.71,Example,0,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.6,1,HitObstacle,,,DetectPos,Obstacle,30393.11,,,0.3515687,,,High/P_180718112825/S001/visual_pointer_movement_T004.csv,High/P_180718112825/S001/collision_pointer_movement_T004.csv,High/P_180718112825/S001/tablet_pixels_T004.csv
High,P_180718112825,1,5,2,1,30406.87,30409.5,Practice,0,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,TriangleTarget,DetectPos,,30407.3,30408.12,30408.95,0.3552054,0.3459612,1,High/P_180718112825/S001/visual_pointer_movement_T005.csv,High/P_180718112825/S001/collision_pointer_movement_T005.csv,High/P_180718112825/S001/tablet_pixels_T005.csv
High,P_180718112825,1,6,2,2,30414.26,30416.82,Practice,0,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,WrongTarget,00FFFF,TriangleTarget,DetectPos,,30414.7,30415.38,30416.22,0.5518319,0.4479275,,High/P_180718112825/S001/visual_pointer_movement_T006.csv,High/P_180718112825/S001/collision_pointer_movement_T006.csv,High/P_180718112825/S001/tablet_pixels_T006.csv
High,P_180718112825,1,7,2,3,30421.95,30424.57,Practice,0,FFFF00,CircleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectPos,,30422.47,30423.16,30424.02,0.5280257,0.4677297,2,High/P_180718112825/S001/visual_pointer_movement_T007.csv,High/P_180718112825/S001/collision_pointer_movement_T007.csv,High/P_180718112825/S001/tablet_pixels_T007.csv
High,P_180718112825,1,8,2,4,30429.11,30431.87,Practice,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectPos,,30429.74,30430.38,30431.35,0.4029801,0.5589156,3,High/P_180718112825/S001/visual_pointer_movement_T008.csv,High/P_180718112825/S001/collision_pointer_movement_T008.csv,High/P_180718112825/S001/tablet_pixels_T008.csv
High,P_180718112825,1,9,2,5,30436.26,30438.55,Practice,0,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,30436.7,30437.21,30437.93,0.4194911,0.5479583,4,High/P_180718112825/S001/visual_pointer_movement_T009.csv,High/P_180718112825/S001/collision_pointer_movement_T009.csv,High/P_180718112825/S001/tablet_pixels_T009.csv
High,P_180718112825,1,10,2,6,30442.89,30445.17,Practice,0,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FFFF00,SquareTarget,DetectPos,,30443.37,30443.88,30444.76,0.3794427,0.4967625,5,High/P_180718112825/S001/visual_pointer_movement_T010.csv,High/P_180718112825/S001/collision_pointer_movement_T010.csv,High/P_180718112825/S001/tablet_pixels_T010.csv
High,P_180718112825,1,11,3,1,30458.81,30461.17,Baseline,0,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectPos,,30459.23,30459.73,30460.74,0.4777452,0.5197037,1,High/P_180718112825/S001/visual_pointer_movement_T011.csv,High/P_180718112825/S001/collision_pointer_movement_T011.csv,High/P_180718112825/S001/tablet_pixels_T011.csv
High,P_180718112825,1,12,3,2,30465.29,30467.39,Baseline,0,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,00FFFF,CircleTarget,DetectPos,,30465.71,30466.22,30467.02,0.4644495,0.4354437,2,High/P_180718112825/S001/visual_pointer_movement_T012.csv,High/P_180718112825/S001/collision_pointer_movement_T012.csv,High/P_180718112825/S001/tablet_pixels_T012.csv
High,P_180718112825,1,13,3,3,30470.88,30473.05,Baseline,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectPos,,30471.39,30471.88,30472.64,0.4612412,0.4085549,3,High/P_180718112825/S001/visual_pointer_movement_T013.csv,High/P_180718112825/S001/collision_pointer_movement_T013.csv,High/P_180718112825/S001/tablet_pixels_T013.csv
High,P_180718112825,1,14,3,4,30476.96,30478.86,Baseline,0,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,SquareTarget,DetectPos,,30477.31,30477.86,30478.53,0.4176379,0.3468883,4,High/P_180718112825/S001/visual_pointer_movement_T014.csv,High/P_180718112825/S001/collision_pointer_movement_T014.csv,High/P_180718112825/S001/tablet_pixels_T014.csv
