time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
3888.95,0.2288,-70.9903,1.4019,0,0,270
3888.96,0.2288,-70.9903,1.4019,0,0,270
3888.97,0.2288,-70.9903,1.4019,0,0,270
3888.98,0.1952,-70.9903,1.4019,0,0,270
3888.99,0.1952,-70.9903,1.4019,0,0,270
3889,0.1673,-70.9549,1.4019,0,0,270
3889.01,0.1673,-70.9196,1.4019,0,0,270
3889.02,0.1673,-70.9196,1.4019,0,0,270
3889.03,0.1673,-70.9196,1.4019,0,0,270
3889.04,0.1673,-70.9019,1.4019,0,0,270
3889.05,0.1673,-70.9019,1.4019,0,0,270
3889.06,0.1673,-70.9196,1.4019,0,0,270
3889.07,0.1393,-70.9726,1.4019,0,0,270
3889.08,0.1393,-70.9726,1.4019,0,0,270
3889.09,0.0777,-70.9726,1.4019,0,0,270
3889.1,0.005,-70.9726,1.4019,0,0,270
3889.11,-0.023,-70.9373,1.4019,0,0,270
3889.12,-0.023,-70.9019,1.4019,0,0,270
3889.13,-0.051,-70.9019,1.4019,0,0,270
3889.14,-0.051,-70.8665,1.4019,0,0,270
3889.15,-0.051,-70.8665,1.4019,0,0,270
3889.16,-0.023,-70.8665,1.4019,0,0,270
3889.17,0.005,-70.9019,1.4019,0,0,270
3889.18,0.005,-70.9549,1.4019,0,0,270
3889.19,0.0386,-70.9903,1.4019,0,0,270
3889.2,0.0665,-71.0257,1.4019,0,0,270
3889.21,0.1673,-71.0257,1.4019,0,0,270
3889.22,0.3184,-71.0257,1.4019,0,0,270
3889.23,0.4359,-70.9726,1.4019,0,0,270
3889.24,0.9228,-70.8135,1.4019,0,0,270
3889.25,1.141,-70.725,1.4019,0,0,270
3889.26,1.6615,-70.442,1.4019,0,0,270
3889.27,2.3163,-69.9114,1.4019,0,0,270
3889.28,3.2621,-69.0801,1.4019,0,0,270
3889.29,4.4429,-67.8067,1.4019,0,0,270
3889.3,5.926,-66.1441,1.4019,0,0,270
3889.31,9.4573,-61.5101,1.4019,0,0,270
3889.32,10.4759,-60.0775,1.4019,0,0,270
3889.33,10.4759,-60.0775,1.4019,0,0,270
3889.34,14.7236,-53.0735,1.4019,0,0,270
3889.35,18.059,-46.5293,1.4019,0,0,270
3889.36,19.1391,-44.1062,1.4019,0,0,270
3889.37,22.1836,-36.4301,1.4019,0,0,270
3889.38,24.0248,-31.1771,1.4019,0,0,270
3889.39,24.7915,-28.5771,1.4019,0,0,270
3889.4,26.5208,-20.9363,1.4019,0,0,270
3889.41,26.9126,-18.4425,1.4019,0,0,270
3889.42,27.5562,-10.9609,1.4019,0,0,270
3889.43,27.7464,-5.9201,1.4019,0,0,270
3889.44,27.7464,-0.8794,1.4019,0,0,270
3889.45,27.5114,4.1437,1.4019,0,0,270
3889.46,27.2875,6.6199,1.4019,0,0,270
3889.47,26.6607,11.4307,1.4019,0,0,270
3889.48,25.6758,16.1001,1.4019,0,0,270
3889.49,24.4557,20.5572,1.4019,0,0,270
3889.5,23.0286,24.749,1.4019,0,0,270
3889.51,21.4505,28.7285,1.4019,0,0,270
3889.52,19.8779,32.3544,1.4019,0,0,270
3889.53,18.2549,35.8564,1.4019,0,0,270
3889.54,16.7607,39.2523,1.4019,0,0,270
3889.55,15.3895,42.6835,1.4019,0,0,270
3889.56,14.108,46.2032,1.4019,0,0,270
3889.57,12.9103,49.6168,1.4019,0,0,270
3889.58,11.7463,53.0127,1.4019,0,0,270
3889.59,10.6046,56.1079,1.4019,0,0,270
3889.6,9.9946,57.5052,1.4019,0,0,270
3889.61,7.3475,62.0507,1.4019,0,0,270
3889.62,6.0043,63.6956,1.4019,0,0,270
3889.63,4.8347,65.1459,1.4019,0,0,270
3889.64,3.8665,66.2955,1.4019,0,0,270
3889.65,3.083,67.3037,1.4019,0,0,270
3889.66,2.4842,68.0819,1.4019,0,0,270
3889.67,2.0253,68.6656,1.4019,0,0,270
3889.68,1.8294,68.9132,1.4019,0,0,270
3889.69,1.4488,69.32,1.4019,0,0,270
3889.7,0.8221,69.8506,1.4019,0,0,270
3889.71,0.5926,70.0098,1.4019,0,0,270
3889.72,0.1449,70.2928,1.4019,0,0,270
3889.73,-0.2301,70.5227,1.4019,0,0,270
3889.74,-0.4987,70.7173,1.4019,0,0,270
3889.75,-0.6498,70.8588,1.4019,0,0,270
3889.76,-0.689,70.9649,1.4019,0,0,270
3889.77,-0.689,71.0887,1.4019,0,0,270
3889.78,-0.6218,71.1418,1.4019,0,0,270
3889.79,-0.5379,71.1948,1.4019,0,0,270
3889.8,-0.4595,71.2125,1.4019,0,0,270
3889.81,-0.3924,71.2125,1.4019,0,0,270
3889.82,-0.314,71.2125,1.4019,0,0,270
3889.83,-0.2804,71.2125,1.4019,0,0,270
3889.84,-0.1797,71.2125,1.4019,0,0,270
3889.85,-0.1126,71.2125,1.4019,0,0,270
3889.86,-0.0846,71.2479,1.4019,0,0,270
3889.87,-0.0454,71.2479,1.4019,0,0,270
3889.88,-0.0118,71.2479,1.4019,0,0,270
3889.89,0.0162,71.2479,1.4019,0,0,270
3889.9,0.0162,71.2479,1.4019,0,0,270
3889.91,0.0498,71.2479,1.4019,0,0,270
3889.92,0.0498,71.2479,1.4019,0,0,270
3889.93,0.0777,71.2833,1.4019,0,0,270
3889.94,0.1393,71.354,1.4019,0,0,270
3889.95,0.1785,71.4424,1.4019,0,0,270
3889.96,0.1785,71.5132,1.4019,0,0,270
3889.97,0.2064,71.6016,1.4019,0,0,270
3889.98,0.2456,71.69,1.4019,0,0,270
3889.99,0.2456,71.69,1.4019,0,0,270
3890,0.2736,71.7431,1.4019,0,0,270
3890.01,0.2736,71.7431,1.4019,0,0,270
3890.02,0.2456,71.7431,1.4019,0,0,270
3890.03,0.2176,71.7431,1.4019,0,0,270
3890.04,0.2176,71.7431,1.4019,0,0,270
3890.05,0.1841,71.7431,1.4019,0,0,270
3890.06,0.1561,71.7608,1.4019,0,0,270
3890.07,0.1561,71.7608,1.4019,0,0,270
3890.08,0.1169,71.7962,1.4019,0,0,270
3890.09,0.0889,71.8315,1.4019,0,0,270
3890.1,0.0553,71.8492,1.4019,0,0,270
3890.11,0.0553,71.8492,1.4019,0,0,270
3890.12,0.0274,71.8492,1.4019,0,0,270
3890.13,-0.0118,71.8492,1.4019,0,0,270
3890.14,-0.0454,71.7785,1.4019,0,0,270
3890.15,-0.0846,71.7608,1.4019,0,0,270
3890.16,-0.1405,71.6193,1.4019,0,0,270
3890.17,-0.2245,71.5309,1.4019,0,0,270
3890.18,-0.2245,71.4601,1.4019,0,0,270
3890.19,-0.2916,71.2479,1.4019,0,0,270
3890.2,-0.3196,70.8764,1.4019,0,0,270
3890.21,-0.3924,70.2751,1.4019,0,0,270
3890.22,-0.5826,68.754,1.4019,0,0,270
3890.23,-0.6722,67.9581,1.4019,0,0,270
