experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180720121953,1,1,1,1,3594.576,3596.95,Example,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,00FFFF,SquareTarget,DetectNeg,,3595.27,3595.9,3596.65,0.3934595,0.3626502,1,High/P_180720121953/S001/visual_pointer_movement_T001.csv,High/P_180720121953/S001/collision_pointer_movement_T001.csv,High/P_180720121953/S001/tablet_pixels_T001.csv
High,P_180720121953,1,2,1,2,3599.052,3599.72,Example,0,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,5,1,HitObstacle,,,DetectNeg,Obstacle,3599.48,,,0.3101861,,,High/P_180720121953/S001/visual_pointer_movement_T002.csv,High/P_180720121953/S001/collision_pointer_movement_T002.csv,High/P_180720121953/S001/tablet_pixels_T002.csv
High,P_180720121953,1,3,1,3,3602.555,3603.7,Example,0,FFFF00,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,5,1,MiddleMovedEarly,,,DetectNeg,IntermediateCircle,3602.86,3603.48,,0.3620472,,,High/P_180720121953/S001/visual_pointer_movement_T003.csv,High/P_180720121953/S001/collision_pointer_movement_T003.csv,High/P_180720121953/S001/tablet_pixels_T003.csv
High,P_180720121953,1,4,1,4,3607.324,3608.297,Example,0,00FFFF,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.6,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,3607.69,,,0.4696161,,,High/P_180720121953/S001/visual_pointer_movement_T004.csv,High/P_180720121953/S001/collision_pointer_movement_T004.csv,High/P_180720121953/S001/tablet_pixels_T004.csv
High,P_180720121953,1,5,2,1,3621.392,3623.64,Practice,0,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,3621.86,3622.34,3623.29,0.3891748,0.4466302,1,High/P_180720121953/S001/visual_pointer_movement_T005.csv,High/P_180720121953/S001/collision_pointer_movement_T005.csv,High/P_180720121953/S001/tablet_pixels_T005.csv
High,P_180720121953,1,6,2,2,3628.148,3630.15,Practice,0,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,3628.61,3629.05,3629.82,0.4612129,0.3127309,2,High/P_180720121953/S001/visual_pointer_movement_T006.csv,High/P_180720121953/S001/collision_pointer_movement_T006.csv,High/P_180720121953/S001/tablet_pixels_T006.csv
High,P_180720121953,1,7,2,3,3634.818,3636.93,Practice,0,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,3635.22,3635.61,3636.55,0.4831895,0.5905994,3,High/P_180720121953/S001/visual_pointer_movement_T007.csv,High/P_180720121953/S001/collision_pointer_movement_T007.csv,High/P_180720121953/S001/tablet_pixels_T007.csv
High,P_180720121953,1,8,2,4,3641.382,3643.4,Practice,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,3641.75,3642.07,3643.09,0.5274661,0.5760934,4,High/P_180720121953/S001/visual_pointer_movement_T008.csv,High/P_180720121953/S001/collision_pointer_movement_T008.csv,High/P_180720121953/S001/tablet_pixels_T008.csv
High,P_180720121953,1,9,2,5,3647.918,3649.86,Practice,0,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,3648.3,3648.73,3649.44,0.5263222,0.311288,5,High/P_180720121953/S001/visual_pointer_movement_T009.csv,High/P_180720121953/S001/collision_pointer_movement_T009.csv,High/P_180720121953/S001/tablet_pixels_T009.csv
High,P_180720121953,1,10,2,6,3654.013,3655.84,Practice,0,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,3654.38,3654.74,3655.52,0.3481152,0.4721396,6,High/P_180720121953/S001/visual_pointer_movement_T010.csv,High/P_180720121953/S001/collision_pointer_movement_T010.csv,High/P_180720121953/S001/tablet_pixels_T010.csv
