experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719131047,1,1,1,1,6828.01,6831.92,Example,0,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,5,1,Success,FF00FF,TriangleTarget,DetectPos,,6828.81,6829.58,6831.38,0.377911,0.5013538,1,High/P_180719131047/S001/visual_pointer_movement_T001.csv,High/P_180719131047/S001/collision_pointer_movement_T001.csv,High/P_180719131047/S001/tablet_pixels_T001.csv
High,P_180719131047,1,2,1,2,6835.239,6838.22,Example,0,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,00FFFF,CircleTarget,DetectNeg,,6835.93,6836.63,6837.63,0.565309,0.3657624,2,High/P_180719131047/S001/visual_pointer_movement_T002.csv,High/P_180719131047/S001/collision_pointer_movement_T002.csv,High/P_180719131047/S001/tablet_pixels_T002.csv
High,P_180719131047,1,3,1,3,6840.794,6843.66,Example,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,FF00FF,SquareTarget,DetectNeg,,6841.6,6842.21,6843.07,0.4243068,0.3148922,3,High/P_180719131047/S001/visual_pointer_movement_T003.csv,High/P_180719131047/S001/collision_pointer_movement_T003.csv,High/P_180719131047/S001/tablet_pixels_T003.csv
High,P_180719131047,1,4,1,4,6845.969,6847.866,Example,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.6,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,6847.26,,,0.3765485,,,High/P_180719131047/S001/visual_pointer_movement_T004.csv,High/P_180719131047/S001/collision_pointer_movement_T004.csv,High/P_180719131047/S001/tablet_pixels_T004.csv
High,P_180719131047,1,5,2,1,6861.718,6864.49,Practice,0,FF00FF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,6862.37,6863.03,6863.94,0.5560426,0.3086241,1,High/P_180719131047/S001/visual_pointer_movement_T005.csv,High/P_180719131047/S001/collision_pointer_movement_T005.csv,High/P_180719131047/S001/tablet_pixels_T005.csv
High,P_180719131047,1,6,2,2,6868.703,6871.28,Practice,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,6869.3,6869.95,6870.77,0.5017982,0.3464231,2,High/P_180719131047/S001/visual_pointer_movement_T006.csv,High/P_180719131047/S001/collision_pointer_movement_T006.csv,High/P_180719131047/S001/tablet_pixels_T006.csv
High,P_180719131047,1,7,2,3,6875.326,6878.09,Practice,0,FF00FF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,6875.91,6876.49,6877.53,0.4545999,0.5966507,3,High/P_180719131047/S001/visual_pointer_movement_T007.csv,High/P_180719131047/S001/collision_pointer_movement_T007.csv,High/P_180719131047/S001/tablet_pixels_T007.csv
High,P_180719131047,1,8,2,4,6882.271,6884.9,Practice,0,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg,,6882.91,6883.54,6884.43,0.4467781,0.4626732,4,High/P_180719131047/S001/visual_pointer_movement_T008.csv,High/P_180719131047/S001/collision_pointer_movement_T008.csv,High/P_180719131047/S001/tablet_pixels_T008.csv
High,P_180719131047,1,9,2,5,6889.308,6892.07,Practice,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,6889.95,6890.66,6891.49,0.5998271,0.4161975,5,High/P_180719131047/S001/visual_pointer_movement_T009.csv,High/P_180719131047/S001/collision_pointer_movement_T009.csv,High/P_180719131047/S001/tablet_pixels_T009.csv
High,P_180719131047,1,10,2,6,6896.457,6899.23,Practice,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,6897.11,6897.81,6898.65,0.5817939,0.3061485,6,High/P_180719131047/S001/visual_pointer_movement_T010.csv,High/P_180719131047/S001/collision_pointer_movement_T010.csv,High/P_180719131047/S001/tablet_pixels_T010.csv
High,P_180719131047,1,11,3,1,6911.259,6913.54,Baseline,0,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,6911.81,6912.4,6913.11,0.3362407,0.324368,1,High/P_180719131047/S001/visual_pointer_movement_T011.csv,High/P_180719131047/S001/collision_pointer_movement_T011.csv,High/P_180719131047/S001/tablet_pixels_T011.csv
High,P_180719131047,1,12,3,2,6917.527,6919.89,Baseline,0,FF00FF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,6918.08,6918.51,6919.5,0.4584208,0.5686913,2,High/P_180719131047/S001/visual_pointer_movement_T012.csv,High/P_180719131047/S001/collision_pointer_movement_T012.csv,High/P_180719131047/S001/tablet_pixels_T012.csv
High,P_180719131047,1,13,3,3,6924.093,6926.38,Baseline,0,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,6924.68,6925.15,6926,0.5302371,0.4353941,3,High/P_180719131047/S001/visual_pointer_movement_T013.csv,High/P_180719131047/S001/collision_pointer_movement_T013.csv,High/P_180719131047/S001/tablet_pixels_T013.csv
High,P_180719131047,1,14,3,4,6930.857,6933.16,Baseline,0,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,6931.43,6931.89,6932.76,0.4970563,0.4332095,4,High/P_180719131047/S001/visual_pointer_movement_T014.csv,High/P_180719131047/S001/collision_pointer_movement_T014.csv,High/P_180719131047/S001/tablet_pixels_T014.csv
High,P_180719131047,1,15,3,5,6937.369,6939.76,Baseline,0,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,6937.97,6938.48,6939.39,0.5682708,0.5038885,5,High/P_180719131047/S001/visual_pointer_movement_T015.csv,High/P_180719131047/S001/collision_pointer_movement_T015.csv,High/P_180719131047/S001/tablet_pixels_T015.csv
High,P_180719131047,1,16,3,6,6944.205,6946.18,Baseline,0,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,6944.73,6945.17,6945.87,0.4673413,0.3044154,6,High/P_180719131047/S001/visual_pointer_movement_T016.csv,High/P_180719131047/S001/collision_pointer_movement_T016.csv,High/P_180719131047/S001/tablet_pixels_T016.csv
High,P_180719131047,1,17,3,7,6950.322,6952.43,Baseline,0,FFFF00,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,6950.81,6951.19,6952.08,0.3843076,0.5363048,7,High/P_180719131047/S001/visual_pointer_movement_T017.csv,High/P_180719131047/S001/collision_pointer_movement_T017.csv,High/P_180719131047/S001/tablet_pixels_T017.csv
High,P_180719131047,1,18,3,8,6956.797,6958.95,Baseline,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,6957.34,6957.73,6958.6,0.5958747,0.4879122,8,High/P_180719131047/S001/visual_pointer_movement_T018.csv,High/P_180719131047/S001/collision_pointer_movement_T018.csv,High/P_180719131047/S001/tablet_pixels_T018.csv
