timestamp,log_type,message
1071.354,Log,Setting start & targets for example
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Setting start & targets for practice
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Setting start & targets for baseline
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Setting start & targets for negToPos
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Setting start & targets for posToNeg
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Setting start & targets for random
1071.354,Log,Start color randomised
1071.354,Log,Start sprite randomised
1071.354,Log,Target colors randomised
1071.354,Log,Target sprites randomised
1071.354,Log,Order of blocks:
1071.354,Log,NegToPos
1071.354,Log,Random
1071.354,Log,PosToNeg
1071.354,Log,Sampling Interval: 10
1071.354,Log,Preparing trial number: 1
1081.355,Log,New State: Preparation
1081.355,Log,GAMEBOARD SET TO: PREPARATION
1081.355,Log,Destroying targets
1081.355,Log,Creating targets
1083.9,Log,New State: Waiting
1084.498,Log,New State: Started
1084.498,Log,GAMEBOARD SET TO: PARTONESTART
1085.64,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
1086.41,Log,GAMEBOARD SET TO: PARTONEFINISH
1086.834,Log,New State: MiddleStarted
1086.834,Log,GAMEBOARD SET TO: PARTTWOSTART
1087.8,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
1088.47,Log,New State: Finished
1088.47,Log,Correct
1088.47,Log,GAMEBOARD SET TO: PARTTWOFINISH
1089.47,Log,Preparing trial number: 2
1089.47,Log,New State: Preparation
1089.47,Log,GAMEBOARD SET TO: PREPARATION
1089.47,Log,Destroying targets
1089.47,Log,Creating targets
1091.45,Log,New State: Waiting
1091.996,Log,New State: Started
1091.996,Log,GAMEBOARD SET TO: PARTONESTART
1092.75,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
1093.45,Log,GAMEBOARD SET TO: PARTONEFINISH
1093.789,Log,New State: MiddleStarted
