experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180717111945,1,1,1,1,1095.661,1097.662,Example,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,5,1,TimeoutStart,,,,Start,,,,,,,High/P_180717111945/S001/visual_pointer_movement_T001.csv,High/P_180717111945/S001/collision_pointer_movement_T001.csv,High/P_180717111945/S001/tablet_pixels_T001.csv
High,P_180717111945,1,2,1,2,1102.797,1106.306,Example,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,5,1,MouseLifted,,,DetectPos,VisualPointer,1103.61,,,0.4991278,,,High/P_180717111945/S001/visual_pointer_movement_T002.csv,High/P_180717111945/S001/collision_pointer_movement_T002.csv,High/P_180717111945/S001/tablet_pixels_T002.csv
High,P_180717111945,1,3,1,3,1110.479,1110.674,Example,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,5,1,MouseLifted,,,,VisualPointer,,,,,,,High/P_180717111945/S001/visual_pointer_movement_T003.csv,High/P_180717111945/S001/collision_pointer_movement_T003.csv,High/P_180717111945/S001/tablet_pixels_T003.csv
High,P_180717111945,1,4,1,4,1113.262,1114.684,Example,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.6,1,TimeoutStartMoved,,,,VisualPointer,1114.08,,,0.4668192,,,High/P_180717111945/S001/visual_pointer_movement_T004.csv,High/P_180717111945/S001/collision_pointer_movement_T004.csv,High/P_180717111945/S001/tablet_pixels_T004.csv
High,P_180717111945,1,5,2,1,1129.491,1133.715,Practice,0,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,TimeoutMiddle,,,DetectNeg,IntermediateCircle,1130.27,1131.13,,0.3405109,0.5831099,,High/P_180717111945/S001/visual_pointer_movement_T005.csv,High/P_180717111945/S001/collision_pointer_movement_T005.csv,High/P_180717111945/S001/tablet_pixels_T005.csv
High,P_180717111945,1,6,2,2,1140.493,1142.694,Practice,0,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1141.69,,,0.4073978,,,High/P_180717111945/S001/visual_pointer_movement_T006.csv,High/P_180717111945/S001/collision_pointer_movement_T006.csv,High/P_180717111945/S001/tablet_pixels_T006.csv
High,P_180717111945,1,7,2,3,1149.452,1152.13,Practice,0,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,1149.84,1150.65,1151.65,0.5557073,0.5610467,1,High/P_180717111945/S001/visual_pointer_movement_T007.csv,High/P_180717111945/S001/collision_pointer_movement_T007.csv,High/P_180717111945/S001/tablet_pixels_T007.csv
High,P_180717111945,1,8,2,4,1157.972,1161.44,Practice,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,1159.23,1160.02,1160.97,0.5202231,0.5393507,2,High/P_180717111945/S001/visual_pointer_movement_T008.csv,High/P_180717111945/S001/collision_pointer_movement_T008.csv,High/P_180717111945/S001/tablet_pixels_T008.csv
High,P_180717111945,1,9,2,5,1166.56,1169.13,Practice,0,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,1167.02,1167.78,1168.6,0.4586988,0.3819014,3,High/P_180717111945/S001/visual_pointer_movement_T009.csv,High/P_180717111945/S001/collision_pointer_movement_T009.csv,High/P_180717111945/S001/tablet_pixels_T009.csv
High,P_180717111945,1,10,2,6,1173.708,1176.44,Practice,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,1174.19,1174.93,1175.95,0.558355,0.5706992,4,High/P_180717111945/S001/visual_pointer_movement_T010.csv,High/P_180717111945/S001/collision_pointer_movement_T010.csv,High/P_180717111945/S001/tablet_pixels_T010.csv
High,P_180717111945,1,11,3,1,1189.824,1192.47,Baseline,0,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,1190.47,1191.14,1192.02,0.5397996,0.4912252,1,High/P_180717111945/S001/visual_pointer_movement_T011.csv,High/P_180717111945/S001/collision_pointer_movement_T011.csv,High/P_180717111945/S001/tablet_pixels_T011.csv
High,P_180717111945,1,12,3,2,1196.811,1199,Baseline,0,FF00FF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,1197.2,1197.83,1198.53,0.462321,0.3180418,2,High/P_180717111945/S001/visual_pointer_movement_T012.csv,High/P_180717111945/S001/collision_pointer_movement_T012.csv,High/P_180717111945/S001/tablet_pixels_T012.csv
High,P_180717111945,1,13,3,3,1203.099,1205.45,Baseline,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg,,1203.47,1204.15,1204.99,0.4360846,0.4316945,3,High/P_180717111945/S001/visual_pointer_movement_T013.csv,High/P_180717111945/S001/collision_pointer_movement_T013.csv,High/P_180717111945/S001/tablet_pixels_T013.csv
High,P_180717111945,1,14,3,4,1209.735,1211.82,Baseline,0,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,1210.1,1210.68,1211.4,0.3040534,0.3973976,4,High/P_180717111945/S001/visual_pointer_movement_T014.csv,High/P_180717111945/S001/collision_pointer_movement_T014.csv,High/P_180717111945/S001/tablet_pixels_T014.csv
High,P_180717111945,1,15,3,5,1216.201,1218.39,Baseline,0,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,1216.63,1217.22,1218.01,0.5766951,0.4086587,5,High/P_180717111945/S001/visual_pointer_movement_T015.csv,High/P_180717111945/S001/collision_pointer_movement_T015.csv,High/P_180717111945/S001/tablet_pixels_T015.csv
High,P_180717111945,1,16,3,6,1222.831,1224.96,Baseline,0,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,1223.23,1223.79,1224.53,0.5109721,0.4958404,6,High/P_180717111945/S001/visual_pointer_movement_T016.csv,High/P_180717111945/S001/collision_pointer_movement_T016.csv,High/P_180717111945/S001/tablet_pixels_T016.csv
High,P_180717111945,1,17,3,7,1229.16,1231.17,Baseline,0,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,1229.48,1230.09,1230.8,0.4187173,0.3901883,7,High/P_180717111945/S001/visual_pointer_movement_T017.csv,High/P_180717111945/S001/collision_pointer_movement_T017.csv,High/P_180717111945/S001/tablet_pixels_T017.csv
High,P_180717111945,1,18,3,8,1235.356,1237.39,Baseline,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,1235.71,1236.27,1237.03,0.4584425,0.4979919,8,High/P_180717111945/S001/visual_pointer_movement_T018.csv,High/P_180717111945/S001/collision_pointer_movement_T018.csv,High/P_180717111945/S001/tablet_pixels_T018.csv
High,P_180717111945,1,19,3,9,1241.424,1243.27,Baseline,0,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,1241.68,1242.26,1242.92,0.3360012,0.4215744,9,High/P_180717111945/S001/visual_pointer_movement_T019.csv,High/P_180717111945/S001/collision_pointer_movement_T019.csv,High/P_180717111945/S001/tablet_pixels_T019.csv
High,P_180717111945,1,20,4,1,1256.501,1257.645,PosToNeg,0.9,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.5,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1257.14,,,0.5494536,,,High/P_180717111945/S001/visual_pointer_movement_T020.csv,High/P_180717111945/S001/collision_pointer_movement_T020.csv,High/P_180717111945/S001/tablet_pixels_T020.csv
High,P_180717111945,1,21,4,2,1260.97,1262.7,PosToNeg,0.8357143,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.5,1,Success,00FFFF,TriangleTarget,DetectNeg,,1261.28,1261.59,1262.39,0.3747044,0.3309671,10,High/P_180717111945/S001/visual_pointer_movement_T021.csv,High/P_180717111945/S001/collision_pointer_movement_T021.csv,High/P_180717111945/S001/tablet_pixels_T021.csv
High,P_180717111945,1,22,4,3,1264.993,1266.83,PosToNeg,0.7714285,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.5,1,Success,00FFFF,SquareTarget,DetectNeg,,1265.35,1265.82,1266.51,0.4116099,0.3192295,11,High/P_180717111945/S001/visual_pointer_movement_T022.csv,High/P_180717111945/S001/collision_pointer_movement_T022.csv,High/P_180717111945/S001/tablet_pixels_T022.csv
High,P_180717111945,1,23,4,4,1269.013,1271.15,PosToNeg,0.7071428,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.5,1,Success,FF00FF,SquareTarget,DetectNeg,,1269.59,1269.97,1270.8,0.3655391,0.4417273,12,High/P_180717111945/S001/visual_pointer_movement_T023.csv,High/P_180717111945/S001/collision_pointer_movement_T023.csv,High/P_180717111945/S001/tablet_pixels_T023.csv
High,P_180717111945,1,24,4,5,1273.409,1275.41,PosToNeg,0.6428571,00FFFF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.5,1,Success,00FFFF,TriangleTarget,DetectNeg,,1273.81,1274.31,1275.08,0.5610953,0.4466636,13,High/P_180717111945/S001/visual_pointer_movement_T024.csv,High/P_180717111945/S001/collision_pointer_movement_T024.csv,High/P_180717111945/S001/tablet_pixels_T024.csv
High,P_180717111945,1,25,4,6,1277.578,1279.52,PosToNeg,0.5785714,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.5,1,Success,FF00FF,CircleTarget,DetectNeg,,1277.94,1278.44,1279.19,0.4663281,0.4002939,14,High/P_180717111945/S001/visual_pointer_movement_T025.csv,High/P_180717111945/S001/collision_pointer_movement_T025.csv,High/P_180717111945/S001/tablet_pixels_T025.csv
High,P_180717111945,1,26,4,7,1281.583,1283.41,PosToNeg,0.5142857,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.5,1,Success,00FFFF,SquareTarget,DetectNeg,,1281.97,1282.46,1283.12,0.4324169,0.3078616,15,High/P_180717111945/S001/visual_pointer_movement_T026.csv,High/P_180717111945/S001/collision_pointer_movement_T026.csv,High/P_180717111945/S001/tablet_pixels_T026.csv
High,P_180717111945,1,27,4,8,1285.287,1287.26,PosToNeg,0.45,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.5,1,Success,FF00FF,CircleTarget,DetectNeg,,1285.72,1286.22,1286.97,0.3640642,0.4218566,16,High/P_180717111945/S001/visual_pointer_movement_T027.csv,High/P_180717111945/S001/collision_pointer_movement_T027.csv,High/P_180717111945/S001/tablet_pixels_T027.csv
High,P_180717111945,1,28,4,9,1289.346,1291.42,PosToNeg,0.3857143,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.5,1,Success,FF00FF,TriangleTarget,DetectNeg,,1289.84,1290.27,1291.12,0.4310898,0.4941745,17,High/P_180717111945/S001/visual_pointer_movement_T028.csv,High/P_180717111945/S001/collision_pointer_movement_T028.csv,High/P_180717111945/S001/tablet_pixels_T028.csv
High,P_180717111945,1,29,4,10,1293.532,1295.71,PosToNeg,0.3214286,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.5,1,Success,FFFF00,CircleTarget,DetectNeg,,1293.93,1294.36,1295.2,0.4791888,0.5393621,18,High/P_180717111945/S001/visual_pointer_movement_T029.csv,High/P_180717111945/S001/collision_pointer_movement_T029.csv,High/P_180717111945/S001/tablet_pixels_T029.csv
High,P_180717111945,1,30,4,11,1297.869,1299.89,PosToNeg,0.2571428,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.5,1,Success,FFFF00,SquareTarget,DetectNeg,,1298.31,1298.81,1299.61,0.3627971,0.3584695,19,High/P_180717111945/S001/visual_pointer_movement_T030.csv,High/P_180717111945/S001/collision_pointer_movement_T030.csv,High/P_180717111945/S001/tablet_pixels_T030.csv
High,P_180717111945,1,31,4,12,1302.107,1303.99,PosToNeg,0.1928571,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.5,1,Success,FFFF00,TriangleTarget,DetectNeg,,1302.42,1302.87,1303.64,0.429693,0.4402989,20,High/P_180717111945/S001/visual_pointer_movement_T031.csv,High/P_180717111945/S001/collision_pointer_movement_T031.csv,High/P_180717111945/S001/tablet_pixels_T031.csv
High,P_180717111945,1,32,4,13,1306.134,1307.001,PosToNeg,0.1285714,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.5,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1306.5,,,0.5430048,,,High/P_180717111945/S001/visual_pointer_movement_T032.csv,High/P_180717111945/S001/collision_pointer_movement_T032.csv,High/P_180717111945/S001/tablet_pixels_T032.csv
High,P_180717111945,1,33,4,14,1309.357,1311.18,PosToNeg,0.06428571,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.5,1,Success,FFFF00,SquareTarget,DetectNeg,,1309.71,1310.13,1310.9,0.5470589,0.3065448,21,High/P_180717111945/S001/visual_pointer_movement_T033.csv,High/P_180717111945/S001/collision_pointer_movement_T033.csv,High/P_180717111945/S001/tablet_pixels_T033.csv
High,P_180717111945,1,34,4,15,1313.066,1313.975,PosToNeg,0,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.5,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1313.47,,,0.314813,,,High/P_180717111945/S001/visual_pointer_movement_T034.csv,High/P_180717111945/S001/collision_pointer_movement_T034.csv,High/P_180717111945/S001/tablet_pixels_T034.csv
High,P_180717111945,1,35,4,16,1316.046,1316.74,PosToNeg,-0.06428571,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.5,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1316.24,,,0.5206143,,,High/P_180717111945/S001/visual_pointer_movement_T035.csv,High/P_180717111945/S001/collision_pointer_movement_T035.csv,High/P_180717111945/S001/tablet_pixels_T035.csv
High,P_180717111945,1,36,4,17,1321.125,1322.84,PosToNeg,-0.1285714,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.5,1,Success,FF00FF,CircleTarget,DetectNeg,,1321.44,1321.83,1322.56,0.5396554,0.329317,22,High/P_180717111945/S001/visual_pointer_movement_T036.csv,High/P_180717111945/S001/collision_pointer_movement_T036.csv,High/P_180717111945/S001/tablet_pixels_T036.csv
High,P_180717111945,1,37,4,18,1324.836,1326.62,PosToNeg,-0.1928571,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.5,1,Success,FFFF00,TriangleTarget,DetectNeg,,1325.04,1325.45,1326.22,0.4255738,0.5035608,23,High/P_180717111945/S001/visual_pointer_movement_T037.csv,High/P_180717111945/S001/collision_pointer_movement_T037.csv,High/P_180717111945/S001/tablet_pixels_T037.csv
High,P_180717111945,1,38,4,19,1328.703,1329.436,PosToNeg,-0.2571428,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.5,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,1328.93,,,0.4454846,,,High/P_180717111945/S001/visual_pointer_movement_T038.csv,High/P_180717111945/S001/collision_pointer_movement_T038.csv,High/P_180717111945/S001/tablet_pixels_T038.csv
