timestamp,log_type,message
36.32281,Log,Start color randomised
36.32281,Log,Start sprite randomised
36.32281,Log,Target colors randomised
36.32281,Log,Target sprites randomised
36.32281,Log,Start color randomised
36.32281,Log,Start sprite randomised
36.32281,Log,Target colors randomised
36.32281,Log,Target sprites randomised
36.32281,Log,Setting start & targets for negToPos
36.32281,Log,Start color randomised
36.32281,Log,Start sprite randomised
36.32281,Log,Target colors randomised
36.32281,Log,Target sprites randomised
36.32281,Log,Setting start & targets for posToNeg
36.32281,Log,Start color randomised
36.32281,Log,Start sprite randomised
36.32281,Log,Target colors randomised
36.32281,Log,Target sprites randomised
36.32281,Log,Setting start & targets for random
36.32281,Log,Start color randomised
36.32281,Log,Start sprite randomised
36.32281,Log,Target colors randomised
36.32281,Log,Target sprites randomised
36.32281,Log,Order of blocks:
36.32281,Log,NegToPos
36.32281,Log,PosToNeg
36.32281,Log,Random
36.32281,Log,Preparing trial number: 1
41.32477,Log,New State: Preparation
41.32477,Log,Destroying targets
41.32477,Log,Creating targets
43,Log,New State: Waiting
43.41042,Log,New State: Started
44.93993,Log,New State: MiddleStarted
45.23626,Log,New State: Finished
45.23626,Log,Failed: MouseLifted object: VisualPointer
46.22171,Log,Preparing trial number: 2
46.22171,Log,New State: Preparation
47.76,Log,New State: Waiting
48.30138,Log,New State: Started
49.36149,Log,New State: MiddleStarted
50.6,Log,New State: Finished
50.6,Log,Correct
51.60515,Log,Preparing trial number: 3
56.60396,Log,New State: Preparation
57.32,Log,New State: Waiting
57.84498,Log,New State: Started
59.66204,Log,New State: MiddleStarted
61.34,Log,New State: Finished
61.34,Log,Correct
62.34084,Log,Preparing trial number: 4
67.34583,Log,New State: Preparation
67.8,Log,New State: Waiting
68.27,Log,New State: Started
69.58778,Log,New State: MiddleStarted
70.36,Log,New State: Finished
70.36,Log,Correct
71.36028,Log,Preparing trial number: 5
76.3641,Log,New State: Preparation
78,Log,New State: Waiting
78.4734,Log,New State: Started
79.46424,Log,New State: Finished
79.46424,Log,Failed: TimeoutStartMoved object: VisualPointer
80.46152,Log,Preparing trial number: 6
80.46152,Log,New State: Preparation
82.8,Log,New State: Waiting
83.15817,Log,New State: Started
84.85157,Log,New State: MiddleStarted
85.93999,Log,New State: Finished
85.93999,Log,Correct
86.94212,Log,Preparing trial number: 7
86.94212,Log,New State: Preparation
87.92,Log,New State: Waiting
88.49908,Log,New State: Started
89.96899,Log,New State: MiddleStarted
90.93999,Log,New State: Finished
90.93999,Log,Correct
91.94013,Log,Preparing trial number: 8
91.94013,Log,New State: Preparation
92.88,Log,New State: Waiting
93.31242,Log,New State: Started
94.68958,Log,New State: MiddleStarted
95.68,Log,New State: Finished
95.68,Log,Correct
96.68233,Log,Preparing trial number: 9
96.68233,Log,New State: Preparation
97.78,Log,New State: Waiting
98.3789,Log,New State: Started
99.83273,Log,New State: MiddleStarted
100.66,Log,New State: Finished
100.66,Log,Correct
101.6643,Log,Preparing trial number: 10
101.6643,Log,New State: Preparation
102.9,Log,New State: Waiting
103.3823,Log,New State: Started
104.7099,Log,New State: MiddleStarted
105.58,Log,New State: Finished
105.58,Log,Correct
106.584,Log,Preparing trial number: 11
111.5871,Log,New State: Preparation
114.94,Log,New State: Waiting
115.3494,Log,New State: Started
116.9833,Log,New State: Finished
116.9833,Log,Failed: TimeoutStartMoved object: VisualPointer
117.9855,Log,Preparing trial number: 12
117.9855,Log,New State: Preparation
120.04,Log,New State: Waiting
120.4322,Log,New State: Started
121.7014,Log,New State: MiddleStarted
123.0015,Log,New State: Finished
123.0015,Log,Failed: TimeoutMiddleMoved object: VisualPointer
124.0045,Log,Preparing trial number: 13
124.0045,Log,New State: Preparation
125.02,Log,New State: Waiting
125.5233,Log,New State: Started
127.2986,Log,New State: MiddleStarted
128.1,Log,New State: Finished
128.1,Log,Correct
129.1078,Log,Preparing trial number: 14
129.1078,Log,New State: Preparation
129.84,Log,New State: Waiting
130.3971,Log,New State: Started
131.9106,Log,New State: MiddleStarted
132.64,Log,New State: Finished
