experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718112843,1,1,1,1,49.38126,49.89375,Example,0,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,5,1,MouseLifted,,,,VisualPointer,,,,,,,High/P_180718112843/S001/visual_pointer_movement_T001.csv,High/P_180718112843/S001/collision_pointer_movement_T001.csv,High/P_180718112843/S001/tablet_pixels_T001.csv
High,P_180718112843,1,2,1,2,52.59615,58.22755,Example,0,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,5,1,TimeoutMiddleMoved,,,DetectNeg,VisualPointer,53.44,55.43,57.22,0.3024729,0.5148659,,High/P_180718112843/S001/visual_pointer_movement_T002.csv,High/P_180718112843/S001/collision_pointer_movement_T002.csv,High/P_180718112843/S001/tablet_pixels_T002.csv
High,P_180718112843,1,3,1,3,61.26276,65.91364,Example,0,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,5,1,TimeoutMiddle,,,DetectNeg,IntermediateCircle,61.81,63.41,,0.4466867,0.5002474,,High/P_180718112843/S001/visual_pointer_movement_T003.csv,High/P_180718112843/S001/collision_pointer_movement_T003.csv,High/P_180718112843/S001/tablet_pixels_T003.csv
High,P_180718112843,1,4,1,4,97.54901,98.70901,Example,0,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.6,1,TimeoutStartMoved,,,,VisualPointer,98.1,,,0.398983,,,High/P_180718112843/S001/visual_pointer_movement_T004.csv,High/P_180718112843/S001/collision_pointer_movement_T004.csv,High/P_180718112843/S001/tablet_pixels_T004.csv
High,P_180718112843,1,5,2,1,115.7763,117.4076,Practice,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,116.4,,,0.4427004,,,High/P_180718112843/S001/visual_pointer_movement_T005.csv,High/P_180718112843/S001/collision_pointer_movement_T005.csv,High/P_180718112843/S001/tablet_pixels_T005.csv
High,P_180718112843,1,6,2,2,124.1935,127.73,Practice,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,124.54,125.34,126.89,0.5653876,0.4613834,1,High/P_180718112843/S001/visual_pointer_movement_T006.csv,High/P_180718112843/S001/collision_pointer_movement_T006.csv,High/P_180718112843/S001/tablet_pixels_T006.csv
High,P_180718112843,1,7,2,3,134.0528,137.1775,Practice,0,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,TimeoutMiddleMoved,,,DetectNeg,VisualPointer,134.39,135.27,136.17,0.3687333,0.4006284,,High/P_180718112843/S001/visual_pointer_movement_T007.csv,High/P_180718112843/S001/collision_pointer_movement_T007.csv,High/P_180718112843/S001/tablet_pixels_T007.csv
High,P_180718112843,1,8,2,4,141.1144,143.95,Practice,0,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,141.6,142.48,143.16,0.3291527,0.338131,2,High/P_180718112843/S001/visual_pointer_movement_T008.csv,High/P_180718112843/S001/collision_pointer_movement_T008.csv,High/P_180718112843/S001/tablet_pixels_T008.csv
High,P_180718112843,1,9,2,5,148.0185,150.77,Practice,0,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,148.39,149.25,150.1,0.472251,0.4655694,3,High/P_180718112843/S001/visual_pointer_movement_T009.csv,High/P_180718112843/S001/collision_pointer_movement_T009.csv,High/P_180718112843/S001/tablet_pixels_T009.csv
High,P_180718112843,1,10,2,6,155.4001,157.99,Practice,0,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,155.84,156.44,157.28,0.3865538,0.4909081,4,High/P_180718112843/S001/visual_pointer_movement_T010.csv,High/P_180718112843/S001/collision_pointer_movement_T010.csv,High/P_180718112843/S001/tablet_pixels_T010.csv
