experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180716154854,1,11,3,1,372.5908,374.29,Baseline,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectNeg1,,372.96,373.29,373.93,0.5784703,0.3937638,1,High/P_180716154854/S001/visual_pointer_movement_T011.csv,High/P_180716154854/S001/collision_pointer_movement_T011.csv,High/P_180716154854/S001/tablet_pixels_T011.csv
High,P_180716154854,1,12,3,2,378.2476,378.9,Baseline,0,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,MiddleMovedEarly,,,DetectNeg0|DetectNeg1,IntermediateCircle,378.57,378.86,,0.4906983,,,High/P_180716154854/S001/visual_pointer_movement_T012.csv,High/P_180716154854/S001/collision_pointer_movement_T012.csv,High/P_180716154854/S001/tablet_pixels_T012.csv
High,P_180716154854,1,13,3,3,383.9155,385.68,Baseline,0,FFFF00,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectNeg1,,384.21,384.51,385.32,0.3601827,0.4416599,2,High/P_180716154854/S001/visual_pointer_movement_T013.csv,High/P_180716154854/S001/collision_pointer_movement_T013.csv,High/P_180716154854/S001/tablet_pixels_T013.csv
High,P_180716154854,1,14,3,4,389.5971,391.68,Baseline,0,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,389.93,390.28,391.14,0.5740826,0.513741,3,High/P_180716154854/S001/visual_pointer_movement_T014.csv,High/P_180716154854/S001/collision_pointer_movement_T014.csv,High/P_180716154854/S001/tablet_pixels_T014.csv
High,P_180716154854,1,15,3,5,395.4511,397.62,Baseline,0,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectNeg1,,395.76,396.09,396.91,0.3973635,0.5116832,4,High/P_180716154854/S001/visual_pointer_movement_T015.csv,High/P_180716154854/S001/collision_pointer_movement_T015.csv,High/P_180716154854/S001/tablet_pixels_T015.csv
High,P_180716154854,1,16,3,6,401.3609,402.98,Baseline,0,FF00FF,SquareTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectNeg1,,401.7,402,402.64,0.3377829,0.3248114,5,High/P_180716154854/S001/visual_pointer_movement_T016.csv,High/P_180716154854/S001/collision_pointer_movement_T016.csv,High/P_180716154854/S001/tablet_pixels_T016.csv
High,P_180716154854,1,17,3,7,407.0041,408.56,Baseline,0,00FFFF,CircleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectNeg1,,407.29,407.66,408.28,0.3632242,0.3200555,6,High/P_180716154854/S001/visual_pointer_movement_T017.csv,High/P_180716154854/S001/collision_pointer_movement_T017.csv,High/P_180716154854/S001/tablet_pixels_T017.csv
High,P_180716154854,1,18,3,8,412.5695,413.99,Baseline,0,FFFF00,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,412.86,413.17,413.77,0.5718992,0.3500417,7,High/P_180716154854/S001/visual_pointer_movement_T018.csv,High/P_180716154854/S001/collision_pointer_movement_T018.csv,High/P_180716154854/S001/tablet_pixels_T018.csv
High,P_180716154854,1,19,3,9,417.7733,419.14,Baseline,0,FFFF00,CircleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,418.05,418.36,418.93,0.4631324,0.307418,8,High/P_180716154854/S001/visual_pointer_movement_T019.csv,High/P_180716154854/S001/collision_pointer_movement_T019.csv,High/P_180716154854/S001/tablet_pixels_T019.csv
High,P_180716154854,1,20,4,1,431.2142,433.15,PosToNeg,0.9,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectNeg1,,431.5,432.16,432.83,0.4615676,0.3538693,9,High/P_180716154854/S001/visual_pointer_movement_T020.csv,High/P_180716154854/S001/collision_pointer_movement_T020.csv,High/P_180716154854/S001/tablet_pixels_T020.csv
High,P_180716154854,1,21,4,2,435.1393,436.89,PosToNeg,0.8357143,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,435.58,435.81,436.68,0.3303452,0.5429993,10,High/P_180716154854/S001/visual_pointer_movement_T021.csv,High/P_180716154854/S001/collision_pointer_movement_T021.csv,High/P_180716154854/S001/tablet_pixels_T021.csv
High,P_180716154854,1,22,4,3,438.8887,440.54,PosToNeg,0.7714285,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,439.27,439.57,440.21,0.5491224,0.3419653,11,High/P_180716154854/S001/visual_pointer_movement_T022.csv,High/P_180716154854/S001/collision_pointer_movement_T022.csv,High/P_180716154854/S001/tablet_pixels_T022.csv
High,P_180716154854,1,23,4,4,442.4919,444.22,PosToNeg,0.7071428,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,442.92,443.16,443.98,0.4549669,0.4532865,12,High/P_180716154854/S001/visual_pointer_movement_T023.csv,High/P_180716154854/S001/collision_pointer_movement_T023.csv,High/P_180716154854/S001/tablet_pixels_T023.csv
High,P_180716154854,1,24,4,5,446.1793,447.84,PosToNeg,0.6428571,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,446.5,446.8,447.61,0.4770183,0.4713547,13,High/P_180716154854/S001/visual_pointer_movement_T024.csv,High/P_180716154854/S001/collision_pointer_movement_T024.csv,High/P_180716154854/S001/tablet_pixels_T024.csv
High,P_180716154854,1,25,4,6,449.674,451.41,PosToNeg,0.5785714,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,450.04,450.31,451.03,0.3266289,0.5399148,14,High/P_180716154854/S001/visual_pointer_movement_T025.csv,High/P_180716154854/S001/collision_pointer_movement_T025.csv,High/P_180716154854/S001/tablet_pixels_T025.csv
High,P_180716154854,1,26,4,7,453.4589,455.12,PosToNeg,0.5142857,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,453.82,454.19,454.84,0.5824484,0.3118685,15,High/P_180716154854/S001/visual_pointer_movement_T026.csv,High/P_180716154854/S001/collision_pointer_movement_T026.csv,High/P_180716154854/S001/tablet_pixels_T026.csv
High,P_180716154854,1,27,4,8,457.2969,459.02,PosToNeg,0.45,00FFFF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,457.7,458.08,458.83,0.5700072,0.4814764,16,High/P_180716154854/S001/visual_pointer_movement_T027.csv,High/P_180716154854/S001/collision_pointer_movement_T027.csv,High/P_180716154854/S001/tablet_pixels_T027.csv
High,P_180716154854,1,28,4,9,460.8534,462.68,PosToNeg,0.3857143,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,461.23,461.65,462.39,0.4250447,0.3761357,17,High/P_180716154854/S001/visual_pointer_movement_T028.csv,High/P_180716154854/S001/collision_pointer_movement_T028.csv,High/P_180716154854/S001/tablet_pixels_T028.csv
High,P_180716154854,1,29,4,10,464.3026,466.27,PosToNeg,0.3214286,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,464.69,465.14,466.03,0.3272602,0.551268,18,High/P_180716154854/S001/visual_pointer_movement_T029.csv,High/P_180716154854/S001/collision_pointer_movement_T029.csv,High/P_180716154854/S001/tablet_pixels_T029.csv
High,P_180716154854,1,30,4,11,468.241,470.26,PosToNeg,0.2571428,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,468.62,469.1,469.97,0.4087468,0.528293,19,High/P_180716154854/S001/visual_pointer_movement_T030.csv,High/P_180716154854/S001/collision_pointer_movement_T030.csv,High/P_180716154854/S001/tablet_pixels_T030.csv
High,P_180716154854,1,31,4,12,472.2575,474.08,PosToNeg,0.1928571,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,472.61,473.12,473.82,0.5323942,0.3945132,20,High/P_180716154854/S001/visual_pointer_movement_T031.csv,High/P_180716154854/S001/collision_pointer_movement_T031.csv,High/P_180716154854/S001/tablet_pixels_T031.csv
High,P_180716154854,1,32,4,13,476.1256,478.01,PosToNeg,0.1285714,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,476.49,476.95,477.74,0.5690389,0.3374183,21,High/P_180716154854/S001/visual_pointer_movement_T032.csv,High/P_180716154854/S001/collision_pointer_movement_T032.csv,High/P_180716154854/S001/tablet_pixels_T032.csv
High,P_180716154854,1,33,4,14,479.7305,481.56,PosToNeg,0.06428571,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectPos1,,480.17,480.44,481.28,0.3211735,0.5033453,22,High/P_180716154854/S001/visual_pointer_movement_T033.csv,High/P_180716154854/S001/collision_pointer_movement_T033.csv,High/P_180716154854/S001/tablet_pixels_T033.csv
High,P_180716154854,1,34,4,15,483.2507,484.52,PosToNeg,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,483.67,483.98,,0.3543765,,,High/P_180716154854/S001/visual_pointer_movement_T034.csv,High/P_180716154854/S001/collision_pointer_movement_T034.csv,High/P_180716154854/S001/tablet_pixels_T034.csv
High,P_180716154854,1,35,4,16,487.1052,488.21,PosToNeg,-0.06428571,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,487.49,487.78,,0.5791677,,,High/P_180716154854/S001/visual_pointer_movement_T035.csv,High/P_180716154854/S001/collision_pointer_movement_T035.csv,High/P_180716154854/S001/tablet_pixels_T035.csv
High,P_180716154854,1,36,4,17,490.4752,492.27,PosToNeg,-0.1285714,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,490.89,491.24,491.97,0.3787625,0.3359075,23,High/P_180716154854/S001/visual_pointer_movement_T036.csv,High/P_180716154854/S001/collision_pointer_movement_T036.csv,High/P_180716154854/S001/tablet_pixels_T036.csv
High,P_180716154854,1,37,4,18,494.2055,495.95,PosToNeg,-0.1928571,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectPos1,,494.53,494.89,495.71,0.5335572,0.4834312,24,High/P_180716154854/S001/visual_pointer_movement_T037.csv,High/P_180716154854/S001/collision_pointer_movement_T037.csv,High/P_180716154854/S001/tablet_pixels_T037.csv
High,P_180716154854,1,38,4,19,497.9734,498.75,PosToNeg,-0.2571428,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,498.3,498.64,,0.5479986,,,High/P_180716154854/S001/visual_pointer_movement_T038.csv,High/P_180716154854/S001/collision_pointer_movement_T038.csv,High/P_180716154854/S001/tablet_pixels_T038.csv
High,P_180716154854,1,39,4,20,501.0163,503.02,PosToNeg,-0.3214286,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,501.45,501.86,502.73,0.4426548,0.5235354,25,High/P_180716154854/S001/visual_pointer_movement_T039.csv,High/P_180716154854/S001/collision_pointer_movement_T039.csv,High/P_180716154854/S001/tablet_pixels_T039.csv
High,P_180716154854,1,40,4,21,504.8078,506.81,PosToNeg,-0.3857143,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,505.18,505.58,506.54,0.3096378,0.545751,26,High/P_180716154854/S001/visual_pointer_movement_T040.csv,High/P_180716154854/S001/collision_pointer_movement_T040.csv,High/P_180716154854/S001/tablet_pixels_T040.csv
High,P_180716154854,1,41,4,22,508.6808,509.19,PosToNeg,-0.45,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,HitObstacle,,,DetectPos0,Obstacle0,508.97,,,0.3813506,,,High/P_180716154854/S001/visual_pointer_movement_T041.csv,High/P_180716154854/S001/collision_pointer_movement_T041.csv,High/P_180716154854/S001/tablet_pixels_T041.csv
High,P_180716154854,1,42,4,23,511.364,513.43,PosToNeg,-0.5142857,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectPos1,,511.82,512.21,513.19,0.3669537,0.5350457,27,High/P_180716154854/S001/visual_pointer_movement_T042.csv,High/P_180716154854/S001/collision_pointer_movement_T042.csv,High/P_180716154854/S001/tablet_pixels_T042.csv
High,P_180716154854,1,43,4,24,515.524,517.44,PosToNeg,-0.5785714,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,515.97,516.39,517.11,0.4012752,0.3758375,28,High/P_180716154854/S001/visual_pointer_movement_T043.csv,High/P_180716154854/S001/collision_pointer_movement_T043.csv,High/P_180716154854/S001/tablet_pixels_T043.csv
High,P_180716154854,1,44,4,25,519.7964,521.67,PosToNeg,-0.6428571,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,520.18,520.55,521.38,0.48904,0.4788457,29,High/P_180716154854/S001/visual_pointer_movement_T044.csv,High/P_180716154854/S001/collision_pointer_movement_T044.csv,High/P_180716154854/S001/tablet_pixels_T044.csv
High,P_180716154854,1,45,4,26,523.558,525.34,PosToNeg,-0.7071428,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,523.96,524.22,525.11,0.3749397,0.5618635,30,High/P_180716154854/S001/visual_pointer_movement_T045.csv,High/P_180716154854/S001/collision_pointer_movement_T045.csv,High/P_180716154854/S001/tablet_pixels_T045.csv
High,P_180716154854,1,46,4,27,527.4548,529.02,PosToNeg,-0.7714285,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,527.77,528.02,528.78,0.5273789,0.4034132,31,High/P_180716154854/S001/visual_pointer_movement_T046.csv,High/P_180716154854/S001/collision_pointer_movement_T046.csv,High/P_180716154854/S001/tablet_pixels_T046.csv
High,P_180716154854,1,47,4,28,531.2185,533.44,PosToNeg,-0.8357143,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectPos1,,531.56,531.84,532.62,0.4562611,0.4553815,32,High/P_180716154854/S001/visual_pointer_movement_T047.csv,High/P_180716154854/S001/collision_pointer_movement_T047.csv,High/P_180716154854/S001/tablet_pixels_T047.csv
High,P_180716154854,1,48,4,29,535.3776,536.91,PosToNeg,-0.9,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectPos1,,535.69,535.95,536.7,0.5214727,0.3590714,33,High/P_180716154854/S001/visual_pointer_movement_T048.csv,High/P_180716154854/S001/collision_pointer_movement_T048.csv,High/P_180716154854/S001/tablet_pixels_T048.csv
High,P_180716154854,1,49,5,1,538.7031,540.47,NegToPos,-0.9,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,539.04,539.29,540.21,0.3292299,0.5982489,34,High/P_180716154854/S001/visual_pointer_movement_T049.csv,High/P_180716154854/S001/collision_pointer_movement_T049.csv,High/P_180716154854/S001/tablet_pixels_T049.csv
High,P_180716154854,1,50,5,2,542.2444,543.85,NegToPos,-0.8357143,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,542.63,542.87,543.58,0.3695635,0.325117,35,High/P_180716154854/S001/visual_pointer_movement_T050.csv,High/P_180716154854/S001/collision_pointer_movement_T050.csv,High/P_180716154854/S001/tablet_pixels_T050.csv
High,P_180716154854,1,51,5,3,545.7382,547.45,NegToPos,-0.7714285,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,546.07,546.33,547.23,0.5096592,0.560887,36,High/P_180716154854/S001/visual_pointer_movement_T051.csv,High/P_180716154854/S001/collision_pointer_movement_T051.csv,High/P_180716154854/S001/tablet_pixels_T051.csv
High,P_180716154854,1,52,5,4,549.1044,550.65,NegToPos,-0.7071428,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,549.43,549.73,550.44,0.3004296,0.3749931,37,High/P_180716154854/S001/visual_pointer_movement_T052.csv,High/P_180716154854/S001/collision_pointer_movement_T052.csv,High/P_180716154854/S001/tablet_pixels_T052.csv
High,P_180716154854,1,53,5,5,552.4634,554.21,NegToPos,-0.6428571,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,552.77,553.04,553.98,0.3865938,0.594412,38,High/P_180716154854/S001/visual_pointer_movement_T053.csv,High/P_180716154854/S001/collision_pointer_movement_T053.csv,High/P_180716154854/S001/tablet_pixels_T053.csv
High,P_180716154854,1,54,5,6,556.0936,557.63,NegToPos,-0.5785714,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectPos1,,556.44,556.75,557.39,0.4329243,0.3823151,39,High/P_180716154854/S001/visual_pointer_movement_T054.csv,High/P_180716154854/S001/collision_pointer_movement_T054.csv,High/P_180716154854/S001/tablet_pixels_T054.csv
High,P_180716154854,1,55,5,7,559.6382,561.46,NegToPos,-0.5142857,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectPos1,,559.97,560.41,561.23,0.5806098,0.4622872,40,High/P_180716154854/S001/visual_pointer_movement_T055.csv,High/P_180716154854/S001/collision_pointer_movement_T055.csv,High/P_180716154854/S001/tablet_pixels_T055.csv
High,P_180716154854,1,56,5,8,563.2307,565.26,NegToPos,-0.45,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,563.59,563.98,564.88,0.343982,0.577652,41,High/P_180716154854/S001/visual_pointer_movement_T056.csv,High/P_180716154854/S001/collision_pointer_movement_T056.csv,High/P_180716154854/S001/tablet_pixels_T056.csv
High,P_180716154854,1,57,5,9,567.4064,569.25,NegToPos,-0.3857143,FFFF00,CircleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,567.76,568.18,569.03,0.5981357,0.4814328,42,High/P_180716154854/S001/visual_pointer_movement_T057.csv,High/P_180716154854/S001/collision_pointer_movement_T057.csv,High/P_180716154854/S001/tablet_pixels_T057.csv
