timestamp,log_type,message
229.4781,Log,Start color randomised
229.4781,Log,Start sprite randomised
229.4781,Log,Target colors randomised
229.4781,Log,Target sprites randomised
229.4781,Log,Start color randomised
229.4781,Log,Start sprite randomised
229.4781,Log,Target colors randomised
229.4781,Log,Target sprites randomised
229.4781,Log,Setting start & targets for negToPos
229.4781,Log,Start color randomised
229.4781,Log,Start sprite randomised
229.4781,Log,Target colors randomised
229.4781,Log,Target sprites randomised
229.4781,Log,Setting start & targets for posToNeg
229.4781,Log,Start color randomised
229.4781,Log,Start sprite randomised
229.4781,Log,Target colors randomised
229.4781,Log,Target sprites randomised
229.4781,Log,Setting start & targets for random
229.4781,Log,Start color randomised
229.4781,Log,Start sprite randomised
229.4781,Log,Target colors randomised
229.4781,Log,Target sprites randomised
229.4781,Log,Order of blocks:
229.4781,Log,NegToPos
229.4781,Log,PosToNeg
229.4781,Log,Random
229.4781,Log,Preparing trial number: 1
234.4682,Log,New State: Preparation
234.4682,Log,Destroying targets
234.4682,Log,Creating targets
254.66,Log,New State: Waiting
254.9948,Log,New State: Started
256.5268,Log,New State: MiddleStarted
258.4352,Log,New State: Finished
258.4352,Log,Failed: MouseLifted object: VisualPointer
259.4256,Log,Preparing trial number: 2
259.4256,Log,New State: Preparation
274.86,Log,New State: Waiting
275.2959,Log,New State: Started
276.9161,Log,New State: MiddleStarted
277.82,Log,New State: Finished
277.82,Log,Correct
278.8243,Log,Preparing trial number: 3
283.8252,Log,New State: Preparation
284.52,Log,New State: Waiting
285.0371,Log,New State: Started
285.7,Log,New State: Finished
285.7,Log,Failed: HitObstacle object: Obstacle
286.7068,Log,Preparing trial number: 4
291.7003,Log,New State: Preparation
294.1,Log,New State: Waiting
294.6486,Log,New State: Started
295.3694,Log,New State: Finished
295.3694,Log,Failed: TimeoutStartMoved object: VisualPointer
296.3633,Log,Preparing trial number: 5
301.3644,Log,New State: Preparation
304.7,Log,New State: Waiting
305.0522,Log,New State: Started
