experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180717113455,1,1,1,1,5429.754,5433.33,Example,0,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,5,1,Success,FFFF00,CircleTarget,DetectNeg,,5430.72,5431.55,5432.48,0.4998272,0.4598369,1,High/P_180717113455/S001/visual_pointer_movement_T001.csv,High/P_180717113455/S001/collision_pointer_movement_T001.csv,High/P_180717113455/S001/tablet_pixels_T001.csv
High,P_180717113455,1,2,1,2,5440.31,5442.94,Example,0,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,5,1,Success,FF00FF,CircleTarget,DetectNeg,,5441.09,5441.77,5442.49,0.3325185,0.368302,2,High/P_180717113455/S001/visual_pointer_movement_T002.csv,High/P_180717113455/S001/collision_pointer_movement_T002.csv,High/P_180717113455/S001/tablet_pixels_T002.csv
High,P_180717113455,1,3,1,3,5445.298,5447.83,Example,0,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,00FFFF,TriangleTarget,DetectNeg,,5445.95,5446.46,5447.4,0.4970273,0.5500268,3,High/P_180717113455/S001/visual_pointer_movement_T003.csv,High/P_180717113455/S001/collision_pointer_movement_T003.csv,High/P_180717113455/S001/tablet_pixels_T003.csv
High,P_180717113455,1,4,1,4,5450.03,5451.194,Example,0,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.6,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,5450.59,,,0.4549692,,,High/P_180717113455/S001/visual_pointer_movement_T004.csv,High/P_180717113455/S001/collision_pointer_movement_T004.csv,High/P_180717113455/S001/tablet_pixels_T004.csv
High,P_180717113455,1,5,2,1,5463.345,5465.7,Practice,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5463.85,5464.37,5465.27,0.3582996,0.5158516,1,High/P_180717113455/S001/visual_pointer_movement_T005.csv,High/P_180717113455/S001/collision_pointer_movement_T005.csv,High/P_180717113455/S001/tablet_pixels_T005.csv
High,P_180717113455,1,6,2,2,5469.91,5472.13,Practice,0,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,5470.36,5470.83,5471.64,0.5783018,0.4443592,2,High/P_180717113455/S001/visual_pointer_movement_T006.csv,High/P_180717113455/S001/collision_pointer_movement_T006.csv,High/P_180717113455/S001/tablet_pixels_T006.csv
High,P_180717113455,1,7,2,3,5476.265,5478.52,Practice,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,5476.72,5477.24,5478.18,0.4403905,0.5820891,3,High/P_180717113455/S001/visual_pointer_movement_T007.csv,High/P_180717113455/S001/collision_pointer_movement_T007.csv,High/P_180717113455/S001/tablet_pixels_T007.csv
High,P_180717113455,1,8,2,4,5482.45,5484.67,Practice,0,00FFFF,SquareTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5483.01,5483.47,5484.37,0.318486,0.4945649,4,High/P_180717113455/S001/visual_pointer_movement_T008.csv,High/P_180717113455/S001/collision_pointer_movement_T008.csv,High/P_180717113455/S001/tablet_pixels_T008.csv
High,P_180717113455,1,9,2,5,5488.637,5490.55,Practice,0,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,5489.09,5489.52,5490.22,0.3464245,0.3368432,5,High/P_180717113455/S001/visual_pointer_movement_T009.csv,High/P_180717113455/S001/collision_pointer_movement_T009.csv,High/P_180717113455/S001/tablet_pixels_T009.csv
High,P_180717113455,1,10,2,6,5494.852,5497.12,Practice,0,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,5495.36,5495.85,5496.72,0.5097982,0.5374669,6,High/P_180717113455/S001/visual_pointer_movement_T010.csv,High/P_180717113455/S001/collision_pointer_movement_T010.csv,High/P_180717113455/S001/tablet_pixels_T010.csv
High,P_180717113455,1,11,3,1,5509.4,5511.74,Baseline,0,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,5509.96,5510.41,5511.35,0.5073559,0.5774473,1,High/P_180717113455/S001/visual_pointer_movement_T011.csv,High/P_180717113455/S001/collision_pointer_movement_T011.csv,High/P_180717113455/S001/tablet_pixels_T011.csv
High,P_180717113455,1,12,3,2,5515.832,5517.7,Baseline,0,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,5516.29,5516.7,5517.34,0.3080312,0.3217902,2,High/P_180717113455/S001/visual_pointer_movement_T012.csv,High/P_180717113455/S001/collision_pointer_movement_T012.csv,High/P_180717113455/S001/tablet_pixels_T012.csv
High,P_180717113455,1,13,3,3,5522,5523.89,Baseline,0,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,5522.47,5522.93,5523.55,0.3042005,0.3251997,3,High/P_180717113455/S001/visual_pointer_movement_T013.csv,High/P_180717113455/S001/collision_pointer_movement_T013.csv,High/P_180717113455/S001/tablet_pixels_T013.csv
High,P_180717113455,1,14,3,4,5527.936,5529.99,Baseline,0,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,5528.35,5528.78,5529.55,0.4994563,0.4618208,4,High/P_180717113455/S001/visual_pointer_movement_T014.csv,High/P_180717113455/S001/collision_pointer_movement_T014.csv,High/P_180717113455/S001/tablet_pixels_T014.csv
High,P_180717113455,1,15,3,5,5533.858,5535.96,Baseline,0,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5534.28,5534.64,5535.55,0.3657026,0.577492,5,High/P_180717113455/S001/visual_pointer_movement_T015.csv,High/P_180717113455/S001/collision_pointer_movement_T015.csv,High/P_180717113455/S001/tablet_pixels_T015.csv
High,P_180717113455,1,16,3,6,5539.888,5541.83,Baseline,0,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5540.31,5540.68,5541.38,0.3085208,0.4256869,6,High/P_180717113455/S001/visual_pointer_movement_T016.csv,High/P_180717113455/S001/collision_pointer_movement_T016.csv,High/P_180717113455/S001/tablet_pixels_T016.csv
High,P_180717113455,1,17,3,7,5545.903,5547.6,Baseline,0,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5546.29,5546.64,5547.2,0.5441545,0.409364,7,High/P_180717113455/S001/visual_pointer_movement_T017.csv,High/P_180717113455/S001/collision_pointer_movement_T017.csv,High/P_180717113455/S001/tablet_pixels_T017.csv
High,P_180717113455,1,18,3,8,5551.821,5553.69,Baseline,0,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,5552.21,5552.65,5553.4,0.4926044,0.4462907,8,High/P_180717113455/S001/visual_pointer_movement_T018.csv,High/P_180717113455/S001/collision_pointer_movement_T018.csv,High/P_180717113455/S001/tablet_pixels_T018.csv
High,P_180717113455,1,19,3,9,5557.784,5559.58,Baseline,0,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,5558.26,5558.65,5559.29,0.5270059,0.3492088,9,High/P_180717113455/S001/visual_pointer_movement_T019.csv,High/P_180717113455/S001/collision_pointer_movement_T019.csv,High/P_180717113455/S001/tablet_pixels_T019.csv
