timestamp,log_type,message
169.3477,Log,Start color randomised
169.3477,Log,Start sprite randomised
169.3477,Log,Target colors randomised
169.3477,Log,Target sprites randomised
169.3477,Log,Start color randomised
169.3477,Log,Start sprite randomised
169.3477,Log,Target colors randomised
169.3477,Log,Target sprites randomised
169.3477,Log,Setting start & targets for negToPos
169.3477,Log,Start color randomised
169.3477,Log,Start sprite randomised
169.3477,Log,Target colors randomised
169.3477,Log,Target sprites randomised
169.3477,Log,Setting start & targets for posToNeg
169.3477,Log,Start color randomised
169.3477,Log,Start sprite randomised
169.3477,Log,Target colors randomised
169.3477,Log,Target sprites randomised
169.3477,Log,Setting start & targets for random
169.3477,Log,Start color randomised
169.3477,Log,Start sprite randomised
169.3477,Log,Target colors randomised
169.3477,Log,Target sprites randomised
169.3477,Log,Order of blocks:
169.3477,Log,PosToNeg
169.3477,Log,Random
169.3477,Log,NegToPos
169.3477,Log,Preparing trial number: 1
174.3402,Log,New State: Preparation
174.3402,Log,Destroying targets
174.3402,Log,Creating targets
183.32,Log,New State: Waiting
183.8551,Log,New State: Started
185.1956,Log,New State: MiddleStarted
187.2,Log,New State: Finished
187.2,Log,Correct
188.2005,Log,Preparing trial number: 2
188.2005,Log,New State: Preparation
189.02,Log,New State: Waiting
189.3768,Log,New State: Started
190.7907,Log,New State: MiddleStarted
191.74,Log,New State: Finished
191.74,Log,Correct
192.7439,Log,Preparing trial number: 3
197.7425,Log,New State: Preparation
203.42,Log,New State: Waiting
203.8128,Log,New State: Started
204.56,Log,New State: Finished
204.56,Log,Failed: HitObstacle object: Obstacle
205.5662,Log,Preparing trial number: 4
210.566,Log,New State: Preparation
211.4,Log,New State: Waiting
211.9365,Log,New State: Started
212.7842,Log,New State: Finished
212.7842,Log,Failed: TimeoutStartMoved object: VisualPointer
213.7838,Log,Preparing trial number: 5
218.7859,Log,New State: Preparation
222.34,Log,New State: Waiting
222.8512,Log,New State: Started
225.223,Log,New State: Finished
225.223,Log,Failed: TimeoutStartMoved object: VisualPointer
226.2241,Log,Preparing trial number: 6
226.2241,Log,New State: Preparation
228.6,Log,New State: Waiting
