timestamp,log_type,message
123.4814,Log,Start color randomised
123.4814,Log,Start sprite randomised
123.4814,Log,Target colors randomised
123.4814,Log,Target sprites randomised
123.4814,Log,Start color randomised
123.4814,Log,Start sprite randomised
123.4814,Log,Target colors randomised
123.4814,Log,Target sprites randomised
123.4814,Log,Setting start & targets for negToPos
123.4814,Log,Start color randomised
123.4814,Log,Start sprite randomised
123.4814,Log,Target colors randomised
123.4814,Log,Target sprites randomised
123.4814,Log,Setting start & targets for posToNeg
123.4814,Log,Start color randomised
123.4814,Log,Start sprite randomised
123.4814,Log,Target colors randomised
123.4814,Log,Target sprites randomised
123.4814,Log,Setting start & targets for random
123.4814,Log,Start color randomised
123.4814,Log,Start sprite randomised
123.4814,Log,Target colors randomised
123.4814,Log,Target sprites randomised
123.4814,Log,Order of blocks:
123.4814,Log,PosToNeg
123.4814,Log,NegToPos
123.4814,Log,Random
123.4814,Log,Preparing trial number: 1
128.4832,Log,New State: Preparation
128.4832,Log,Destroying targets
128.4832,Log,Creating targets
152.26,Log,New State: Waiting
152.7081,Log,New State: Started
154.1057,Log,New State: MiddleStarted
154.94,Log,New State: Finished
154.94,Log,Correct
155.9468,Log,Preparing trial number: 2
155.9468,Log,New State: Preparation
157.08,Log,New State: Waiting
157.6047,Log,New State: Started
159.0719,Log,New State: MiddleStarted
159.84,Log,New State: Finished
159.84,Log,Correct
160.8476,Log,Preparing trial number: 3
165.8471,Log,New State: Preparation
167.5,Log,New State: Waiting
167.8316,Log,New State: Started
168.46,Log,New State: Finished
168.46,Log,Failed: HitObstacle object: Obstacle
169.4621,Log,Preparing trial number: 4
174.4679,Log,New State: Preparation
178.38,Log,New State: Waiting
178.7227,Log,New State: Started
179.7285,Log,New State: Finished
179.7285,Log,Failed: TimeoutStartMoved object: VisualPointer
180.7274,Log,Preparing trial number: 5
185.7203,Log,New State: Preparation
194.88,Log,New State: Waiting
194.96,Log,New State: Preparation
200.3,Log,New State: Waiting
200.7532,Log,New State: Started
201.8032,Log,New State: Finished
201.8032,Log,Failed: TimeoutStartMoved object: VisualPointer
202.801,Log,Preparing trial number: 6
202.801,Log,New State: Preparation
203.26,Log,New State: Waiting
203.3,Log,New State: Preparation
204.46,Log,New State: Waiting
204.8933,Log,New State: Started
205.9726,Log,New State: MiddleStarted
206.56,Log,New State: Finished
206.56,Log,Correct
207.5664,Log,Preparing trial number: 7
207.5664,Log,New State: Preparation
209.04,Log,New State: Waiting
209.4363,Log,New State: Started
210.5854,Log,New State: MiddleStarted
211.26,Log,New State: Finished
211.26,Log,Correct
212.2615,Log,Preparing trial number: 8
212.2615,Log,New State: Preparation
212.84,Log,New State: Waiting
212.94,Log,New State: Preparation
213.46,Log,New State: Waiting
213.8081,Log,New State: Started
215.1305,Log,New State: MiddleStarted
215.88,Log,New State: Finished
215.88,Log,Correct
216.8852,Log,Preparing trial number: 9
216.8852,Log,New State: Preparation
217.6,Log,New State: Waiting
218.101,Log,New State: Started
219.253,Log,New State: MiddleStarted
219.78,Log,New State: Finished
219.78,Log,Correct
220.7875,Log,Preparing trial number: 10
220.7875,Log,New State: Preparation
221.84,Log,New State: Waiting
222.2,Log,New State: Preparation
222.84,Log,New State: Waiting
223.4304,Log,New State: Started
223.6212,Log,New State: Finished
223.6212,Log,Failed: MouseLifted object: VisualPointer
224.6244,Log,Preparing trial number: 11
229.6286,Log,New State: Preparation
230.7,Log,New State: Waiting
231,Log,New State: Preparation
231.38,Log,New State: Waiting
231.8535,Log,New State: Started
232.9,Log,New State: Finished
232.9,Log,Failed: MiddleMovedEarly object: IntermediateCircle
233.9055,Log,Preparing trial number: 12
233.9055,Log,New State: Preparation
235.36,Log,New State: Waiting
235.9118,Log,New State: Started
237.2754,Log,New State: MiddleStarted
237.96,Log,New State: Finished
237.96,Log,Correct
238.9679,Log,Preparing trial number: 13
238.9679,Log,New State: Preparation
239.86,Log,New State: Waiting
240.2105,Log,New State: Started
241.3941,Log,New State: MiddleStarted
241.96,Log,New State: Finished
241.96,Log,Correct
242.9602,Log,Preparing trial number: 14
242.9602,Log,New State: Preparation
243.92,Log,New State: Waiting
244.344,Log,New State: Started
245.2922,Log,New State: MiddleStarted
245.88,Log,New State: Finished
245.88,Log,Correct
246.881,Log,Preparing trial number: 15
246.881,Log,New State: Preparation
247.56,Log,New State: Waiting
247.62,Log,New State: Preparation
247.78,Log,New State: Waiting
248.2637,Log,New State: Started
249.5275,Log,New State: MiddleStarted
250.34,Log,New State: Finished
250.34,Log,Correct
251.3483,Log,Preparing trial number: 16
251.3483,Log,New State: Preparation
252.34,Log,New State: Waiting
252.7075,Log,New State: Started
253.9655,Log,New State: MiddleStarted
254.46,Log,New State: Finished
254.46,Log,Correct
255.4643,Log,Preparing trial number: 17
255.4643,Log,New State: Preparation
256.14,Log,New State: Waiting
256.5603,Log,New State: Started
257.9493,Log,New State: MiddleStarted
258.8648,Log,New State: Finished
258.8648,Log,Failed: TimeoutMiddleMoved object: VisualPointer
259.8618,Log,Preparing trial number: 18
259.8618,Log,New State: Preparation
260.56,Log,New State: Waiting
260.62,Log,New State: Preparation
260.82,Log,New State: Waiting
261.2465,Log,New State: Started
262.4959,Log,New State: MiddleStarted
263.16,Log,New State: Finished
263.16,Log,Correct
264.1622,Log,Preparing trial number: 19
264.1622,Log,New State: Preparation
264.68,Log,New State: Waiting
265.0124,Log,New State: Started
266.1492,Log,New State: MiddleStarted
266.9,Log,New State: Finished
266.9,Log,Correct
267.9019,Log,Preparing trial number: 20
267.9019,Log,New State: Preparation
268.6,Log,New State: Waiting
268.9449,Log,New State: Started
270.0181,Log,New State: MiddleStarted
270.64,Log,New State: Finished
270.64,Log,Correct
271.6476,Log,Preparing trial number: 21
271.6476,Log,New State: Preparation
272.42,Log,New State: Waiting
272.8845,Log,New State: Started
274.1052,Log,New State: MiddleStarted
275.52,Log,New State: Finished
275.52,Log,Incorrect
276.5229,Log,Preparing trial number: 22
276.5229,Log,New State: Preparation
277.1,Log,New State: Waiting
277.14,Log,New State: Preparation
277.3,Log,New State: Waiting
277.8169,Log,New State: Started
279.0662,Log,New State: MiddleStarted
279.76,Log,New State: Finished
279.76,Log,Correct
280.7627,Log,Preparing trial number: 23
280.7627,Log,New State: Preparation
281.36,Log,New State: Waiting
281.4,Log,New State: Preparation
281.78,Log,New State: Waiting
282.1913,Log,New State: Started
282.96,Log,New State: Finished
282.96,Log,Failed: MiddleMovedEarly object: IntermediateCircle
283.9631,Log,Preparing trial number: 24
283.9631,Log,New State: Preparation
285.62,Log,New State: Waiting
286.0984,Log,New State: Started
287.52,Log,New State: MiddleStarted
288.1031,Log,New State: Finished
288.1031,Log,Failed: MouseLifted object: VisualPointer
289.106,Log,Preparing trial number: 25
289.106,Log,New State: Preparation
289.9,Log,New State: Waiting
290.4802,Log,New State: Started
292.1094,Log,New State: MiddleStarted
292.76,Log,New State: Finished
292.76,Log,Correct
293.7679,Log,Preparing trial number: 26
293.7679,Log,New State: Preparation
294.3,Log,New State: Waiting
294.8896,Log,New State: Started
296.0853,Log,New State: MiddleStarted
296.68,Log,New State: Finished
296.68,Log,Correct
297.6874,Log,Preparing trial number: 27
297.6874,Log,New State: Preparation
298.42,Log,New State: Waiting
298.8368,Log,New State: Started
300.2553,Log,New State: MiddleStarted
301.04,Log,New State: Finished
301.04,Log,Correct
302.044,Log,Preparing trial number: 28
302.044,Log,New State: Preparation
302.66,Log,New State: Waiting
303.0893,Log,New State: Started
304.479,Log,New State: MiddleStarted
305.14,Log,New State: Finished
305.14,Log,Correct
306.1455,Log,Preparing trial number: 29
306.1455,Log,New State: Preparation
307.02,Log,New State: Waiting
307.5028,Log,New State: Started
308.7905,Log,New State: MiddleStarted
309.64,Log,New State: Finished
309.64,Log,Correct
310.6493,Log,Preparing trial number: 30
310.6493,Log,New State: Preparation
311.32,Log,New State: Waiting
311.8402,Log,New State: Started
313.1859,Log,New State: MiddleStarted
313.78,Log,New State: Finished
313.78,Log,Correct
314.7804,Log,Preparing trial number: 31
314.7804,Log,New State: Preparation
315.58,Log,New State: Waiting
316.1385,Log,New State: Started
317.3427,Log,New State: MiddleStarted
317.92,Log,New State: Finished
317.92,Log,Correct
318.9223,Log,Preparing trial number: 32
318.9223,Log,New State: Preparation
319.42,Log,New State: Waiting
319.988,Log,New State: Started
321.2436,Log,New State: MiddleStarted
322.02,Log,New State: Finished
322.02,Log,Correct
323.0236,Log,Preparing trial number: 33
323.0236,Log,New State: Preparation
323.6,Log,New State: Waiting
323.95,Log,New State: Started
325.1636,Log,New State: MiddleStarted
325.78,Log,New State: Finished
325.78,Log,Correct
326.7805,Log,Preparing trial number: 34
326.7805,Log,New State: Preparation
327.34,Log,New State: Waiting
327.56,Log,New State: Preparation
327.96,Log,New State: Waiting
328.4787,Log,New State: Started
329.6956,Log,New State: MiddleStarted
330.3,Log,New State: Finished
330.3,Log,Correct
331.3039,Log,Preparing trial number: 35
331.3039,Log,New State: Preparation
331.94,Log,New State: Waiting
332.4095,Log,New State: Started
333.7401,Log,New State: MiddleStarted
334.38,Log,New State: Finished
334.38,Log,Correct
335.3866,Log,Preparing trial number: 36
335.3866,Log,New State: Preparation
335.98,Log,New State: Waiting
336.4077,Log,New State: Started
337.6069,Log,New State: MiddleStarted
338.24,Log,New State: Finished
338.24,Log,Correct
339.2453,Log,Preparing trial number: 37
339.2453,Log,New State: Preparation
339.76,Log,New State: Waiting
340.1797,Log,New State: Started
341.3487,Log,New State: MiddleStarted
341.98,Log,New State: Finished
341.98,Log,Correct
342.9893,Log,Preparing trial number: 38
342.9893,Log,New State: Preparation
343.52,Log,New State: Waiting
344.0548,Log,New State: Started
345.3893,Log,New State: MiddleStarted
346.22,Log,New State: Finished
346.22,Log,Correct
347.2216,Log,Preparing trial number: 39
347.2216,Log,New State: Preparation
347.88,Log,New State: Waiting
348.4099,Log,New State: Started
349.6624,Log,New State: MiddleStarted
350.34,Log,New State: Finished
350.34,Log,Correct
351.3472,Log,Preparing trial number: 40
351.3472,Log,New State: Preparation
351.94,Log,New State: Waiting
352.3732,Log,New State: Started
353.5353,Log,New State: MiddleStarted
354.14,Log,New State: Finished
354.14,Log,Correct
355.1436,Log,Preparing trial number: 41
355.1436,Log,New State: Preparation
355.8,Log,New State: Waiting
356.3441,Log,New State: Started
357.5407,Log,New State: MiddleStarted
358.18,Log,New State: Finished
358.18,Log,Correct
359.1839,Log,Preparing trial number: 42
359.1839,Log,New State: Preparation
359.68,Log,New State: Waiting
360.22,Log,New State: Preparation
360.82,Log,New State: Waiting
361.2264,Log,New State: Started
362.4928,Log,New State: MiddleStarted
363.18,Log,New State: Finished
363.18,Log,Correct
364.1826,Log,Preparing trial number: 43
364.1826,Log,New State: Preparation
364.68,Log,New State: Waiting
365.1442,Log,New State: Started
365.6604,Log,New State: Finished
365.6604,Log,Failed: TimeoutStartMoved object: VisualPointer
366.6653,Log,Preparing trial number: 44
366.6653,Log,New State: Preparation
