time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
231.8535,-0.3984,-70.2578,0,0,0,270
231.862,-0.3984,-70.2578,0,0,0,270
231.8735,-0.3984,-70.2578,0,0,0,270
231.8817,-0.3984,-70.2578,0,0,0,270
231.8908,-0.3984,-70.2578,0,0,0,270
231.8991,-0.3984,-70.2578,0,0,0,270
231.9089,-0.3984,-70.2578,0,0,0,270
231.9177,-0.3984,-70.2578,0,0,0,270
231.9285,-0.3984,-70.2578,0,0,0,270
231.9381,-0.3984,-70.2578,0,0,0,270
231.946,-0.3984,-70.2578,0,0,0,270
231.9566,-0.3984,-70.2578,0,0,0,270
231.9641,-0.3984,-70.2578,0,0,0,270
231.9745,-0.3984,-70.2578,0,0,0,270
231.9831,-0.3984,-70.2578,0,0,0,270
231.9924,-0.3984,-70.2578,0,0,0,270
232.0011,-0.3984,-70.2578,0,0,0,270
232.0127,-0.3984,-70.2578,0,0,0,270
232.0224,-0.3984,-70.2578,0,0,0,270
232.0308,-0.3984,-70.2578,0,0,0,270
232.0415,-0.3984,-70.2578,0,0,0,270
232.0501,-0.3984,-70.2578,0,0,0,270
232.0605,-0.3984,-70.2578,0,0,0,270
232.0684,-0.3984,-70.2578,0,0,0,270
232.078,-0.3984,-70.2578,0,0,0,270
232.0886,-0.3984,-70.2578,0,0,0,270
232.0969,-0.3984,-70.2578,0,0,0,270
232.1072,-0.3984,-70.2578,0,0,0,270
232.115,-0.3984,-70.2578,0,0,0,270
232.1247,-0.3984,-70.2578,0,0,0,270
232.1332,-0.3984,-70.2578,0,0,0,270
232.1439,-0.3984,-70.2578,0,0,0,270
232.1519,-0.3984,-70.2578,0,0,0,270
232.1618,-0.3984,-70.2578,0,0,0,270
232.1723,-0.3984,-70.2578,0,0,0,270
232.1801,-0.3984,-70.2578,0,0,0,270
232.1919,-0.3984,-70.2578,0,0,0,270
232.2021,-0.3984,-70.2578,0,0,0,270
232.2096,-0.3984,-70.2578,0,0,0,270
232.2184,-0.3984,-70.2578,0,0,0,270
232.2284,-0.3984,-70.2578,0,0,0,270
232.2389,-0.3984,-70.2578,0,0,0,270
232.2476,-0.3984,-70.2578,0,0,0,270
232.2579,-0.3984,-70.2578,0,0,0,270
232.2648,-0.3984,-70.2578,0,0,0,270
232.2752,-0.3984,-70.2578,0,0,0,270
232.2837,-0.3984,-70.2578,0,0,0,270
232.2936,-0.3984,-70.2578,0,0,0,270
232.3025,-0.3984,-70.2578,0,0,0,270
232.3122,-0.3984,-70.2578,0,0,0,270
232.3227,-0.3984,-70.2578,0,0,0,270
232.33,-0.3984,-70.2578,0,0,0,270
232.3404,-0.3984,-70.2578,0,0,0,270
232.3482,-0.3984,-70.2578,0,0,0,270
232.3596,-0.3984,-70.2578,0,0,0,270
232.3682,0.2575,-70.1485,0,0,0,270
232.3773,0.9785,-70.0283,0,0,0,270
232.3878,1.8196,-69.8361,0,0,0,270
232.3965,2.5098,-69.6636,0,0,0,270
232.4057,4.6917,-68.7566,0,0,0,270
232.4146,7.6502,-67.4549,0,0,0,270
232.4256,10.4434,-66.1087,0,0,0,270
232.4323,11.6427,-65.4425,0,0,0,270
232.4427,13.3893,-64.4484,0,0,0,270
232.4525,14.7665,-63.5958,0,0,0,270
232.4612,15.9594,-62.8229,0,0,0,270
232.472,17.3227,-61.6748,0,0,0,270
232.4793,18.245,-60.8982,0,0,0,270
232.4903,18.4652,-60.6225,0,0,0,270
232.4992,18.5834,-60.4452,0,0,0,270
232.509,18.5938,-60.3096,0,0,0,270
232.5163,18.5938,-60.2134,0,0,0,270
232.5283,18.3171,-60.0534,0,0,0,270
232.5363,18.0516,-59.9472,0,0,0,270
232.5452,15.6245,-59.52,0,0,0,270
232.5558,10.92,-58.7476,0,0,0,270
232.5649,7.2352,-58.1436,0,0,0,270
232.5745,3.7452,-57.5725,0,0,0,270
232.5825,0.9272,-57.059,0,0,0,270
232.5922,-2.1563,-56.3524,0,0,0,270
232.5998,-4.588,-55.7951,0,0,0,270
232.6102,-9.1434,-52.1036,0,0,0,270
232.6186,-12.7913,-49.119,0,0,0,270
232.6289,-14.4779,-46.3636,0,0,0,270
232.6393,-15.7172,-43.7473,0,0,0,270
232.6475,-16.9493,-37.5409,0,0,0,270
232.6567,-18.3613,-30.1127,0,0,0,270
232.6653,-18.8949,-24.6118,0,0,0,270
232.675,-18.9592,-19.4045,0,0,0,270
232.6841,-18.8555,-14.6026,0,0,0,270
232.6936,-18.5419,-9.7101,0,0,0,270
232.7014,-18.196,-5.0249,0,0,0,270
232.7124,-17.1745,5.4087,0,0,0,270
232.7225,-16.3199,13.6924,0,0,0,270
232.7298,-15.8834,16.8445,0,0,0,270
232.7406,-15.2318,21.4921,0,0,0,270
232.7489,-14.6259,25.0173,0,0,0,270
232.7586,-13.9156,29.1504,0,0,0,270
232.7672,-12.0037,35.1289,0,0,0,270
232.7775,-9.4094,42.8433,0,0,0,270
232.7865,-7.0087,48.6144,0,0,0,270
232.7959,-4.4452,54.2416,0,0,0,270
232.8063,-2.5251,58.3014,0,0,0,270
232.8136,-1.6076,60.1364,0,0,0,270
232.8239,-0.3054,62.6115,0,0,0,270
232.832,0.715,64.3837,0,0,0,270
232.8421,2.1042,66.7561,0,0,0,270
232.8508,3.6682,69.3047,0,0,0,270
232.8608,5.328,72.0362,0,0,0,270
232.8686,5.4844,72.5575,0,0,0,270
232.8789,5.6892,73.24,0,0,0,270
232.8904,5.8493,73.9353,0,0,0,270
232.8991,5.9643,74.4526,0,0,0,270
