time,pos_x,pos_y,pressure
78230.07,1.090679,-70.33588,0.3919844
78230.08,1.051504,-70.33588,0.3919844
78230.09,1.051504,-70.33588,0.3910069
78230.1,1.051504,-70.33588,0.3880743
78230.11,1.023524,-70.33588,0.3880743
78230.13,1.023524,-70.33588,0.3870968
78230.13,1.023524,-70.33588,0.3841642
78230.14,1.023524,-70.33588,0.3831867
78230.15,1.023524,-70.33588,0.3831867
78230.16,1.023524,-70.33588,0.3831867
78230.17,0.9899423,-70.33588,0.3831867
78230.18,0.9619628,-70.33588,0.3841642
78230.2,0.9339786,-70.33588,0.3831867
78230.2,0.9339786,-70.33588,0.3841642
78230.21,0.9339786,-70.33588,0.3841642
78230.22,0.9339786,-70.33588,0.3831867
78230.23,0.9339786,-70.33588,0.3831867
78230.24,0.9339786,-70.33588,0.3822092
78230.25,0.9339786,-70.33588,0.3802541
78230.27,0.9339786,-70.33588,0.3802541
78230.27,0.9339786,-70.33588,0.3802541
78230.28,0.9339786,-70.33588,0.3792766
78230.29,0.9339786,-70.33588,0.3792766
78230.3,0.9339786,-70.37126,0.3792766
78230.31,0.9339786,-70.37126,0.3782991
78230.32,0.9619628,-70.40663,0.3773216
78230.33,0.9619628,-70.40663,0.3773216
78230.34,0.9619628,-70.40663,0.3773216
78230.35,0.9619628,-70.40663,0.3773216
78230.36,0.9339786,-70.40663,0.3773216
78230.38,0.9004014,-70.40663,0.3792766
78230.38,0.8724171,-70.42432,0.3792766
78230.39,0.8724171,-70.42432,0.3812317
78230.4,0.833242,-70.45969,0.3822092
78230.41,0.8052626,-70.45969,0.3831867
78230.42,0.7548967,-70.45969,0.3841642
78230.43,0.6541601,-70.40663,0.3851417
78230.45,0.5030577,-70.3182,0.3880743
78230.45,0.2959867,-70.15902,0.3919844
78230.46,0.1784615,-70.03522,0.3929619
78230.47,-0.3140209,-69.41617,0.4017595
78230.48,-0.7113694,-68.76175,0.4105572
78230.49,-1.136697,-67.80666,0.4183773
78230.5,-1.595603,-66.46246,0.42522
78230.52,-2.054508,-64.65839,0.4349951
78230.52,-2.530206,-62.37678,0.4428152
78230.53,-3.067461,-59.65299,0.4477028
78230.54,-3.632701,-56.50472,0.4516129
78230.55,-4.270693,-52.93196,0.4525904
78230.56,-4.886298,-49.02315,0.453568
78230.57,-5.423553,-44.68986,0.455523
78230.58,-5.854479,-39.94976,0.457478
78230.59,-6.190261,-34.83825,0.457478
78230.6,-6.470085,-29.30224,0.459433
78230.61,-6.660362,-23.46556,0.4613881
78230.63,-6.766697,-17.55813,0.4613881
78230.63,-6.766697,-11.68608,0.4623656
78230.64,-6.699537,-5.814018,0.4633431
78230.65,-6.570821,-0.03039742,0.4633431
78230.66,-6.402925,5.788593,0.4643206
78230.67,-6.151086,11.6076,0.4643206
78230.68,-5.843284,17.37352,0.4643206
78230.7,-5.462729,22.90954,0.4652981
78230.7,-5.065385,28.09179,0.4643206
78230.71,-4.707211,32.79652,0.4584555
78230.72,-4.438584,36.95295,0.4525904
78230.73,-4.209131,40.5257,0.4428152
78230.74,-3.99087,43.83315,0.4310851
78230.75,-3.716644,46.92837,0.4222874
78230.77,-3.364069,49.81134,0.4154448
78230.77,-3.039477,52.58818,0.4115347
78230.78,-2.787638,55.13509,0.4086021
78230.79,-2.608556,57.38133,0.4037146
78230.8,-2.479836,59.22076,0.396872
78230.81,-2.451856,60.63572,0.3900293
78230.82,-2.451856,61.73231,0.3812317
78230.83,-2.50782,62.65203,0.368524
78230.85,-2.463047,64.10236,0.344086
78230.85,-2.463047,64.10236,0.344086
78230.86,-2.311944,64.70371,0.3323558
78230.88,-2.132858,65.37582,0.3225806
78230.88,-1.964967,65.97717,0.3147605
78230.89,-1.813864,66.4901,0.3069404
78230.9,-1.696339,66.82614,0.3010753
78230.91,-1.584412,67.00302,0.2952102
78230.92,-1.494866,67.09145,0.2893451
78230.93,-1.394129,67.12682,0.2844575
78230.95,-1.248625,67.1622,0.2815249
78230.95,-1.007976,67.25063,0.2805474
78230.96,-0.7001737,67.46288,0.2785924
78230.97,-0.2692528,67.79893,0.2785924
78230.98,0.2176366,68.25878,0.2766373
78230.99,0.6821396,68.71865,0.2776149
78231,1.012329,69.12545,0.2776149
78231.02,1.180225,69.37306,0.2766373
78231.02,1.2194,69.51456,0.2785924
78231.03,1.252977,69.54993,0.2766373
78231.04,1.252977,69.54993,0.2766373
78231.05,1.2194,69.54993,0.2776149
78231.06,1.180225,69.51456,0.2766373
78231.07,1.15224,69.51456,0.2766373
78231.08,1.124256,69.51456,0.2785924
78231.09,1.124256,69.47917,0.2785924
78231.1,1.124256,69.47917,0.2776149
78231.11,1.090679,69.47917,0.2776149
78231.13,1.090679,69.47917,0.2756598
78231.13,1.090679,69.47917,0.2727273
78231.14,1.090679,69.47917,0.2707722
78231.15,1.090679,69.47917,0.2668622
78231.16,1.090679,69.47917,0.2639296
78231.17,1.090679,69.47917,0.2639296
78231.18,1.090679,69.47917,0.2639296
78231.2,1.090679,69.47917,0.2629521
78231.2,1.062699,69.47917,0.2629521
78231.21,1.062699,69.47917,0.2609971
78231.22,1.062699,69.47917,0.259042
78231.23,1.062699,69.47917,0.2541544
78231.24,1.062699,69.47917,0.2531769
78231.25,1.062699,69.47917,0.2512219
78231.27,1.062699,69.47917,0.2512219
78231.27,1.034715,69.54993,0.2521994
78231.28,0.9899423,69.54993,0.2512219
78231.29,0.9619628,69.56761,0.2521994
78231.3,0.9339786,69.60298,0.2521994
78231.31,0.8948035,69.60298,0.2512219
78231.32,0.8556284,69.60298,0.2492669
78231.33,0.8220512,69.60298,0.2482893
78231.34,0.8220512,69.60298,0.2482893
78231.35,0.8220512,69.60298,0.2463343
78231.36,0.8220512,69.60298,0.2463343
78231.38,0.794067,69.60298,0.2453568
78231.38,0.7548967,69.60298,0.2443793
78231.39,0.7548967,69.60298,0.2443793
78231.4,0.704526,69.60298,0.2434018
78231.41,0.6541601,69.60298,0.2424242
78231.42,0.5870008,69.56761,0.2434018
78231.43,0.5534235,69.56761,0.2434018
78231.45,0.5534235,69.56761,0.2424242
78231.45,0.5534235,69.56761,0.2424242
78231.46,0.5534235,69.56761,0.2414467
78231.47,0.5534235,69.56761,0.2414467
78231.48,0.5254393,69.56761,0.2414467
78231.49,0.5254393,69.53224,0.2414467
78231.5,0.4974599,69.53224,0.2394917
78231.52,0.4638826,69.51456,0.2394917
78231.52,0.4638826,69.47917,0.2394917
78231.53,0.4358984,69.47917,0.2385142
78231.54,0.4358984,69.47917,0.2385142
78231.55,0.4358984,69.47917,0.2394917
78231.56,0.4358984,69.47917,0.2385142
78231.57,0.4358984,69.47917,0.2394917
78231.58,0.4358984,69.47917,0.2385142
78231.59,0.4358984,69.4438,0.2365591
78231.6,0.4358984,69.4438,0.2375367
78231.61,0.4079141,69.40843,0.2365591
78231.63,0.4079141,69.37306,0.2355816
78231.63,0.3743368,69.32,0.2365591
78231.64,0.323971,69.24925,0.2355816
78231.65,0.2568116,69.16082,0.2355816
78231.66,0.1672707,69.07238,0.2365591
78231.67,0.09451839,68.98396,0.2365591
78231.68,0.01616825,68.86015,0.2355816
78231.7,-0.1125526,68.61253,0.2355816
78231.7,-0.3196187,68.11729,0.2355816
78231.71,-0.6609987,67.17989,0.2365591
78231.72,-1.147888,65.71187,0.2424242
78231.73,-1.735514,63.6425,0.2531769
78231.74,-2.451856,61.11327,0.2668622
78231.75,-3.336089,58.21262,0.2864125
78231.77,-4.343445,55.04665,0.3079179
78231.77,-5.384378,51.40316,0.3323558
78231.78,-6.380544,47.44129,0.3616813
78231.79,-7.393493,42.96649,0.3851417
78231.8,-8.529565,37.90804,0.4017595
78231.81,-9.716008,32.35435,0.4125122
78231.82,-10.91924,26.32311,0.4173998
78231.83,-12.15045,20.09731,0.4213099
78231.84,-13.27533,13.78308,0.42522
78231.85,-14.37783,7.628033,0.427175
78231.86,-15.33482,1.455299,0.4301075
78231.88,-16.31979,-4.770489,0.4340176
78231.88,-17.36631,-11.08472,0.4369501
78231.89,-18.42963,-17.41664,0.4398827
78231.9,-19.37543,-23.71318,0.4437928
78231.91,-20.27085,-29.83285,0.4477028
78231.92,-21.20546,-35.5811,0.4486803
78231.93,-22.12887,-40.90486,0.4516129
78231.95,-22.97952,-45.82183,0.455523
78231.95,-23.68468,-50.34967,0.4613881
78231.96,-24.36744,-54.59453,0.4711632
78231.97,-25.09497,-58.62715,0.4799609
78231.98,-25.84489,-62.4829,0.4848485
78231.99,-26.51646,-66.10872,0.4887586
78232,-27.12647,-69.2393,0.4916911
78232.02,-27.58538,-71.82159,0.4936461
78232.02,-27.98273,-73.82021,0.4975562
78232.03,-28.3297,-75.34129,0.4985337
78232.04,-28.63751,-76.56168,0.4995112
