timestamp,log_type,message
19.86884,Log,Setting start & targets for example
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Setting start & targets for practice
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Setting start & targets for baseline
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Setting start & targets for negToPos
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Setting start & targets for posToNeg
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Setting start & targets for random
19.86884,Log,Start color randomised
19.86884,Log,Start sprite randomised
19.86884,Log,Target colors randomised
19.86884,Log,Target sprites randomised
19.86884,Log,Order of blocks:
19.86884,Log,NegToPos
19.86884,Log,Random
19.86884,Log,PosToNeg
19.86884,Log,Sampling Interval: 10
19.86884,Log,obstacles: 2
19.86884,Log,Preparing trial number: 1
29.86545,Log,New State: Preparation
29.86545,Log,GAMEBOARD SET TO: PREPARATION
29.86545,Log,Destroying targets
29.86545,Log,Creating targets
132.44,Log,New State: Waiting
132.9863,Log,New State: Started
132.9863,Log,GAMEBOARD SET TO: PARTONESTART
133.83,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
134.33,Log,GAMEBOARD SET TO: PARTONEFINISH
134.6597,Log,New State: MiddleStarted
134.6597,Log,GAMEBOARD SET TO: PARTTWOSTART
135.34,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
135.67,Log,New State: Finished
135.67,Log,Correct
135.67,Log,GAMEBOARD SET TO: PARTTWOFINISH
136.6705,Log,Preparing trial number: 2
136.6705,Log,New State: Preparation
136.6705,Log,GAMEBOARD SET TO: PREPARATION
136.6705,Log,Destroying targets
136.6705,Log,Creating targets
137.76,Log,New State: Waiting
138.0689,Log,New State: Started
138.0689,Log,GAMEBOARD SET TO: PARTONESTART
138.74,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
139.14,Log,GAMEBOARD SET TO: PARTONEFINISH
139.6723,Log,New State: MiddleStarted
139.6723,Log,GAMEBOARD SET TO: PARTTWOSTART
140.05,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
140.38,Log,New State: Finished
140.38,Log,Correct
140.38,Log,GAMEBOARD SET TO: PARTTWOFINISH
141.3842,Log,Preparing trial number: 3
141.3842,Log,New State: Preparation
141.3842,Log,GAMEBOARD SET TO: PREPARATION
141.3842,Log,Destroying targets
141.3842,Log,Creating targets
144.63,Log,New State: Waiting
145.0656,Log,New State: Started
145.0656,Log,GAMEBOARD SET TO: PARTONESTART
145.83,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
146.32,Log,GAMEBOARD SET TO: PARTONEFINISH
146.7556,Log,New State: MiddleStarted
146.7556,Log,GAMEBOARD SET TO: PARTTWOSTART
147.21,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
147.58,Log,New State: Finished
147.58,Log,Correct
147.58,Log,GAMEBOARD SET TO: PARTTWOFINISH
148.5841,Log,Preparing trial number: 4
148.5841,Log,New State: Preparation
148.5841,Log,GAMEBOARD SET TO: PREPARATION
148.5841,Log,Destroying targets
148.5841,Log,Creating targets
152.05,Log,New State: Waiting
152.3985,Log,New State: Started
152.3985,Log,GAMEBOARD SET TO: PARTONESTART
153.3,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
153.9031,Log,New State: Finished
153.9031,Log,Failed: TimeoutStartMoved object: VisualPointer
153.9031,Log,GAMEBOARD SET TO: PARTTWOFINISH
154.9058,Log,Preparing trial number: 5
164.9061,Log,New State: Preparation
164.9061,Log,GAMEBOARD SET TO: PREPARATION
164.9061,Log,Destroying targets
164.9061,Log,Creating targets
174.1,Log,New State: Waiting
174.6514,Log,New State: Started
174.6514,Log,GAMEBOARD SET TO: PARTONESTART
175.45,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
175.98,Log,GAMEBOARD SET TO: PARTONEFINISH
176.4512,Log,New State: MiddleStarted
176.4512,Log,GAMEBOARD SET TO: PARTTWOSTART
176.88,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
177.41,Log,New State: Finished
177.41,Log,Correct
177.41,Log,GAMEBOARD SET TO: PARTTWOFINISH
178.4184,Log,Preparing trial number: 6
180.4185,Log,New State: Preparation
180.4185,Log,GAMEBOARD SET TO: PREPARATION
180.4185,Log,Destroying targets
180.4185,Log,Creating targets
181.98,Log,New State: Waiting
182.4301,Log,New State: Started
182.4301,Log,GAMEBOARD SET TO: PARTONESTART
183.09,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
183.58,Log,GAMEBOARD SET TO: PARTONEFINISH
184.1114,Log,New State: MiddleStarted
184.1114,Log,GAMEBOARD SET TO: PARTTWOSTART
184.55,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
185,Log,New State: Finished
185,Log,Correct
185,Log,GAMEBOARD SET TO: PARTTWOFINISH
186.0024,Log,Preparing trial number: 7
188.0033,Log,New State: Preparation
188.0033,Log,GAMEBOARD SET TO: PREPARATION
188.0033,Log,Destroying targets
188.0033,Log,Creating targets
190.11,Log,New State: Waiting
190.5211,Log,New State: Started
190.5211,Log,GAMEBOARD SET TO: PARTONESTART
191.16,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
191.63,Log,GAMEBOARD SET TO: PARTONEFINISH
191.9593,Log,New State: MiddleStarted
191.9593,Log,GAMEBOARD SET TO: PARTTWOSTART
192.44,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
192.89,Log,New State: Finished
192.89,Log,Correct
192.89,Log,GAMEBOARD SET TO: PARTTWOFINISH
193.8969,Log,Preparing trial number: 8
195.8967,Log,New State: Preparation
195.8967,Log,GAMEBOARD SET TO: PREPARATION
195.8967,Log,Destroying targets
195.8967,Log,Creating targets
196.6,Log,New State: Waiting
196.9115,Log,New State: Started
196.9115,Log,GAMEBOARD SET TO: PARTONESTART
197.53,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
197.93,Log,GAMEBOARD SET TO: PARTONEFINISH
198.3559,Log,New State: MiddleStarted
198.3559,Log,GAMEBOARD SET TO: PARTTWOSTART
198.8,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
199.25,Log,New State: Finished
199.25,Log,Correct
199.25,Log,GAMEBOARD SET TO: PARTTWOFINISH
200.2525,Log,Preparing trial number: 9
202.2568,Log,New State: Preparation
202.2568,Log,GAMEBOARD SET TO: PREPARATION
202.2568,Log,Destroying targets
202.2568,Log,Creating targets
203.05,Log,New State: Waiting
203.4939,Log,New State: Started
203.4939,Log,GAMEBOARD SET TO: PARTONESTART
203.96,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
204.33,Log,GAMEBOARD SET TO: PARTONEFINISH
204.8056,Log,New State: MiddleStarted
204.8056,Log,GAMEBOARD SET TO: PARTTWOSTART
205.21,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
205.54,Log,New State: Finished
205.54,Log,Correct
205.54,Log,GAMEBOARD SET TO: PARTTWOFINISH
206.541,Log,Preparing trial number: 10
208.5456,Log,New State: Preparation
208.5456,Log,GAMEBOARD SET TO: PREPARATION
208.5456,Log,Destroying targets
208.5456,Log,Creating targets
209.46,Log,New State: Waiting
209.983,Log,New State: Started
209.983,Log,GAMEBOARD SET TO: PARTONESTART
210.42,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
210.86,Log,GAMEBOARD SET TO: PARTONEFINISH
211.2707,Log,New State: MiddleStarted
211.2707,Log,GAMEBOARD SET TO: PARTTWOSTART
211.65,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
212,Log,New State: Finished
212,Log,Correct
212,Log,GAMEBOARD SET TO: PARTTWOFINISH
213.0085,Log,Preparing trial number: 11
223.0037,Log,New State: Preparation
223.0037,Log,GAMEBOARD SET TO: PREPARATION
223.0037,Log,Destroying targets
223.0037,Log,Creating targets
224.41,Log,New State: Waiting
224.7439,Log,New State: Started
224.7439,Log,GAMEBOARD SET TO: PARTONESTART
225.29,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
225.65,Log,GAMEBOARD SET TO: PARTONEFINISH
226.0941,Log,New State: MiddleStarted
226.0941,Log,GAMEBOARD SET TO: PARTTWOSTART
226.51,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
226.97,Log,New State: Finished
226.97,Log,Correct
226.97,Log,GAMEBOARD SET TO: PARTTWOFINISH
227.9782,Log,Preparing trial number: 12
237.9713,Log,New State: Preparation
237.9713,Log,GAMEBOARD SET TO: PREPARATION
237.9713,Log,Destroying targets
237.9713,Log,Creating targets
241.51,Log,New State: Waiting
241.9496,Log,New State: Started
241.9496,Log,GAMEBOARD SET TO: PARTONESTART
242.64,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
243.09,Log,GAMEBOARD SET TO: PARTONEFINISH
243.6819,Log,New State: MiddleStarted
243.6819,Log,GAMEBOARD SET TO: PARTTWOSTART
244.06,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
244.4,Log,New State: Finished
244.4,Log,Correct
244.4,Log,GAMEBOARD SET TO: PARTTWOFINISH
245.4046,Log,Preparing trial number: 13
245.4046,Log,New State: Preparation
245.4046,Log,GAMEBOARD SET TO: PREPARATION
245.4046,Log,Destroying targets
245.4046,Log,Creating targets
246.64,Log,New State: Waiting
247.0446,Log,New State: Started
247.0446,Log,GAMEBOARD SET TO: PARTONESTART
247.65,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
247.99,Log,GAMEBOARD SET TO: PARTONEFINISH
248.509,Log,New State: MiddleStarted
248.509,Log,GAMEBOARD SET TO: PARTTWOSTART
248.9,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
249.25,Log,New State: Finished
249.25,Log,Correct
249.25,Log,GAMEBOARD SET TO: PARTTWOFINISH
250.2572,Log,Preparing trial number: 14
250.2572,Log,New State: Preparation
250.2572,Log,GAMEBOARD SET TO: PREPARATION
250.2572,Log,Destroying targets
250.2572,Log,Creating targets
251,Log,New State: Waiting
251.4337,Log,New State: Started
251.4337,Log,GAMEBOARD SET TO: PARTONESTART
251.96,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
252.35,Log,GAMEBOARD SET TO: PARTONEFINISH
252.7138,Log,New State: MiddleStarted
252.7138,Log,GAMEBOARD SET TO: PARTTWOSTART
253.07,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
253.45,Log,New State: Finished
253.45,Log,Correct
253.45,Log,GAMEBOARD SET TO: PARTTWOFINISH
254.4507,Log,Preparing trial number: 15
254.4507,Log,New State: Preparation
254.4507,Log,GAMEBOARD SET TO: PREPARATION
254.4507,Log,Destroying targets
254.4507,Log,Creating targets
255.89,Log,New State: Waiting
256.2183,Log,New State: Started
256.2183,Log,GAMEBOARD SET TO: PARTONESTART
256.82,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
257.14,Log,GAMEBOARD SET TO: PARTONEFINISH
257.7361,Log,New State: MiddleStarted
257.7361,Log,GAMEBOARD SET TO: PARTTWOSTART
258.08,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
258.49,Log,New State: Finished
258.49,Log,Correct
258.49,Log,GAMEBOARD SET TO: PARTTWOFINISH
259.4929,Log,Preparing trial number: 16
259.4929,Log,New State: Preparation
259.4929,Log,GAMEBOARD SET TO: PREPARATION
259.4929,Log,Destroying targets
259.4929,Log,Creating targets
260.34,Log,New State: Waiting
260.8902,Log,New State: Started
260.8902,Log,GAMEBOARD SET TO: PARTONESTART
261.39,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
261.93,Log,GAMEBOARD SET TO: PARTONEFINISH
262.3849,Log,New State: MiddleStarted
262.3849,Log,GAMEBOARD SET TO: PARTTWOSTART
262.73,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
263.51,Log,New State: Finished
263.51,Log,Incorrect
263.51,Log,GAMEBOARD SET TO: PARTTWOFINISH
264.5155,Log,Preparing trial number: 17
264.5155,Log,New State: Preparation
264.5155,Log,GAMEBOARD SET TO: PREPARATION
264.5155,Log,Destroying targets
264.5155,Log,Creating targets
265.56,Log,New State: Waiting
265.8871,Log,New State: Started
265.8871,Log,GAMEBOARD SET TO: PARTONESTART
266.45,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
266.94,Log,GAMEBOARD SET TO: PARTONEFINISH
267.3166,Log,New State: MiddleStarted
267.3166,Log,GAMEBOARD SET TO: PARTTWOSTART
267.7,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
268.1,Log,New State: Finished
268.1,Log,Correct
268.1,Log,GAMEBOARD SET TO: PARTTWOFINISH
269.1014,Log,Preparing trial number: 18
269.1014,Log,New State: Preparation
269.1014,Log,GAMEBOARD SET TO: PREPARATION
269.1014,Log,Destroying targets
269.1014,Log,Creating targets
269.82,Log,New State: Waiting
270.241,Log,New State: Started
270.241,Log,GAMEBOARD SET TO: PARTONESTART
270.77,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
271.27,Log,GAMEBOARD SET TO: PARTONEFINISH
271.8654,Log,New State: MiddleStarted
271.8654,Log,GAMEBOARD SET TO: PARTTWOSTART
272.11,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
272.58,Log,New State: Finished
272.58,Log,Correct
272.58,Log,GAMEBOARD SET TO: PARTTWOFINISH
273.5837,Log,Preparing trial number: 19
273.5837,Log,New State: Preparation
273.5837,Log,GAMEBOARD SET TO: PREPARATION
273.5837,Log,Destroying targets
273.5837,Log,Creating targets
274.71,Log,New State: Waiting
275.2181,Log,New State: Started
275.2181,Log,GAMEBOARD SET TO: PARTONESTART
275.81,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
276.37,Log,GAMEBOARD SET TO: PARTONEFINISH
276.9275,Log,New State: MiddleStarted
276.9275,Log,GAMEBOARD SET TO: PARTTWOSTART
277.31,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
277.69,Log,New State: Finished
277.69,Log,Correct
277.69,Log,GAMEBOARD SET TO: PARTTWOFINISH
278.6902,Log,Preparing trial number: 20
278.6902,Log,New State: Preparation
278.6902,Log,GAMEBOARD SET TO: PREPARATION
278.6902,Log,Destroying targets
278.6902,Log,Creating targets
279.17,Log,New State: Waiting
279.6228,Log,New State: Started
279.6228,Log,GAMEBOARD SET TO: PARTONESTART
280.16,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
280.68,Log,GAMEBOARD SET TO: PARTONEFINISH
281.1102,Log,New State: MiddleStarted
281.1102,Log,GAMEBOARD SET TO: PARTTWOSTART
281.55,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
281.89,Log,New State: Finished
281.89,Log,Correct
281.89,Log,GAMEBOARD SET TO: PARTTWOFINISH
282.8979,Log,Preparing trial number: 21
282.8979,Log,New State: Preparation
282.8979,Log,GAMEBOARD SET TO: PREPARATION
282.8979,Log,Destroying targets
282.8979,Log,Creating targets
283.53,Log,New State: Waiting
283.9051,Log,New State: Started
283.9051,Log,GAMEBOARD SET TO: PARTONESTART
284.54,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
285.07,Log,GAMEBOARD SET TO: PARTONEFINISH
285.6379,Log,New State: MiddleStarted
285.6379,Log,GAMEBOARD SET TO: PARTTWOSTART
285.93,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
286.37,Log,New State: Finished
286.37,Log,Correct
286.37,Log,GAMEBOARD SET TO: PARTTWOFINISH
287.3749,Log,Preparing trial number: 22
287.3749,Log,New State: Preparation
287.3749,Log,GAMEBOARD SET TO: PREPARATION
287.3749,Log,Destroying targets
287.3749,Log,Creating targets
288.08,Log,New State: Waiting
288.6223,Log,New State: Started
288.6223,Log,GAMEBOARD SET TO: PARTONESTART
289.23,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
289.66,Log,GAMEBOARD SET TO: PARTONEFINISH
290.0212,Log,New State: MiddleStarted
290.0212,Log,GAMEBOARD SET TO: PARTTWOSTART
290.49,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
290.97,Log,New State: Finished
290.97,Log,Correct
290.97,Log,GAMEBOARD SET TO: PARTTWOFINISH
291.9736,Log,Preparing trial number: 23
291.9736,Log,New State: Preparation
291.9736,Log,GAMEBOARD SET TO: PREPARATION
291.9736,Log,Destroying targets
291.9736,Log,Creating targets
293.04,Log,New State: Waiting
293.4541,Log,New State: Started
293.4541,Log,GAMEBOARD SET TO: PARTONESTART
293.91,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
294.27,Log,GAMEBOARD SET TO: PARTONEFINISH
294.7589,Log,New State: MiddleStarted
294.7589,Log,GAMEBOARD SET TO: PARTTWOSTART
295.08,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
295.5,Log,New State: Finished
295.5,Log,Correct
295.5,Log,GAMEBOARD SET TO: PARTTWOFINISH
296.5061,Log,Preparing trial number: 24
296.5061,Log,New State: Preparation
296.5061,Log,GAMEBOARD SET TO: PREPARATION
296.5061,Log,Destroying targets
296.5061,Log,Creating targets
297.34,Log,New State: Waiting
297.9413,Log,New State: Started
297.9413,Log,GAMEBOARD SET TO: PARTONESTART
298.5,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
299.02,Log,GAMEBOARD SET TO: PARTONEFINISH
299.5459,Log,New State: MiddleStarted
299.5459,Log,GAMEBOARD SET TO: PARTTWOSTART
299.94,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
300.29,Log,New State: Finished
300.29,Log,Correct
300.29,Log,GAMEBOARD SET TO: PARTTWOFINISH
301.2927,Log,Preparing trial number: 25
301.2927,Log,New State: Preparation
301.2927,Log,GAMEBOARD SET TO: PREPARATION
301.2927,Log,Destroying targets
301.2927,Log,Creating targets
302.65,Log,New State: Waiting
303.0901,Log,New State: Started
303.0901,Log,GAMEBOARD SET TO: PARTONESTART
303.56,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
303.9,Log,GAMEBOARD SET TO: PARTONEFINISH
304.2751,Log,New State: MiddleStarted
304.2751,Log,GAMEBOARD SET TO: PARTTWOSTART
