experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718095152,1,21,4,10,283.9051,286.37,NegToPos,-0.3214286,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectNeg1,,284.54,285.07,285.93,0.3676747,0.561844,10,High/P_180718095152/S001/visual_pointer_movement_T021.csv,High/P_180718095152/S001/collision_pointer_movement_T021.csv,High/P_180718095152/S001/tablet_pixels_T021.csv
High,P_180718095152,1,22,4,11,288.6223,290.97,NegToPos,-0.2571428,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectNeg1,,289.23,289.66,290.49,0.5396225,0.3583202,11,High/P_180718095152/S001/visual_pointer_movement_T022.csv,High/P_180718095152/S001/collision_pointer_movement_T022.csv,High/P_180718095152/S001/tablet_pixels_T022.csv
High,P_180718095152,1,23,4,12,293.4541,295.5,NegToPos,-0.1928571,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,293.91,294.27,295.08,0.409539,0.4807248,12,High/P_180718095152/S001/visual_pointer_movement_T023.csv,High/P_180718095152/S001/collision_pointer_movement_T023.csv,High/P_180718095152/S001/tablet_pixels_T023.csv
High,P_180718095152,1,24,4,13,297.9413,300.29,NegToPos,-0.1285714,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectNeg1,,298.5,299.02,299.94,0.5923302,0.5210086,13,High/P_180718095152/S001/visual_pointer_movement_T024.csv,High/P_180718095152/S001/collision_pointer_movement_T024.csv,High/P_180718095152/S001/tablet_pixels_T024.csv
High,P_180718095152,1,25,4,14,303.0901,305.07,NegToPos,-0.06428571,FF00FF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectNeg1,,303.56,303.9,304.72,0.4353853,0.3668219,14,High/P_180718095152/S001/visual_pointer_movement_T025.csv,High/P_180718095152/S001/collision_pointer_movement_T025.csv,High/P_180718095152/S001/tablet_pixels_T025.csv
High,P_180718095152,1,26,4,15,307.0393,309.01,NegToPos,0,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,307.52,307.85,308.64,0.3384944,0.3516701,15,High/P_180718095152/S001/visual_pointer_movement_T026.csv,High/P_180718095152/S001/collision_pointer_movement_T026.csv,High/P_180718095152/S001/tablet_pixels_T026.csv
High,P_180718095152,1,27,4,16,311.3109,313.4,NegToPos,0.06428571,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectNeg1,,311.85,312.18,313.01,0.5828925,0.4540493,16,High/P_180718095152/S001/visual_pointer_movement_T027.csv,High/P_180718095152/S001/collision_pointer_movement_T027.csv,High/P_180718095152/S001/tablet_pixels_T027.csv
High,P_180718095152,1,28,4,17,315.6891,317.99,NegToPos,0.1285714,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectNeg1,,316.17,316.53,317.42,0.5248302,0.4535773,17,High/P_180718095152/S001/visual_pointer_movement_T028.csv,High/P_180718095152/S001/collision_pointer_movement_T028.csv,High/P_180718095152/S001/tablet_pixels_T028.csv
High,P_180718095152,1,29,4,18,320.8429,323.25,NegToPos,0.1928571,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectNeg1,,321.54,321.93,322.85,0.5871443,0.5627409,18,High/P_180718095152/S001/visual_pointer_movement_T029.csv,High/P_180718095152/S001/collision_pointer_movement_T029.csv,High/P_180718095152/S001/tablet_pixels_T029.csv
High,P_180718095152,1,30,4,19,325.3409,327.66,NegToPos,0.2571428,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectPos0|DetectPos1,,325.92,326.36,327.28,0.3828583,0.5169908,19,High/P_180718095152/S001/visual_pointer_movement_T030.csv,High/P_180718095152/S001/collision_pointer_movement_T030.csv,High/P_180718095152/S001/tablet_pixels_T030.csv
High,P_180718095152,1,31,4,20,329.8037,331.84,NegToPos,0.3214286,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectNeg1,,330.27,330.74,331.47,0.5064365,0.3213636,20,High/P_180718095152/S001/visual_pointer_movement_T031.csv,High/P_180718095152/S001/collision_pointer_movement_T031.csv,High/P_180718095152/S001/tablet_pixels_T031.csv
High,P_180718095152,1,32,4,21,333.9994,336.15,NegToPos,0.3857143,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectNeg1,,334.49,334.88,335.67,0.5473186,0.5860488,21,High/P_180718095152/S001/visual_pointer_movement_T032.csv,High/P_180718095152/S001/collision_pointer_movement_T032.csv,High/P_180718095152/S001/tablet_pixels_T032.csv
High,P_180718095152,1,33,4,22,338.3338,339.21,NegToPos,0.45,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectNeg1,IntermediateCircle,338.76,339.15,,0.4781614,,,High/P_180718095152/S001/visual_pointer_movement_T033.csv,High/P_180718095152/S001/collision_pointer_movement_T033.csv,High/P_180718095152/S001/tablet_pixels_T033.csv
High,P_180718095152,1,34,4,23,341.5675,343.95,NegToPos,0.5142857,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,342.28,342.68,343.5,0.4113006,0.3497797,22,High/P_180718095152/S001/visual_pointer_movement_T034.csv,High/P_180718095152/S001/collision_pointer_movement_T034.csv,High/P_180718095152/S001/tablet_pixels_T034.csv
High,P_180718095152,1,35,4,24,345.8595,348.06,NegToPos,0.5785714,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,346.34,346.76,347.63,0.3187795,0.4919726,23,High/P_180718095152/S001/visual_pointer_movement_T035.csv,High/P_180718095152/S001/collision_pointer_movement_T035.csv,High/P_180718095152/S001/tablet_pixels_T035.csv
High,P_180718095152,1,36,4,25,350.1038,352.06,NegToPos,0.6428571,FFFF00,CircleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,350.47,350.9,351.66,0.4601344,0.3492506,24,High/P_180718095152/S001/visual_pointer_movement_T036.csv,High/P_180718095152/S001/collision_pointer_movement_T036.csv,High/P_180718095152/S001/tablet_pixels_T036.csv
High,P_180718095152,1,37,4,26,354.0211,355.9,NegToPos,0.7071428,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,354.47,354.81,355.59,0.3969477,0.3411754,25,High/P_180718095152/S001/visual_pointer_movement_T037.csv,High/P_180718095152/S001/collision_pointer_movement_T037.csv,High/P_180718095152/S001/tablet_pixels_T037.csv
High,P_180718095152,1,38,4,27,358.149,360.07,NegToPos,0.7714285,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,358.6,358.95,359.71,0.5430276,0.3764944,26,High/P_180718095152/S001/visual_pointer_movement_T038.csv,High/P_180718095152/S001/collision_pointer_movement_T038.csv,High/P_180718095152/S001/tablet_pixels_T038.csv
High,P_180718095152,1,39,4,28,362.1783,363.97,NegToPos,0.8357143,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,362.58,362.93,363.63,0.491044,0.3168821,27,High/P_180718095152/S001/visual_pointer_movement_T039.csv,High/P_180718095152/S001/collision_pointer_movement_T039.csv,High/P_180718095152/S001/tablet_pixels_T039.csv
High,P_180718095152,1,40,4,29,366.048,367.94,NegToPos,0.9,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,366.45,366.79,367.52,0.4025803,0.4262435,28,High/P_180718095152/S001/visual_pointer_movement_T040.csv,High/P_180718095152/S001/collision_pointer_movement_T040.csv,High/P_180718095152/S001/tablet_pixels_T040.csv
High,P_180718095152,1,41,5,1,370.0699,371.93,Random,0.6428571,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,370.48,370.83,371.59,0.5115634,0.4410496,29,High/P_180718095152/S001/visual_pointer_movement_T041.csv,High/P_180718095152/S001/collision_pointer_movement_T041.csv,High/P_180718095152/S001/tablet_pixels_T041.csv
High,P_180718095152,1,42,5,2,373.8083,375.91,Random,0.3857143,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,374.25,374.72,375.43,0.3205512,0.501783,30,High/P_180718095152/S001/visual_pointer_movement_T042.csv,High/P_180718095152/S001/collision_pointer_movement_T042.csv,High/P_180718095152/S001/tablet_pixels_T042.csv
High,P_180718095152,1,43,5,3,377.8314,379.92,Random,-0.5142857,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,378.29,378.81,379.46,0.3829576,0.38943,31,High/P_180718095152/S001/visual_pointer_movement_T043.csv,High/P_180718095152/S001/collision_pointer_movement_T043.csv,High/P_180718095152/S001/tablet_pixels_T043.csv
High,P_180718095152,1,44,5,4,381.9063,384.18,Random,-0.2571428,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,382.35,382.93,383.84,0.4495969,0.5866503,32,High/P_180718095152/S001/visual_pointer_movement_T044.csv,High/P_180718095152/S001/collision_pointer_movement_T044.csv,High/P_180718095152/S001/tablet_pixels_T044.csv
High,P_180718095152,1,45,5,5,386.0192,388.01,Random,-0.5785714,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,386.55,386.96,387.67,0.3132221,0.3895605,33,High/P_180718095152/S001/visual_pointer_movement_T045.csv,High/P_180718095152/S001/collision_pointer_movement_T045.csv,High/P_180718095152/S001/tablet_pixels_T045.csv
High,P_180718095152,1,46,5,6,390.2517,392.44,Random,-0.3857143,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,390.7,391.2,392.03,0.5756418,0.4468248,34,High/P_180718095152/S001/visual_pointer_movement_T046.csv,High/P_180718095152/S001/collision_pointer_movement_T046.csv,High/P_180718095152/S001/tablet_pixels_T046.csv
High,P_180718095152,1,47,5,7,394.4556,396.46,Random,-0.1285714,FF00FF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectPos1,,394.87,395.31,396.17,0.5652415,0.4361652,35,High/P_180718095152/S001/visual_pointer_movement_T047.csv,High/P_180718095152/S001/collision_pointer_movement_T047.csv,High/P_180718095152/S001/tablet_pixels_T047.csv
High,P_180718095152,1,48,5,8,398.6056,400.75,Random,0.9,00FFFF,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,399.09,399.47,400.39,0.5876863,0.5976559,36,High/P_180718095152/S001/visual_pointer_movement_T048.csv,High/P_180718095152/S001/collision_pointer_movement_T048.csv,High/P_180718095152/S001/tablet_pixels_T048.csv
High,P_180718095152,1,49,5,9,402.6542,404.58,Random,-0.9,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,403.13,403.44,404.23,0.3628011,0.3251497,37,High/P_180718095152/S001/visual_pointer_movement_T049.csv,High/P_180718095152/S001/collision_pointer_movement_T049.csv,High/P_180718095152/S001/tablet_pixels_T049.csv
High,P_180718095152,1,50,5,10,406.5941,408.68,Random,-0.06428571,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectNeg1,,407.15,407.49,408.25,0.3413362,0.4665139,38,High/P_180718095152/S001/visual_pointer_movement_T050.csv,High/P_180718095152/S001/collision_pointer_movement_T050.csv,High/P_180718095152/S001/tablet_pixels_T050.csv
High,P_180718095152,1,51,5,11,410.6864,412.84,Random,0.1285714,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectPos1,,411.16,411.55,412.32,0.4419134,0.3644291,39,High/P_180718095152/S001/visual_pointer_movement_T051.csv,High/P_180718095152/S001/collision_pointer_movement_T051.csv,High/P_180718095152/S001/tablet_pixels_T051.csv
High,P_180718095152,1,52,5,12,415.278,417.19,Random,-0.7071428,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,415.75,416.05,416.79,0.4822149,0.5777951,40,High/P_180718095152/S001/visual_pointer_movement_T052.csv,High/P_180718095152/S001/collision_pointer_movement_T052.csv,High/P_180718095152/S001/tablet_pixels_T052.csv
High,P_180718095152,1,53,5,13,419.2921,421.17,Random,-0.8357143,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,419.75,420.1,420.75,0.4374188,0.3027764,41,High/P_180718095152/S001/visual_pointer_movement_T053.csv,High/P_180718095152/S001/collision_pointer_movement_T053.csv,High/P_180718095152/S001/tablet_pixels_T053.csv
High,P_180718095152,1,54,5,14,423.1292,424.94,Random,-0.6428571,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectPos1,,423.53,423.85,424.58,0.4000311,0.3573835,42,High/P_180718095152/S001/visual_pointer_movement_T054.csv,High/P_180718095152/S001/collision_pointer_movement_T054.csv,High/P_180718095152/S001/tablet_pixels_T054.csv
High,P_180718095152,1,55,5,15,426.9986,428.84,Random,0.7714285,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,427.45,427.79,428.46,0.5137671,0.3081311,43,High/P_180718095152/S001/visual_pointer_movement_T055.csv,High/P_180718095152/S001/collision_pointer_movement_T055.csv,High/P_180718095152/S001/tablet_pixels_T055.csv
High,P_180718095152,1,56,5,16,430.6459,432.49,Random,0.5142857,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectNeg1,,431.1,431.48,432.17,0.51562,0.3152094,44,High/P_180718095152/S001/visual_pointer_movement_T056.csv,High/P_180718095152/S001/collision_pointer_movement_T056.csv,High/P_180718095152/S001/tablet_pixels_T056.csv
High,P_180718095152,1,57,5,17,434.4815,436.57,Random,0.1928571,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectNeg1,,435.07,435.45,436.17,0.4604008,0.3065477,45,High/P_180718095152/S001/visual_pointer_movement_T057.csv,High/P_180718095152/S001/collision_pointer_movement_T057.csv,High/P_180718095152/S001/tablet_pixels_T057.csv
