experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719133143,1,1,1,1,51350.89,51351.27,Example,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,5,1,MouseLifted,,,,VisualPointer,51350.96,,,0.4494547,,,High/P_180719133143/S001/visual_pointer_movement_T001.csv,High/P_180719133143/S001/collision_pointer_movement_T001.csv,High/P_180719133143/S001/tablet_pixels_T001.csv
High,P_180719133143,1,2,1,2,51357.09,51362.61,Example,0,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,FFFF00,CircleTarget,DetectPos,,51358.61,51359.57,51361.71,0.3902872,0.4010022,1,High/P_180719133143/S001/visual_pointer_movement_T002.csv,High/P_180719133143/S001/collision_pointer_movement_T002.csv,High/P_180719133143/S001/tablet_pixels_T002.csv
High,P_180719133143,1,3,1,3,51366.93,51369.89,Example,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,FF00FF,SquareTarget,DetectPos,,51367.79,51368.51,51369.43,0.3335297,0.4153212,2,High/P_180719133143/S001/visual_pointer_movement_T003.csv,High/P_180719133143/S001/collision_pointer_movement_T003.csv,High/P_180719133143/S001/tablet_pixels_T003.csv
High,P_180719133143,1,4,1,4,51372.54,51374.26,Example,0,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.6,1,TimeoutStartMoved,,,DetectPos,VisualPointer,51373.66,,,0.5364296,,,High/P_180719133143/S001/visual_pointer_movement_T004.csv,High/P_180719133143/S001/collision_pointer_movement_T004.csv,High/P_180719133143/S001/tablet_pixels_T004.csv
High,P_180719133143,1,5,2,1,51386.65,51389.19,Practice,0,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FFFF00,CircleTarget,DetectPos,,51387.35,51387.83,51388.8,0.3902307,0.4486738,1,High/P_180719133143/S001/visual_pointer_movement_T005.csv,High/P_180719133143/S001/collision_pointer_movement_T005.csv,High/P_180719133143/S001/tablet_pixels_T005.csv
High,P_180719133143,1,6,2,2,51393.39,51395.64,Practice,0,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,51393.89,51394.38,51395.22,0.4752246,0.3410826,2,High/P_180719133143/S001/visual_pointer_movement_T006.csv,High/P_180719133143/S001/collision_pointer_movement_T006.csv,High/P_180719133143/S001/tablet_pixels_T006.csv
High,P_180719133143,1,7,2,3,51400.18,51402.55,Practice,0,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,TriangleTarget,DetectPos,,51400.78,51401.37,51402.18,0.3030681,0.3935151,3,High/P_180719133143/S001/visual_pointer_movement_T007.csv,High/P_180719133143/S001/collision_pointer_movement_T007.csv,High/P_180719133143/S001/tablet_pixels_T007.csv
High,P_180719133143,1,8,2,4,51406.95,51409.5,Practice,0,FFFF00,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,TriangleTarget,DetectPos,,51407.6,51407.97,51408.96,0.3128448,0.5385205,4,High/P_180719133143/S001/visual_pointer_movement_T008.csv,High/P_180719133143/S001/collision_pointer_movement_T008.csv,High/P_180719133143/S001/tablet_pixels_T008.csv
High,P_180719133143,1,9,2,5,51415.19,51417.22,Practice,0,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,TriangleTarget,DetectPos,,51415.7,51416.07,51416.92,0.3432323,0.4403423,5,High/P_180719133143/S001/visual_pointer_movement_T009.csv,High/P_180719133143/S001/collision_pointer_movement_T009.csv,High/P_180719133143/S001/tablet_pixels_T009.csv
High,P_180719133143,1,10,2,6,51421.3,51423.3,Practice,0,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,51421.85,51422.19,51422.98,0.3459132,0.4234268,6,High/P_180719133143/S001/visual_pointer_movement_T010.csv,High/P_180719133143/S001/collision_pointer_movement_T010.csv,High/P_180719133143/S001/tablet_pixels_T010.csv
High,P_180719133143,1,11,3,1,51435.76,51437.79,Baseline,0,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectPos,,51436.35,51436.7,51437.59,0.3192363,0.453998,1,High/P_180719133143/S001/visual_pointer_movement_T011.csv,High/P_180719133143/S001/collision_pointer_movement_T011.csv,High/P_180719133143/S001/tablet_pixels_T011.csv
High,P_180719133143,1,12,3,2,51442.44,51444.59,Baseline,0,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectPos,,51443.02,51443.35,51444.36,0.521754,0.5954907,2,High/P_180719133143/S001/visual_pointer_movement_T012.csv,High/P_180719133143/S001/collision_pointer_movement_T012.csv,High/P_180719133143/S001/tablet_pixels_T012.csv
High,P_180719133143,1,13,3,3,51448.5,51450.58,Baseline,0,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,51449.05,51449.36,51450.19,0.3823798,0.4452191,3,High/P_180719133143/S001/visual_pointer_movement_T013.csv,High/P_180719133143/S001/collision_pointer_movement_T013.csv,High/P_180719133143/S001/tablet_pixels_T013.csv
High,P_180719133143,1,14,3,4,51454.79,51456.73,Baseline,0,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,SquareTarget,DetectPos,,51455.27,51455.62,51456.31,0.400456,0.3021716,4,High/P_180719133143/S001/visual_pointer_movement_T014.csv,High/P_180719133143/S001/collision_pointer_movement_T014.csv,High/P_180719133143/S001/tablet_pixels_T014.csv
High,P_180719133143,1,15,3,5,51461.38,51463.58,Baseline,0,00FFFF,CircleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,TriangleTarget,DetectPos,,51461.87,51462.22,51463.24,0.3936716,0.5960536,5,High/P_180719133143/S001/visual_pointer_movement_T015.csv,High/P_180719133143/S001/collision_pointer_movement_T015.csv,High/P_180719133143/S001/tablet_pixels_T015.csv
High,P_180719133143,1,16,3,6,51468.34,51470.34,Baseline,0,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,00FFFF,CircleTarget,DetectPos,,51468.88,51469.2,51470,0.4727741,0.4520541,6,High/P_180719133143/S001/visual_pointer_movement_T016.csv,High/P_180719133143/S001/collision_pointer_movement_T016.csv,High/P_180719133143/S001/tablet_pixels_T016.csv
High,P_180719133143,1,17,3,7,51474.59,51476.35,Baseline,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,51475.07,51475.41,51476.12,0.4021108,0.3447883,7,High/P_180719133143/S001/visual_pointer_movement_T017.csv,High/P_180719133143/S001/collision_pointer_movement_T017.csv,High/P_180719133143/S001/tablet_pixels_T017.csv
High,P_180719133143,1,18,3,8,51480.55,51482.56,Baseline,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,CircleTarget,DetectPos,,51481.06,51481.36,51482.33,0.3261453,0.5892429,8,High/P_180719133143/S001/visual_pointer_movement_T018.csv,High/P_180719133143/S001/collision_pointer_movement_T018.csv,High/P_180719133143/S001/tablet_pixels_T018.csv
