timestamp,log_type,message
140.4937,Log,Setting start & targets for example
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Setting start & targets for practice
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Setting start & targets for baseline
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Setting start & targets for negToPos
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Setting start & targets for posToNeg
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Setting start & targets for random
140.4937,Log,Start color randomised
140.4937,Log,Start sprite randomised
140.4937,Log,Target colors randomised
140.4937,Log,Target sprites randomised
140.4937,Log,Order of blocks:
140.4937,Log,Random
140.4937,Log,NegToPos
140.4937,Log,PosToNeg
140.4937,Log,Sampling Interval: 10
140.4937,Log,obstacles: 2
140.4937,Log,Preparing trial number: 1
150.4958,Log,New State: Preparation
150.4958,Log,GAMEBOARD SET TO: PREPARATION
150.4958,Log,Destroying targets
150.4958,Log,Creating targets
152.36,Log,New State: Waiting
152.7003,Log,New State: Started
152.7003,Log,GAMEBOARD SET TO: PARTONESTART
153.94,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
154.73,Log,GAMEBOARD SET TO: PARTONEFINISH
155.0791,Log,New State: MiddleStarted
155.0791,Log,GAMEBOARD SET TO: PARTTWOSTART
156.92,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
157.68,Log,New State: Finished
157.68,Log,Incorrect
157.68,Log,GAMEBOARD SET TO: PARTTWOFINISH
158.6808,Log,Preparing trial number: 2
158.6808,Log,New State: Preparation
158.6808,Log,GAMEBOARD SET TO: PREPARATION
158.6808,Log,Destroying targets
158.6808,Log,Creating targets
162.66,Log,New State: Waiting
163.1292,Log,New State: Started
163.1292,Log,GAMEBOARD SET TO: PARTONESTART
165.1256,Log,New State: Finished
165.1256,Log,Failed: TimeoutStart object: Start
165.1256,Log,GAMEBOARD SET TO: PARTTWOFINISH
166.1265,Log,Preparing trial number: 3
166.1265,Log,New State: Preparation
166.1265,Log,GAMEBOARD SET TO: PREPARATION
