time,pos_x,pos_y,pressure
644.716,0.004972627,-71.5386,1
644.726,0.03855469,-71.57397,1
644.7361,0.08892057,-71.57397,1
644.7459,0.08892057,-71.57397,1
644.7559,0.08892057,-71.57397,1
644.766,0.08892057,-71.57397,1
644.7759,0.08892057,-71.57397,1
644.7859,0.08892057,-71.57397,1
644.796,0.1169048,-71.60934,1
644.8059,0.1169048,-71.60934,1
644.816,0.1169048,-71.62704,1
644.8259,0.1672707,-71.62704,1
644.8359,0.1952501,-71.62704,1
644.8459,0.1672707,-71.62704,1
644.856,0.1672707,-71.62704,1
644.866,0.1672707,-71.62704,1
644.8759,0.1672707,-71.62704,1
644.8859,0.1952501,-71.62704,1
644.8959,0.1952501,-71.62704,1
644.9059,0.1560751,-71.62704,1
644.916,0.1560751,-71.62704,1
644.926,0.1560751,-71.62704,1
644.9359,0.1560751,-71.62704,1
644.9459,0.1560751,-71.62704,1
644.9659,0.1840593,-71.52091,1
644.976,0.1840593,-71.43248,1
644.986,0.2344252,-71.29098,1
644.996,0.2344252,-71.14948,1
645.0059,0.2680073,-70.97262,1
645.0162,0.2680073,-70.81343,1
645.0259,0.2680073,-70.65425,1
645.0359,0.2680073,-70.49507,1
645.046,0.2680073,-70.3182,1
645.0559,0.2680073,-70.12365,1
645.0659,0.2680073,-69.85835,1
645.0759,0.2344252,-69.48692,1
645.0859,0.2344252,-69.00937,1
645.0959,0.2344252,-68.53182,1
645.106,0.2959867,-68.01891,1
645.1167,0.3351618,-67.50598,1
645.1259,0.3967233,-67.01075,1
645.136,0.4974599,-66.46246,1
645.1459,0.5254393,-65.87878,1
645.1559,0.5254393,-65.22437,1
645.166,0.5534235,-64.46384,1
645.1759,0.5254393,-63.63255,1
645.1859,0.5534235,-62.71283,1
645.1959,0.5534235,-61.65162,1
645.206,0.5534235,-60.44891,1
645.2159,0.4750734,-59.06932,1
645.226,0.4470892,-57.58362,1
645.236,0.4135119,-55.95642,1
645.246,0.3351618,-54.20542,1
645.2559,0.2847959,-52.34829,1
645.2659,0.2288322,-50.3143,1
645.2759,0.1952501,-48.15649,1
645.286,0.1952501,-45.8572,1
645.296,0.1672707,-43.43409,1
645.3059,0.1280956,-40.86948,1
645.316,0.01616825,-38.19876,1
645.3259,-0.05099107,-35.33348,1
645.3359,-0.09016613,-32.39745,1
645.3459,-0.09016613,-29.33762,1
645.356,-0.140532,-26.1186,1
645.3659,-0.22448,-22.91727,1
645.3759,-0.3140209,-19.59213,1
645.386,-0.4035667,-16.17855,1
645.3959,-0.4315461,-12.64117,1
645.4059,-0.392371,-8.909234,1
645.416,-0.2020935,-5.088861,1
645.426,0.0497455,-1.109296,1
645.436,0.3743368,2.8172,1
645.4459,0.743701,6.814437,1
645.4559,1.051504,10.72325,1
645.466,1.303343,14.64974,1
645.476,1.448852,18.47012,1
645.486,1.538393,22.25512,1
645.4959,1.510409,25.89861,1
645.5059,1.448852,29.4537,1
645.5159,1.359306,32.93801,1
645.5259,1.292152,36.31622,1
645.5359,1.202606,39.64135,1
645.546,1.124256,42.80731,1
645.5559,1.124256,45.84946,1
645.576,1.07389,51.54465,1
645.5859,1.129854,54.16232,1
645.5959,1.2194,56.62079,1
645.6062,1.320131,59.89287,1
645.6159,1.320131,60.88334,1
