experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath
High,P_180612103345,1,1,1,1,290.6361,293.4,Example,0,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,Success,FFFF00,CircleTarget,DetectPos,,291.08,291.44,292.88,0.3107956,0.5006337,1,High/P_180612103345/S001/visual_pointer_movement_T001.csv,High/P_180612103345/S001/collision_pointer_movement_T001.csv
High,P_180612103345,1,2,1,2,295.4305,297.48,Example,0,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,Success,FF00FF,SquareTarget,DetectPos,,295.76,296.1,297.16,0.5042059,0.4085851,2,High/P_180612103345/S001/visual_pointer_movement_T002.csv,High/P_180612103345/S001/collision_pointer_movement_T002.csv
High,P_180612103345,1,3,1,3,304.4304,304.96,Example,0,FFFF00,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,HitObstacle,,,DetectNeg,Obstacle,304.76,,,0.4289055,,,High/P_180612103345/S001/visual_pointer_movement_T003.csv,High/P_180612103345/S001/collision_pointer_movement_T003.csv
High,P_180612103345,1,4,1,4,311.8719,312.7463,Example,0,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,TimeoutStartMoved,,,DetectPos,VisualPointer,312.24,,,0.4231641,,,High/P_180612103345/S001/visual_pointer_movement_T004.csv,High/P_180612103345/S001/collision_pointer_movement_T004.csv
High,P_180612103345,1,5,2,1,320.6181,321.6895,Practice,0,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,TimeoutStartMoved,,,DetectPos,VisualPointer,321.18,,,0.4945534,,,High/P_180612103345/S001/visual_pointer_movement_T005.csv,High/P_180612103345/S001/collision_pointer_movement_T005.csv
High,P_180612103345,1,6,2,2,324.9921,327.18,Practice,0,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,Success,FF00FF,CircleTarget,DetectPos,,325.32,325.74,326.64,0.5436743,0.5047262,1,High/P_180612103345/S001/visual_pointer_movement_T006.csv,High/P_180612103345/S001/collision_pointer_movement_T006.csv
High,P_180612103345,1,7,2,3,330.2608,332.4,Practice,0,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,Success,FFFF00,TriangleTarget,DetectPos,,330.76,331.1,331.96,0.4771435,0.3072818,2,High/P_180612103345/S001/visual_pointer_movement_T007.csv,High/P_180612103345/S001/collision_pointer_movement_T007.csv
High,P_180612103345,1,8,2,4,335.0606,337.34,Practice,0,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,Success,FF00FF,CircleTarget,DetectPos,,335.54,335.94,336.88,0.5561705,0.5499277,3,High/P_180612103345/S001/visual_pointer_movement_T008.csv,High/P_180612103345/S001/collision_pointer_movement_T008.csv
High,P_180612103345,1,9,2,5,339.7299,341.82,Practice,0,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,Success,FF00FF,CircleTarget,DetectPos,,340.22,340.66,341.48,0.3498937,0.4533538,4,High/P_180612103345/S001/visual_pointer_movement_T009.csv,High/P_180612103345/S001/collision_pointer_movement_T009.csv
High,P_180612103345,1,10,2,6,343.8538,345.98,Practice,0,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,Success,FF00FF,CircleTarget,DetectPos,,344.3,344.68,345.6,0.3091767,0.5322332,5,High/P_180612103345/S001/visual_pointer_movement_T010.csv,High/P_180612103345/S001/collision_pointer_movement_T010.csv
High,P_180612103345,1,11,3,1,353.5141,355.66,NegToPos,-0.9,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,Success,FFFF00,SquareTarget,DetectPos,,353.96,354.38,355.24,0.564782,0.478587,1,High/P_180612103345/S001/visual_pointer_movement_T011.csv,High/P_180612103345/S001/collision_pointer_movement_T011.csv
High,P_180612103345,1,12,3,2,357.7971,359.92,NegToPos,-0.8357143,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,Success,FFFF00,SquareTarget,DetectPos,,358.24,358.58,359.54,0.3688176,0.5995848,2,High/P_180612103345/S001/visual_pointer_movement_T012.csv,High/P_180612103345/S001/collision_pointer_movement_T012.csv
