timestamp,log_type,message
5662.007,Log,Setting start & targets for example
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Setting start & targets for practice
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Setting start & targets for baseline
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Setting start & targets for negToPos
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Setting start & targets for posToNeg
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Setting start & targets for random
5662.007,Log,Start color randomised
5662.007,Log,Start sprite randomised
5662.007,Log,Target colors randomised
5662.007,Log,Target sprites randomised
5662.007,Log,Order of blocks:
5662.007,Log,PosToNeg
5662.007,Log,NegToPos
5662.007,Log,Random
5662.007,Log,Sampling Interval: 10
5662.007,Log,Preparing trial number: 1
5672.001,Log,New State: Preparation
5672.001,Log,GAMEBOARD SET TO: PREPARATION
5672.001,Log,Destroying targets
5672.001,Log,Creating targets
5687.06,Log,New State: Waiting
5687.39,Log,New State: Preparation
5687.43,Log,New State: Waiting
5687.902,Log,New State: Started
5687.902,Log,GAMEBOARD SET TO: PARTONESTART
5689.3,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5690.4,Log,GAMEBOARD SET TO: PARTONEFINISH
5690.806,Log,New State: MiddleStarted
5690.806,Log,GAMEBOARD SET TO: PARTTWOSTART
5692.15,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
5692.81,Log,New State: Finished
5692.81,Log,Correct
5692.81,Log,GAMEBOARD SET TO: PARTTWOFINISH
5693.812,Log,Preparing trial number: 2
5693.812,Log,New State: Preparation
5693.812,Log,GAMEBOARD SET TO: PREPARATION
5693.812,Log,Destroying targets
5693.812,Log,Creating targets
5695.11,Log,New State: Waiting
5695.623,Log,New State: Started
5695.623,Log,GAMEBOARD SET TO: PARTONESTART
5696.72,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5697.67,Log,GAMEBOARD SET TO: PARTONEFINISH
5698.043,Log,New State: MiddleStarted
5698.043,Log,GAMEBOARD SET TO: PARTTWOSTART
5698.89,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
5699.41,Log,New State: Finished
5699.41,Log,Correct
5699.41,Log,GAMEBOARD SET TO: PARTTWOFINISH
5700.419,Log,Preparing trial number: 3
5700.419,Log,New State: Preparation
5700.419,Log,GAMEBOARD SET TO: PREPARATION
5700.419,Log,Destroying targets
5700.419,Log,Creating targets
5701.66,Log,New State: Waiting
5702.235,Log,New State: Started
5702.235,Log,GAMEBOARD SET TO: PARTONESTART
5703.19,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5703.68,Log,New State: Finished
5703.68,Log,Failed: HitObstacle object: Obstacle
5703.68,Log,GAMEBOARD SET TO: PARTTWOFINISH
5704.686,Log,Preparing trial number: 4
5704.686,Log,New State: Preparation
5704.686,Log,GAMEBOARD SET TO: PREPARATION
5704.686,Log,Destroying targets
5704.686,Log,Creating targets
5705.99,Log,New State: Waiting
5706.41,Log,New State: Preparation
5707.57,Log,New State: Waiting
5707.988,Log,New State: Started
5707.988,Log,GAMEBOARD SET TO: PARTONESTART
5709.43,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5710.036,Log,New State: Finished
5710.036,Log,Failed: TimeoutStartMoved object: VisualPointer
5710.036,Log,GAMEBOARD SET TO: PARTTWOFINISH
5711.031,Log,Preparing trial number: 5
5721.04,Log,New State: Preparation
5721.04,Log,GAMEBOARD SET TO: PREPARATION
5721.04,Log,Destroying targets
5721.04,Log,Creating targets
5721.74,Log,New State: Waiting
5722.13,Log,New State: Preparation
5722.28,Log,New State: Waiting
5722.696,Log,New State: Started
5722.696,Log,GAMEBOARD SET TO: PARTONESTART
5723.38,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5724.12,Log,GAMEBOARD SET TO: PARTONEFINISH
5724.582,Log,New State: MiddleStarted
5724.582,Log,GAMEBOARD SET TO: PARTTWOSTART
5725.27,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
5725.73,Log,New State: Finished
5725.73,Log,Correct
5725.73,Log,GAMEBOARD SET TO: PARTTWOFINISH
5726.735,Log,Preparing trial number: 6
5728.73,Log,New State: Preparation
5728.73,Log,GAMEBOARD SET TO: PREPARATION
5728.73,Log,Destroying targets
5728.73,Log,Creating targets
5729.5,Log,New State: Waiting
5730.096,Log,New State: Started
5730.096,Log,GAMEBOARD SET TO: PARTONESTART
5730.69,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5731.36,Log,GAMEBOARD SET TO: PARTONEFINISH
5731.951,Log,New State: MiddleStarted
5731.951,Log,GAMEBOARD SET TO: PARTTWOSTART
5732.81,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
5733.43,Log,New State: Finished
5733.43,Log,Correct
5733.43,Log,GAMEBOARD SET TO: PARTTWOFINISH
5734.44,Log,Preparing trial number: 7
5736.441,Log,New State: Preparation
5736.441,Log,GAMEBOARD SET TO: PREPARATION
5736.441,Log,Destroying targets
5736.441,Log,Creating targets
5737.14,Log,New State: Waiting
5737.549,Log,New State: Started
5737.549,Log,GAMEBOARD SET TO: PARTONESTART
5738.22,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
5739.05,Log,GAMEBOARD SET TO: PARTONEFINISH
5739.59,Log,New State: MiddleStarted
5739.59,Log,GAMEBOARD SET TO: PARTTWOSTART
5740.07,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
5740.86,Log,New State: Finished
5740.86,Log,Correct
5740.86,Log,GAMEBOARD SET TO: PARTTWOFINISH
5741.866,Log,Preparing trial number: 8
5743.86,Log,New State: Preparation
5743.86,Log,GAMEBOARD SET TO: PREPARATION
5743.86,Log,Destroying targets
5743.86,Log,Creating targets
5744.54,Log,New State: Waiting
5744.882,Log,New State: Started
