experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718114500,1,1,1,1,31607.68,31609.68,Example,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,5,1,TimeoutStart,,,,Start,,,,,,,High/P_180718114500/S001/visual_pointer_movement_T001.csv,High/P_180718114500/S001/collision_pointer_movement_T001.csv,High/P_180718114500/S001/tablet_pixels_T001.csv
High,P_180718114500,1,2,1,2,31615.73,31618.15,Example,0,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,5,1,Success,FFFF00,CircleTarget,DetectNeg,,31616.32,31616.7,31617.69,0.4915225,0.4752016,1,High/P_180718114500/S001/visual_pointer_movement_T002.csv,High/P_180718114500/S001/collision_pointer_movement_T002.csv,High/P_180718114500/S001/tablet_pixels_T002.csv
High,P_180718114500,1,3,1,3,31620.78,31622.81,Example,0,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,5,1,Success,00FFFF,SquareTarget,DetectNeg,,31621.42,31621.81,31622.43,0.4165119,0.3566668,2,High/P_180718114500/S001/visual_pointer_movement_T003.csv,High/P_180718114500/S001/collision_pointer_movement_T003.csv,High/P_180718114500/S001/tablet_pixels_T003.csv
High,P_180718114500,1,4,1,4,31626.87,31627.71,Example,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.6,1,MiddleMovedEarly,,,DetectNeg,IntermediateCircle,31627.31,31627.68,,0.4803732,,,High/P_180718114500/S001/visual_pointer_movement_T004.csv,High/P_180718114500/S001/collision_pointer_movement_T004.csv,High/P_180718114500/S001/tablet_pixels_T004.csv
High,P_180718114500,1,5,2,1,31641.24,31641.8,Practice,0,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,HitObstacle,,,DetectPos,Obstacle,31641.58,,,0.3426123,,,High/P_180718114500/S001/visual_pointer_movement_T005.csv,High/P_180718114500/S001/collision_pointer_movement_T005.csv,High/P_180718114500/S001/tablet_pixels_T005.csv
High,P_180718114500,1,6,2,2,31647.14,31649.1,Practice,0,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,31647.51,31647.86,31648.8,0.3406483,0.5398378,1,High/P_180718114500/S001/visual_pointer_movement_T006.csv,High/P_180718114500/S001/collision_pointer_movement_T006.csv,High/P_180718114500/S001/tablet_pixels_T006.csv
High,P_180718114500,1,7,2,3,31654.32,31656.21,Practice,0,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,31654.82,31655.14,31655.87,0.4496348,0.3496111,2,High/P_180718114500/S001/visual_pointer_movement_T007.csv,High/P_180718114500/S001/collision_pointer_movement_T007.csv,High/P_180718114500/S001/tablet_pixels_T007.csv
High,P_180718114500,1,8,2,4,31660.75,31662.7,Practice,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,31661.3,31661.61,31662.43,0.5948623,0.4386778,3,High/P_180718114500/S001/visual_pointer_movement_T008.csv,High/P_180718114500/S001/collision_pointer_movement_T008.csv,High/P_180718114500/S001/tablet_pixels_T008.csv
High,P_180718114500,1,9,2,5,31667.34,31669.43,Practice,0,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,31667.8,31668.14,31669.07,0.5183375,0.5870989,4,High/P_180718114500/S001/visual_pointer_movement_T009.csv,High/P_180718114500/S001/collision_pointer_movement_T009.csv,High/P_180718114500/S001/tablet_pixels_T009.csv
High,P_180718114500,1,10,2,6,31673.8,31675.51,Practice,0,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,31674.24,31674.58,31675.2,0.5443436,0.3095303,5,High/P_180718114500/S001/visual_pointer_movement_T010.csv,High/P_180718114500/S001/collision_pointer_movement_T010.csv,High/P_180718114500/S001/tablet_pixels_T010.csv
