experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718120521,1,1,1,1,35076.64,35080.07,Example,0,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,5,1,Success,FFFF00,CircleTarget,DetectPos,,35077.56,35078.08,35079.53,0.5384009,0.3542533,1,High/P_180718120521/S001/visual_pointer_movement_T001.csv,High/P_180718120521/S001/collision_pointer_movement_T001.csv,High/P_180718120521/S001/tablet_pixels_T001.csv
High,P_180718120521,1,2,1,2,35084.07,35087.87,Example,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,5,1,WrongTarget,FFFF00,CircleTarget,DetectPos,,35084.55,35084.97,35087.28,0.4767388,0.5085133,,High/P_180718120521/S001/visual_pointer_movement_T002.csv,High/P_180718120521/S001/collision_pointer_movement_T002.csv,High/P_180718120521/S001/tablet_pixels_T002.csv
High,P_180718120521,1,3,1,3,35093.02,35094.31,Example,0,FF00FF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,5,1,HitObstacle,,,DetectPos,Obstacle,35094.17,,,0.5962732,,,High/P_180718120521/S001/visual_pointer_movement_T003.csv,High/P_180718120521/S001/collision_pointer_movement_T003.csv,High/P_180718120521/S001/tablet_pixels_T003.csv
High,P_180718120521,1,4,1,4,35096.58,35098.72,Example,0,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.6,1,Success,00FFFF,CircleTarget,DetectPos,,35097.26,35097.58,35098.42,0.5930135,0.4274393,2,High/P_180718120521/S001/visual_pointer_movement_T004.csv,High/P_180718120521/S001/collision_pointer_movement_T004.csv,High/P_180718120521/S001/tablet_pixels_T004.csv
High,P_180718120521,1,5,2,1,35112.22,35114.11,Practice,0,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,CircleTarget,DetectPos,,35112.76,35113.05,35113.85,0.4124883,0.4109187,1,High/P_180718120521/S001/visual_pointer_movement_T005.csv,High/P_180718120521/S001/collision_pointer_movement_T005.csv,High/P_180718120521/S001/tablet_pixels_T005.csv
High,P_180718120521,1,6,2,2,35119.77,35121.74,Practice,0,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FFFF00,TriangleTarget,DetectPos,,35120.37,35120.66,35121.48,0.3833293,0.4272418,2,High/P_180718120521/S001/visual_pointer_movement_T006.csv,High/P_180718120521/S001/collision_pointer_movement_T006.csv,High/P_180718120521/S001/tablet_pixels_T006.csv
High,P_180718120521,1,7,2,3,35127.05,35127.83,Practice,0,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,MiddleMovedEarly,,,DetectPos,IntermediateCircle,35127.47,35127.79,,0.5641495,,,High/P_180718120521/S001/visual_pointer_movement_T007.csv,High/P_180718120521/S001/collision_pointer_movement_T007.csv,High/P_180718120521/S001/tablet_pixels_T007.csv
High,P_180718120521,1,8,2,4,35134.65,35136.85,Practice,0,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FFFF00,TriangleTarget,DetectPos,,35135.26,35135.55,35136.43,0.4392235,0.4055301,3,High/P_180718120521/S001/visual_pointer_movement_T008.csv,High/P_180718120521/S001/collision_pointer_movement_T008.csv,High/P_180718120521/S001/tablet_pixels_T008.csv
High,P_180718120521,1,9,2,5,35141.62,35143.54,Practice,0,FF00FF,CircleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,SquareTarget,DetectPos,,35142.22,35142.49,35143.31,0.4390438,0.3477783,4,High/P_180718120521/S001/visual_pointer_movement_T009.csv,High/P_180718120521/S001/collision_pointer_movement_T009.csv,High/P_180718120521/S001/tablet_pixels_T009.csv
High,P_180718120521,1,10,2,6,35148.02,35149.81,Practice,0,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,SquareTarget,DetectPos,,35148.58,35148.85,35149.56,0.4685543,0.3254021,5,High/P_180718120521/S001/visual_pointer_movement_T010.csv,High/P_180718120521/S001/collision_pointer_movement_T010.csv,High/P_180718120521/S001/tablet_pixels_T010.csv
