timestamp,log_type,message
35061.13,Log,Setting start & targets for example
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Setting start & targets for practice
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Setting start & targets for baseline
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Setting start & targets for negToPos
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Setting start & targets for posToNeg
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Setting start & targets for random
35061.13,Log,Start color randomised
35061.13,Log,Start sprite randomised
35061.13,Log,Target colors randomised
35061.13,Log,Target sprites randomised
35061.13,Log,Order of blocks:
35061.13,Log,NegToPos
35061.13,Log,PosToNeg
35061.13,Log,Random
35061.13,Log,Sampling Interval: 10
35061.13,Log,Preparing trial number: 1
35071.14,Log,New State: Preparation
35071.14,Log,GAMEBOARD SET TO: PREPARATION
35071.14,Log,Destroying targets
35071.14,Log,Creating targets
35076.1,Log,New State: Waiting
35076.64,Log,New State: Started
35076.64,Log,GAMEBOARD SET TO: PARTONESTART
35077.56,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35078.08,Log,GAMEBOARD SET TO: PARTONEFINISH
35078.43,Log,New State: MiddleStarted
35078.43,Log,GAMEBOARD SET TO: PARTTWOSTART
35079.53,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35080.07,Log,New State: Finished
35080.07,Log,Correct
35080.07,Log,GAMEBOARD SET TO: PARTTWOFINISH
35081.08,Log,Preparing trial number: 2
35081.08,Log,New State: Preparation
35081.08,Log,GAMEBOARD SET TO: PREPARATION
35081.08,Log,Destroying targets
35081.08,Log,Creating targets
35083.59,Log,New State: Waiting
35084.07,Log,New State: Started
35084.07,Log,GAMEBOARD SET TO: PARTONESTART
35084.55,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35084.97,Log,GAMEBOARD SET TO: PARTONEFINISH
35085.48,Log,New State: MiddleStarted
35085.48,Log,GAMEBOARD SET TO: PARTTWOSTART
35087.28,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35087.87,Log,New State: Finished
35087.87,Log,Incorrect
35087.87,Log,GAMEBOARD SET TO: PARTTWOFINISH
35088.88,Log,Preparing trial number: 3
35088.88,Log,New State: Preparation
35088.88,Log,GAMEBOARD SET TO: PREPARATION
35088.88,Log,Destroying targets
35088.88,Log,Creating targets
35092.42,Log,New State: Waiting
35093.02,Log,New State: Started
35093.02,Log,GAMEBOARD SET TO: PARTONESTART
35094.17,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35094.31,Log,New State: Finished
35094.31,Log,Failed: HitObstacle object: Obstacle
35094.31,Log,GAMEBOARD SET TO: PARTTWOFINISH
35095.31,Log,Preparing trial number: 4
35095.31,Log,New State: Preparation
35095.31,Log,GAMEBOARD SET TO: PREPARATION
35095.31,Log,Destroying targets
35095.31,Log,Creating targets
35095.99,Log,New State: Waiting
35096.58,Log,New State: Started
35096.58,Log,GAMEBOARD SET TO: PARTONESTART
35097.26,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35097.58,Log,GAMEBOARD SET TO: PARTONEFINISH
35098.01,Log,New State: MiddleStarted
35098.01,Log,GAMEBOARD SET TO: PARTTWOSTART
35098.42,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35098.72,Log,New State: Finished
35098.72,Log,Correct
35098.72,Log,GAMEBOARD SET TO: PARTTWOFINISH
35099.73,Log,Preparing trial number: 5
35109.72,Log,New State: Preparation
35109.72,Log,GAMEBOARD SET TO: PREPARATION
35109.72,Log,Destroying targets
35109.72,Log,Creating targets
35111.8,Log,New State: Waiting
35112.22,Log,New State: Started
35112.22,Log,GAMEBOARD SET TO: PARTONESTART
35112.76,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35113.05,Log,GAMEBOARD SET TO: PARTONEFINISH
35113.46,Log,New State: MiddleStarted
35113.46,Log,GAMEBOARD SET TO: PARTTWOSTART
35113.85,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35114.11,Log,New State: Finished
35114.11,Log,Correct
35114.11,Log,GAMEBOARD SET TO: PARTTWOFINISH
35115.12,Log,Preparing trial number: 6
35117.11,Log,New State: Preparation
35117.11,Log,GAMEBOARD SET TO: PREPARATION
35117.11,Log,Destroying targets
35117.11,Log,Creating targets
35119.39,Log,New State: Waiting
35119.77,Log,New State: Started
35119.77,Log,GAMEBOARD SET TO: PARTONESTART
35120.37,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35120.66,Log,GAMEBOARD SET TO: PARTONEFINISH
35121.09,Log,New State: MiddleStarted
35121.09,Log,GAMEBOARD SET TO: PARTTWOSTART
35121.48,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35121.74,Log,New State: Finished
35121.74,Log,Correct
35121.74,Log,GAMEBOARD SET TO: PARTTWOFINISH
35122.75,Log,Preparing trial number: 7
35124.75,Log,New State: Preparation
35124.75,Log,GAMEBOARD SET TO: PREPARATION
35124.75,Log,Destroying targets
35124.75,Log,Creating targets
35126.49,Log,New State: Waiting
35127.05,Log,New State: Started
35127.05,Log,GAMEBOARD SET TO: PARTONESTART
35127.47,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35127.79,Log,GAMEBOARD SET TO: PARTONEFINISH
35127.83,Log,New State: Finished
35127.83,Log,Failed: MiddleMovedEarly object: IntermediateCircle
35127.83,Log,GAMEBOARD SET TO: PARTTWOFINISH
35128.83,Log,Preparing trial number: 8
35131.83,Log,New State: Preparation
35131.83,Log,GAMEBOARD SET TO: PREPARATION
35131.83,Log,Destroying targets
35131.83,Log,Creating targets
35134.21,Log,New State: Waiting
35134.65,Log,New State: Started
35134.65,Log,GAMEBOARD SET TO: PARTONESTART
35135.26,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35135.55,Log,GAMEBOARD SET TO: PARTONEFINISH
35135.96,Log,New State: MiddleStarted
35135.96,Log,GAMEBOARD SET TO: PARTTWOSTART
35136.43,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35136.85,Log,New State: Finished
35136.85,Log,Correct
35136.85,Log,GAMEBOARD SET TO: PARTTWOFINISH
35137.86,Log,Preparing trial number: 9
35139.86,Log,New State: Preparation
35139.86,Log,GAMEBOARD SET TO: PREPARATION
35139.86,Log,Destroying targets
35139.86,Log,Creating targets
35141.18,Log,New State: Waiting
35141.62,Log,New State: Started
35141.62,Log,GAMEBOARD SET TO: PARTONESTART
35142.22,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35142.49,Log,GAMEBOARD SET TO: PARTONEFINISH
35142.84,Log,New State: MiddleStarted
35142.84,Log,GAMEBOARD SET TO: PARTTWOSTART
35143.31,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35143.54,Log,New State: Finished
35143.54,Log,Correct
35143.54,Log,GAMEBOARD SET TO: PARTTWOFINISH
35144.54,Log,Preparing trial number: 10
35146.54,Log,New State: Preparation
35146.54,Log,GAMEBOARD SET TO: PREPARATION
35146.54,Log,Destroying targets
35146.54,Log,Creating targets
35147.55,Log,New State: Waiting
35148.02,Log,New State: Started
35148.02,Log,GAMEBOARD SET TO: PARTONESTART
35148.58,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35148.85,Log,GAMEBOARD SET TO: PARTONEFINISH
35149.17,Log,New State: MiddleStarted
35149.17,Log,GAMEBOARD SET TO: PARTTWOSTART
35149.56,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35149.81,Log,New State: Finished
35149.81,Log,Correct
35149.81,Log,GAMEBOARD SET TO: PARTTWOFINISH
35150.81,Log,Preparing trial number: 11
35160.81,Log,New State: Preparation
35160.81,Log,GAMEBOARD SET TO: PREPARATION
35160.81,Log,Destroying targets
35160.81,Log,Creating targets
35164.29,Log,New State: Waiting
35164.82,Log,New State: Started
35164.82,Log,GAMEBOARD SET TO: PARTONESTART
35165.3,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35165.59,Log,GAMEBOARD SET TO: PARTONEFINISH
35166.05,Log,New State: MiddleStarted
35166.05,Log,GAMEBOARD SET TO: PARTTWOSTART
35166.44,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35166.71,Log,New State: Finished
35166.71,Log,Correct
35166.71,Log,GAMEBOARD SET TO: PARTTWOFINISH
35167.71,Log,Preparing trial number: 12
35169.71,Log,New State: Preparation
35169.71,Log,GAMEBOARD SET TO: PREPARATION
35169.71,Log,Destroying targets
35169.71,Log,Creating targets
35170.81,Log,New State: Waiting
35171.35,Log,New State: Started
35171.35,Log,GAMEBOARD SET TO: PARTONESTART
35171.86,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35172.13,Log,GAMEBOARD SET TO: PARTONEFINISH
35172.73,Log,New State: MiddleStarted
35172.73,Log,GAMEBOARD SET TO: PARTTWOSTART
35173.07,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35173.31,Log,New State: Finished
35173.31,Log,Correct
35173.31,Log,GAMEBOARD SET TO: PARTTWOFINISH
35174.31,Log,Preparing trial number: 13
35176.31,Log,New State: Preparation
35176.31,Log,GAMEBOARD SET TO: PREPARATION
35176.31,Log,Destroying targets
35176.31,Log,Creating targets
35177.29,Log,New State: Waiting
35177.61,Log,New State: Started
35177.61,Log,GAMEBOARD SET TO: PARTONESTART
35178.11,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35178.46,Log,GAMEBOARD SET TO: PARTONEFINISH
35178.78,Log,New State: MiddleStarted
35178.78,Log,GAMEBOARD SET TO: PARTTWOSTART
35179.32,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35179.55,Log,New State: Finished
35179.55,Log,Correct
35179.55,Log,GAMEBOARD SET TO: PARTTWOFINISH
35180.56,Log,Preparing trial number: 14
35182.55,Log,New State: Preparation
35182.55,Log,GAMEBOARD SET TO: PREPARATION
35182.55,Log,Destroying targets
35182.55,Log,Creating targets
35184.04,Log,New State: Waiting
35184.38,Log,New State: Started
35184.38,Log,GAMEBOARD SET TO: PARTONESTART
35184.78,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35185.14,Log,GAMEBOARD SET TO: PARTONEFINISH
35185.56,Log,New State: MiddleStarted
35185.56,Log,GAMEBOARD SET TO: PARTTWOSTART
35186,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35186.22,Log,New State: Finished
35186.22,Log,Correct
35186.22,Log,GAMEBOARD SET TO: PARTTWOFINISH
35187.22,Log,Preparing trial number: 15
35189.22,Log,New State: Preparation
35189.22,Log,GAMEBOARD SET TO: PREPARATION
35189.22,Log,Destroying targets
35189.22,Log,Creating targets
35190.56,Log,New State: Waiting
35190.95,Log,New State: Started
35190.95,Log,GAMEBOARD SET TO: PARTONESTART
35191.39,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
35191.63,Log,GAMEBOARD SET TO: PARTONEFINISH
35191.98,Log,New State: MiddleStarted
35191.98,Log,GAMEBOARD SET TO: PARTTWOSTART
35192.51,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
35192.73,Log,New State: Finished
35192.73,Log,Correct
35192.73,Log,GAMEBOARD SET TO: PARTTWOFINISH
35193.73,Log,Preparing trial number: 16
35195.73,Log,New State: Preparation
35195.73,Log,GAMEBOARD SET TO: PREPARATION
35195.73,Log,Destroying targets
35195.73,Log,Creating targets
35197.44,Log,New State: Waiting
35197.87,Log,New State: Started
