timestamp,log_type,message
145.8608,Log,Setting start & targets for example
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Setting start & targets for practice
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Setting start & targets for baseline
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Setting start & targets for negToPos
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Setting start & targets for posToNeg
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Setting start & targets for random
145.8608,Log,Start color randomised
145.8608,Log,Start sprite randomised
145.8608,Log,Target colors randomised
145.8608,Log,Target sprites randomised
145.8608,Log,Order of blocks:
145.8608,Log,PosToNeg
145.8608,Log,NegToPos
145.8608,Log,Random
145.8608,Log,Sampling Interval: 10
145.8608,Log,Preparing trial number: 1
155.8633,Log,New State: Preparation
155.8633,Log,GAMEBOARD SET TO: PREPARATION
155.8633,Log,Destroying targets
155.8633,Log,Creating targets
159.59,Log,New State: Waiting
160.1754,Log,New State: Started
160.1754,Log,GAMEBOARD SET TO: PARTONESTART
160.86,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
161.59,Log,GAMEBOARD SET TO: PARTONEFINISH
162.1212,Log,New State: MiddleStarted
162.1212,Log,GAMEBOARD SET TO: PARTTWOSTART
162.89,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
163.62,Log,New State: Finished
163.62,Log,Correct
163.62,Log,GAMEBOARD SET TO: PARTTWOFINISH
164.6263,Log,Preparing trial number: 2
164.6263,Log,New State: Preparation
164.6263,Log,GAMEBOARD SET TO: PREPARATION
164.6263,Log,Destroying targets
164.6263,Log,Creating targets
167.08,Log,New State: Waiting
167.4221,Log,New State: Started
167.4221,Log,GAMEBOARD SET TO: PARTONESTART
168.42,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
168.81,Log,New State: Finished
168.81,Log,Failed: HitObstacle object: Obstacle
168.81,Log,GAMEBOARD SET TO: PARTTWOFINISH
169.8116,Log,Preparing trial number: 3
169.8116,Log,New State: Preparation
169.8116,Log,GAMEBOARD SET TO: PREPARATION
169.8116,Log,Destroying targets
169.8116,Log,Creating targets
172.07,Log,New State: Waiting
172.457,Log,New State: Started
172.457,Log,GAMEBOARD SET TO: PARTONESTART
