experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719123909,1,1,1,1,1031.58,1034.53,Example,0,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,5,1,Success,FF00FF,SquareTarget,DetectNeg,,1032.2,1033.06,1034.15,0.3088372,0.4950376,1,High/P_180719123909/S001/visual_pointer_movement_T001.csv,High/P_180719123909/S001/collision_pointer_movement_T001.csv,High/P_180719123909/S001/tablet_pixels_T001.csv
High,P_180719123909,1,2,1,2,1037.995,1039.64,Example,0,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,5,1,MiddleMovedEarly,,,DetectNeg,IntermediateCircle,1038.62,1039.49,,0.5255127,,,High/P_180719123909/S001/visual_pointer_movement_T002.csv,High/P_180719123909/S001/collision_pointer_movement_T002.csv,High/P_180719123909/S001/tablet_pixels_T002.csv
High,P_180719123909,1,3,1,3,1045.815,1046.41,Example,0,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,5,1,HitObstacle,,,DetectNeg,Obstacle,1046.12,,,0.5751371,,,High/P_180719123909/S001/visual_pointer_movement_T003.csv,High/P_180719123909/S001/collision_pointer_movement_T003.csv,High/P_180719123909/S001/tablet_pixels_T003.csv
High,P_180719123909,1,4,1,4,1049.335,1050.317,Example,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.6,1,TimeoutStartMoved,,,DetectPos,VisualPointer,1049.71,,,0.5397137,,,High/P_180719123909/S001/visual_pointer_movement_T004.csv,High/P_180719123909/S001/collision_pointer_movement_T004.csv,High/P_180719123909/S001/tablet_pixels_T004.csv
High,P_180719123909,1,5,2,1,1064.304,1067.81,Practice,0,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,1064.99,1065.59,1067.06,0.3736612,0.5255076,1,High/P_180719123909/S001/visual_pointer_movement_T005.csv,High/P_180719123909/S001/collision_pointer_movement_T005.csv,High/P_180719123909/S001/tablet_pixels_T005.csv
High,P_180719123909,1,6,2,2,1072.764,1075.81,Practice,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,1073.53,1074.19,1075.18,0.3163122,0.4393028,2,High/P_180719123909/S001/visual_pointer_movement_T006.csv,High/P_180719123909/S001/collision_pointer_movement_T006.csv,High/P_180719123909/S001/tablet_pixels_T006.csv
High,P_180719123909,1,7,2,3,1080.904,1083.72,Practice,0,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg,,1081.59,1082.23,1083.01,0.597188,0.3454793,3,High/P_180719123909/S001/visual_pointer_movement_T007.csv,High/P_180719123909/S001/collision_pointer_movement_T007.csv,High/P_180719123909/S001/tablet_pixels_T007.csv
High,P_180719123909,1,8,2,4,1088.446,1091.5,Practice,0,FF00FF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,1089.04,1089.64,1090.77,0.3662406,0.5631671,4,High/P_180719123909/S001/visual_pointer_movement_T008.csv,High/P_180719123909/S001/collision_pointer_movement_T008.csv,High/P_180719123909/S001/tablet_pixels_T008.csv
High,P_180719123909,1,9,2,5,1096.492,1099.31,Practice,0,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,1097.14,1097.83,1098.72,0.5118511,0.3538901,5,High/P_180719123909/S001/visual_pointer_movement_T009.csv,High/P_180719123909/S001/collision_pointer_movement_T009.csv,High/P_180719123909/S001/tablet_pixels_T009.csv
High,P_180719123909,1,10,2,6,1104.661,1107.66,Practice,0,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg,,1105.48,1106.12,1107.05,0.4849198,0.3123618,6,High/P_180719123909/S001/visual_pointer_movement_T010.csv,High/P_180719123909/S001/collision_pointer_movement_T010.csv,High/P_180719123909/S001/tablet_pixels_T010.csv
High,P_180719123909,1,11,3,1,1121.159,1123.8,Baseline,0,FF00FF,SquareTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,1121.68,1122.3,1123.19,0.5199379,0.3543497,1,High/P_180719123909/S001/visual_pointer_movement_T011.csv,High/P_180719123909/S001/collision_pointer_movement_T011.csv,High/P_180719123909/S001/tablet_pixels_T011.csv
High,P_180719123909,1,12,3,2,1128.528,1131.23,Baseline,0,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,1129.08,1129.7,1130.72,0.3120849,0.5797565,2,High/P_180719123909/S001/visual_pointer_movement_T012.csv,High/P_180719123909/S001/collision_pointer_movement_T012.csv,High/P_180719123909/S001/tablet_pixels_T012.csv
