time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
45696.37,0.5534,-70.0175,0,0,0,270
45696.38,0.5534,-70.0321,0,0,0,270
45696.39,0.5534,-70.0352,0,0,0,270
45696.4,0.5534,-70.0352,0,0,0,270
45696.41,0.5703,-70.0352,0,0,0,270
45696.42,0.587,-70.0448,0,0,0,270
45696.43,0.587,-70.0706,0,0,0,270
45696.44,0.587,-70.0706,0,0,0,270
45696.45,0.587,-70.0706,0,0,0,270
45696.46,0.587,-70.0706,0,0,0,270
45696.47,0.587,-70.0706,0,0,0,270
45696.48,0.587,-70.0706,0,0,0,270
45696.49,0.587,-70.0706,0,0,0,270
45696.5,0.5981,-70.0706,0,0,0,270
45696.51,0.615,-70.0706,0,0,0,270
45696.52,0.6193,-70.0706,0,0,0,270
45696.53,0.643,-70.0706,0,0,0,270
45696.54,0.643,-70.1033,0,0,0,270
45696.55,0.643,-70.106,0,0,0,270
45696.56,0.643,-70.106,0,0,0,270
45696.57,0.643,-70.106,0,0,0,270
45696.58,0.643,-70.106,0,0,0,270
45696.59,0.643,-70.106,0,0,0,270
45696.6,0.643,-70.106,0,0,0,270
45696.61,0.643,-70.106,0,0,0,270
45696.62,0.643,-70.1061,0,0,0,270
45696.63,0.6705,-70.1237,0,0,0,270
45696.64,0.6765,-70.1237,0,0,0,270
45696.65,0.6765,-70.1237,0,0,0,270
45696.66,0.6765,-70.1237,0,0,0,270
45696.67,0.6765,-70.1363,0,0,0,270
45696.68,0.6765,-70.159,0,0,0,270
45696.69,0.6765,-70.159,0,0,0,270
45696.7,0.6765,-70.159,0,0,0,270
45696.71,0.6765,-70.1894,0,0,0,270
45696.72,0.6765,-70.1944,0,0,0,270
45696.73,0.6765,-70.1944,0,0,0,270
45696.74,0.6765,-70.1944,0,0,0,270
45696.75,0.6765,-70.1944,0,0,0,270
45696.76,0.6765,-70.1944,0,0,0,270
45696.77,0.6765,-70.1944,0,0,0,270
45696.78,0.6765,-70.1944,0,0,0,270
45696.79,0.6765,-70.1944,0,0,0,270
45696.8,0.6765,-70.1944,0,0,0,270
45696.81,0.6765,-70.1944,0,0,0,270
45696.82,0.6765,-70.1944,0,0,0,270
45696.83,0.6765,-70.1796,0,0,0,270
45696.84,0.6762,-70.1231,0,0,0,270
45696.85,0.5736,-69.9596,0,0,0,270
45696.86,0.362,-69.4083,0,0,0,270
45696.87,0.1721,-68.8589,0,0,0,270
45696.88,0.0036,-68.27,0,0,0,270
45696.89,-0.2194,-67.4779,0,0,0,270
45696.9,-0.4916,-66.591,0,0,0,270
45696.91,-0.8052,-65.5554,0,0,0,270
45696.92,-1.0359,-64.7638,0,0,0,270
45696.93,-1.2843,-63.8703,0,0,0,270
45696.94,-1.5973,-62.7064,0,0,0,270
45696.95,-2.2531,-59.4068,0,0,0,270
45696.96,-2.8275,-55.9986,0,0,0,270
45696.97,-3.1418,-54.1342,0,0,0,270
45696.98,-3.5866,-51.5052,0,0,0,270
45696.99,-3.9932,-49.2017,0,0,0,270
45697,-4.4769,-46.5525,0,0,0,270
45697.01,-4.8811,-44.1578,0,0,0,270
45697.02,-5.3114,-41.499,0,0,0,270
45697.03,-6.1639,-35.0693,0,0,0,270
45697.04,-6.7371,-28.9996,0,0,0,270
45697.05,-7.0913,-24.3717,0,0,0,270
45697.06,-7.3543,-19.8221,0,0,0,270
45697.07,-7.3543,-19.8221,0,0,0,270
45697.08,-7.3679,-19.5563,0,0,0,270
45697.09,-7.5856,-15.3067,0,0,0,270
45697.1,-7.9779,-4.7295,0,0,0,270
45697.11,-8.0755,2.4149,0,0,0,270
45697.12,-8.0158,8.0426,0,0,0,270
45697.13,-7.9648,11.4265,0,0,0,270
45697.14,-7.8564,15.2341,0,0,0,270
45697.15,-7.7494,18.5196,0,0,0,270
45697.16,-7.6277,22.0692,0,0,0,270
45697.17,-7.5383,24.6392,0,0,0,270
45697.18,-7.2769,31.8009,0,0,0,270
45697.19,-6.8003,40.0482,0,0,0,270
45697.2,-6.8003,40.0482,0,0,0,270
45697.21,-6.2459,44.8845,0,0,0,270
45697.22,-5.4925,49.1321,0,0,0,270
45697.23,-4.8111,52.3034,0,0,0,270
45697.24,-4.2725,54.3265,0,0,0,270
45697.25,-3.42,57.3309,0,0,0,270
