experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719114039,1,1,1,1,45366.88,45367.49,Example,0,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,5,1,MouseLifted,,,,VisualPointer,45367.24,,,0.3530787,,,High/P_180719114039/S001/visual_pointer_movement_T001.csv,High/P_180719114039/S001/collision_pointer_movement_T001.csv,High/P_180719114039/S001/tablet_pixels_T001.csv
High,P_180719114039,1,2,1,2,45371.99,45376.23,Example,0,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,5,1,Success,00FFFF,TriangleTarget,DetectNeg,,45373.43,45374.25,45375.62,0.5671932,0.5664549,1,High/P_180719114039/S001/visual_pointer_movement_T002.csv,High/P_180719114039/S001/collision_pointer_movement_T002.csv,High/P_180719114039/S001/tablet_pixels_T002.csv
High,P_180719114039,1,3,1,3,45378.91,45382,Example,0,FF00FF,TriangleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,5,1,WrongTarget,FFFF00,TriangleTarget,DetectNeg,,45379.59,45380.2,45381.18,0.5776038,0.4829463,,High/P_180719114039/S001/visual_pointer_movement_T003.csv,High/P_180719114039/S001/collision_pointer_movement_T003.csv,High/P_180719114039/S001/tablet_pixels_T003.csv
High,P_180719114039,1,4,1,4,45385.84,45387.42,Example,0,00FFFF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.6,1,TimeoutStartMoved,,,DetectPos,VisualPointer,45386.82,,,0.4242789,,,High/P_180719114039/S001/visual_pointer_movement_T004.csv,High/P_180719114039/S001/collision_pointer_movement_T004.csv,High/P_180719114039/S001/tablet_pixels_T004.csv
High,P_180719114039,1,5,2,1,45400.08,45402.49,Practice,0,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,45400.65,45401.23,45402.11,0.4244208,0.4319571,1,High/P_180719114039/S001/visual_pointer_movement_T005.csv,High/P_180719114039/S001/collision_pointer_movement_T005.csv,High/P_180719114039/S001/tablet_pixels_T005.csv
High,P_180719114039,1,6,2,2,45406.61,45409.39,Practice,0,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,45407.25,45407.91,45409,0.4016359,0.5913926,2,High/P_180719114039/S001/visual_pointer_movement_T006.csv,High/P_180719114039/S001/collision_pointer_movement_T006.csv,High/P_180719114039/S001/tablet_pixels_T006.csv
High,P_180719114039,1,7,2,3,45413.43,45415.97,Practice,0,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,45413.99,45414.57,45415.59,0.5333043,0.5648683,3,High/P_180719114039/S001/visual_pointer_movement_T007.csv,High/P_180719114039/S001/collision_pointer_movement_T007.csv,High/P_180719114039/S001/tablet_pixels_T007.csv
High,P_180719114039,1,8,2,4,45419.97,45422.62,Practice,0,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,45420.56,45421.19,45422.21,0.4098196,0.5602561,4,High/P_180719114039/S001/visual_pointer_movement_T008.csv,High/P_180719114039/S001/collision_pointer_movement_T008.csv,High/P_180719114039/S001/tablet_pixels_T008.csv
High,P_180719114039,1,9,2,5,45426.75,45428.91,Practice,0,FFFF00,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,SquareTarget,DetectNeg,,45427.23,45427.79,45428.51,0.5687079,0.3465174,5,High/P_180719114039/S001/visual_pointer_movement_T009.csv,High/P_180719114039/S001/collision_pointer_movement_T009.csv,High/P_180719114039/S001/tablet_pixels_T009.csv
High,P_180719114039,1,10,2,6,45432.82,45434.94,Practice,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,45433.25,45433.72,45434.53,0.4203636,0.3613929,6,High/P_180719114039/S001/visual_pointer_movement_T010.csv,High/P_180719114039/S001/collision_pointer_movement_T010.csv,High/P_180719114039/S001/tablet_pixels_T010.csv
High,P_180719114039,1,11,3,1,45447.41,45449.71,Baseline,0,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,45447.94,45448.53,45449.33,0.5725287,0.3190621,1,High/P_180719114039/S001/visual_pointer_movement_T011.csv,High/P_180719114039/S001/collision_pointer_movement_T011.csv,High/P_180719114039/S001/tablet_pixels_T011.csv
