experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180717131300,1,1,1,1,8368.2,8373.109,Example,0,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,5,1,WrongTarget,FFFF00,CircleTarget,DetectPos,,8369,8370.04,8372.12,0.5787712,0.5693927,,High/P_180717131300/S001/visual_pointer_movement_T001.csv,High/P_180717131300/S001/collision_pointer_movement_T001.csv,High/P_180717131300/S001/tablet_pixels_T001.csv
High,P_180717131300,1,2,1,2,8375.016,8380.189,Example,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,5,1,Success,00FFFF,TriangleTarget,DetectNeg,,8376.02,8378.229,8379.359,0.5331495,0.3608465,1,High/P_180717131300/S001/visual_pointer_movement_T002.csv,High/P_180717131300/S001/collision_pointer_movement_T002.csv,High/P_180717131300/S001/tablet_pixels_T002.csv
High,P_180717131300,1,3,1,3,8382.461,8386.319,Example,0,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,5,1,Success,FFFF00,SquareTarget,DetectNeg,,8383.569,8384.3,8385.359,0.5081372,0.409949,2,High/P_180717131300/S001/visual_pointer_movement_T003.csv,High/P_180717131300/S001/collision_pointer_movement_T003.csv,High/P_180717131300/S001/tablet_pixels_T003.csv
High,P_180717131300,1,4,1,4,8389.081,8390.489,Example,0,FFFF00,CircleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.6,1,TimeoutStartMoved,,,DetectPos,VisualPointer,8389.89,,,0.4003086,,,High/P_180717131300/S001/visual_pointer_movement_T004.csv,High/P_180717131300/S001/collision_pointer_movement_T004.csv,High/P_180717131300/S001/tablet_pixels_T004.csv
High,P_180717131300,1,5,2,1,8405.112,8407.79,Practice,0,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,00FFFF,TriangleTarget,DetectNeg,,8405.92,8406.35,8407.25,0.3220534,0.4454673,1,High/P_180717131300/S001/visual_pointer_movement_T005.csv,High/P_180717131300/S001/collision_pointer_movement_T005.csv,High/P_180717131300/S001/tablet_pixels_T005.csv
High,P_180717131300,1,6,2,2,8411.981,8414.38,Practice,0,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,8412.6,8413.01,8413.79,0.3862413,0.4223398,2,High/P_180717131300/S001/visual_pointer_movement_T006.csv,High/P_180717131300/S001/collision_pointer_movement_T006.csv,High/P_180717131300/S001/tablet_pixels_T006.csv
High,P_180717131300,1,7,2,3,8418.918,8420.97,Practice,0,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,8419.45,8419.87,8420.64,0.5810758,0.3463293,3,High/P_180717131300/S001/visual_pointer_movement_T007.csv,High/P_180717131300/S001/collision_pointer_movement_T007.csv,High/P_180717131300/S001/tablet_pixels_T007.csv
High,P_180717131300,1,8,2,4,8425.354,8427.87,Practice,0,FF00FF,CircleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,8425.819,8426.2,8427.03,0.562688,0.3749894,4,High/P_180717131300/S001/visual_pointer_movement_T008.csv,High/P_180717131300/S001/collision_pointer_movement_T008.csv,High/P_180717131300/S001/tablet_pixels_T008.csv
High,P_180717131300,1,9,2,5,8432.114,8434.5,Practice,0,FF00FF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectPos,,8432.74,8433.189,8434.16,0.5131415,0.5340199,5,High/P_180717131300/S001/visual_pointer_movement_T009.csv,High/P_180717131300/S001/collision_pointer_movement_T009.csv,High/P_180717131300/S001/tablet_pixels_T009.csv
High,P_180717131300,1,10,2,6,8438.521,8440.729,Practice,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectPos,,8439.1,8439.569,8440.34,0.3310874,0.3378589,6,High/P_180717131300/S001/visual_pointer_movement_T010.csv,High/P_180717131300/S001/collision_pointer_movement_T010.csv,High/P_180717131300/S001/tablet_pixels_T010.csv
