timestamp,log_type,message
8356.474,Log,Setting start & targets for example
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Setting start & targets for practice
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Setting start & targets for baseline
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Setting start & targets for negToPos
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Setting start & targets for posToNeg
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Setting start & targets for random
8356.474,Log,Start color randomised
8356.474,Log,Start sprite randomised
8356.474,Log,Target colors randomised
8356.474,Log,Target sprites randomised
8356.474,Log,Order of blocks:
8356.474,Log,Random
8356.474,Log,PosToNeg
8356.474,Log,NegToPos
8356.474,Log,Sampling Interval: 10
8356.474,Log,Preparing trial number: 1
8366.476,Log,New State: Preparation
8366.476,Log,GAMEBOARD SET TO: PREPARATION
8366.476,Log,Destroying targets
8366.476,Log,Creating targets
8367.62,Log,New State: Waiting
8368.2,Log,New State: Started
8368.2,Log,GAMEBOARD SET TO: PARTONESTART
8369,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8370.04,Log,GAMEBOARD SET TO: PARTONEFINISH
8370.618,Log,New State: MiddleStarted
8370.618,Log,GAMEBOARD SET TO: PARTTWOSTART
8372.12,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
8373.109,Log,New State: Finished
8373.109,Log,Incorrect
8373.109,Log,GAMEBOARD SET TO: PARTTWOFINISH
8374.117,Log,Preparing trial number: 2
8374.117,Log,New State: Preparation
8374.117,Log,GAMEBOARD SET TO: PREPARATION
8374.117,Log,Destroying targets
8374.117,Log,Creating targets
8374.13,Log,New State: Waiting
8374.18,Log,New State: Preparation
8374.479,Log,New State: Waiting
8375.016,Log,New State: Started
8375.016,Log,GAMEBOARD SET TO: PARTONESTART
8376.02,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8378.229,Log,GAMEBOARD SET TO: PARTONEFINISH
8378.594,Log,New State: MiddleStarted
8378.594,Log,GAMEBOARD SET TO: PARTTWOSTART
8379.359,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
8380.189,Log,New State: Finished
8380.189,Log,Correct
8380.189,Log,GAMEBOARD SET TO: PARTTWOFINISH
8381.194,Log,Preparing trial number: 3
8381.194,Log,New State: Preparation
8381.194,Log,GAMEBOARD SET TO: PREPARATION
8381.194,Log,Destroying targets
8381.194,Log,Creating targets
8381.95,Log,New State: Waiting
8382.461,Log,New State: Started
8382.461,Log,GAMEBOARD SET TO: PARTONESTART
8383.569,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8384.3,Log,GAMEBOARD SET TO: PARTONEFINISH
8384.711,Log,New State: MiddleStarted
8384.711,Log,GAMEBOARD SET TO: PARTTWOSTART
8385.359,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
8386.319,Log,New State: Finished
8386.319,Log,Correct
8386.319,Log,GAMEBOARD SET TO: PARTTWOFINISH
8387.323,Log,Preparing trial number: 4
8387.323,Log,New State: Preparation
8387.323,Log,GAMEBOARD SET TO: PREPARATION
8387.323,Log,Destroying targets
8387.323,Log,Creating targets
8388.68,Log,New State: Waiting
8389.081,Log,New State: Started
8389.081,Log,GAMEBOARD SET TO: PARTONESTART
8389.89,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8390.489,Log,New State: Finished
8390.489,Log,Failed: TimeoutStartMoved object: VisualPointer
8390.489,Log,GAMEBOARD SET TO: PARTTWOFINISH
8391.484,Log,Preparing trial number: 5
8401.489,Log,New State: Preparation
8401.489,Log,GAMEBOARD SET TO: PREPARATION
8401.489,Log,Destroying targets
8401.489,Log,Creating targets
8404.79,Log,New State: Waiting
8405.112,Log,New State: Started
8405.112,Log,GAMEBOARD SET TO: PARTONESTART
8405.92,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8406.35,Log,GAMEBOARD SET TO: PARTONEFINISH
8406.798,Log,New State: MiddleStarted
8406.798,Log,GAMEBOARD SET TO: PARTTWOSTART
8407.25,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
8407.79,Log,New State: Finished
8407.79,Log,Correct
8407.79,Log,GAMEBOARD SET TO: PARTTWOFINISH
8408.793,Log,Preparing trial number: 6
8410.796,Log,New State: Preparation
8410.796,Log,GAMEBOARD SET TO: PREPARATION
8410.796,Log,Destroying targets
8410.796,Log,Creating targets
8411.59,Log,New State: Waiting
8411.981,Log,New State: Started
8411.981,Log,GAMEBOARD SET TO: PARTONESTART
8412.6,Log,GAMEBOARD SET TO: PARTONESTARTMOVED
8413.01,Log,GAMEBOARD SET TO: PARTONEFINISH
8413.433,Log,New State: MiddleStarted
8413.433,Log,GAMEBOARD SET TO: PARTTWOSTART
8413.79,Log,GAMEBOARD SET TO: PARTTWOSTARTMOVED
