time,pos_x,pos_y,pressure
74455.97,-0.08456832,-70.95493,0.396872
74455.98,-0.08456832,-70.9903,0.396872
74455.98,-0.08456832,-71.02568,0.396872
74456,-0.08456832,-71.02568,0.396872
74456.01,-0.08456832,-71.04337,0.396872
74456.02,-0.08456832,-71.04337,0.396872
74456.02,-0.08456832,-71.04337,0.396872
74456.04,-0.08456832,-71.04337,0.3978495
74456.05,-0.08456832,-71.04337,0.3978495
74456.05,-0.08456832,-71.04337,0.396872
74456.07,-0.1125526,-71.04337,0.3978495
74456.08,-0.1125526,-71.04337,0.3978495
74456.09,-0.1125526,-71.04337,0.3978495
74456.09,-0.1125526,-71.04337,0.398827
74456.11,-0.1125526,-71.07874,0.398827
74456.12,-0.1125526,-71.07874,0.398827
74456.13,-0.1125526,-71.07874,0.398827
74456.13,-0.1125526,-71.11411,0.398827
74456.15,-0.1125526,-71.1318,0.398827
74456.16,-0.1125526,-71.1318,0.3998045
74456.16,-0.1125526,-71.16718,0.3998045
74456.18,-0.1125526,-71.16718,0.3998045
74456.19,-0.1125526,-71.20255,0.400782
74456.2,-0.1125526,-71.22023,0.3998045
74456.2,-0.1125526,-71.22023,0.3998045
74456.22,-0.140532,-71.25561,0.3998045
74456.23,-0.140532,-71.29098,0.3998045
74456.23,-0.140532,-71.29098,0.3998045
74456.25,-0.140532,-71.30867,0.400782
74456.26,-0.140532,-71.30867,0.400782
74456.27,-0.140532,-71.30867,0.400782
74456.27,-0.1741093,-71.30867,0.3998045
74456.29,-0.2020935,-71.29098,0.3998045
74456.3,-0.2524594,-71.23792,0.398827
74456.3,-0.392371,-71.1318,0.3978495
74456.32,-0.5714577,-70.97262,0.398827
74456.33,-0.856874,-70.65425,0.400782
74456.34,-1.237429,-70.10596,0.4037146
74456.34,-1.724319,-69.27467,0.4095797
74456.36,-2.35112,-68.01891,0.4173998
74456.37,-3.145812,-66.39171,0.4281525
74456.38,-4.052431,-64.41077,0.4408602
74456.38,-4.936664,-62.0761,0.4545455
74456.4,-5.725759,-59.44075,0.4672532
74456.41,-6.442101,-56.41629,0.4789834
74456.41,-7.208813,-52.93196,0.487781
74456.43,-7.99231,-49.11159,0.4936461
74456.44,-8.82058,-44.79598,0.4965787
74456.45,-9.587292,-40.19738,0.4985337
74456.45,-10.25326,-35.36885,0.4975562
74456.47,-10.70658,-30.38115,0.4975562
74456.48,-10.94722,-25.34038,0.4995112
74456.48,-10.9752,-20.28192,0.5004888
74456.5,-10.77933,-15.18808,0.5024438
74456.51,-10.5107,-10.165,0.5043988
74456.52,-10.23088,-5.035793,0.5043988
74456.52,-9.973445,0.1818507,0.5053763
74456.54,-9.704817,5.505605,0.5131965
74456.55,-9.424994,10.97087,0.5219941
74456.55,-9.106,16.4538,0.5317693
74456.57,-8.686265,21.7422,0.5386119
74456.58,-8.132221,26.78296,0.5386119
74456.59,-7.516616,31.55844,0.5386119
74456.59,-6.895413,36.01553,0.5386119
74456.61,-6.358158,40.20733,0.5395895
74456.62,-5.932829,44.16921,0.542522
74456.63,-5.574656,47.90114,0.5464321
74456.63,-5.227678,51.42084,0.5493646
74456.65,-4.847123,54.72829,0.5513197
74456.66,-4.38262,57.5582,0.5522972
74456.66,-3.783803,60.01668,0.5513197
74456.68,-3.157002,62.05068,0.5522972
74456.69,-2.491031,63.71324,0.5522972
74456.7,-1.903405,65.09283,0.5532747
74456.7,-1.36615,66.11867,0.5562072
74456.72,-0.8904513,66.86151,0.5610948
74456.73,-0.4427417,67.39212,0.5669599
74456.73,0.004972627,67.76354,0.572825
74456.75,0.4135119,68.04653,0.5738025
74456.76,0.794067,68.25878,0.57478
74456.77,1.113065,68.38259,0.5757576
74456.77,1.308941,68.45335,0.5806451
74456.79,1.392889,68.48872,0.5855327
74456.8,1.392889,68.5064,0.5894428
74456.8,1.331327,68.55946,0.5913978
74456.82,1.213802,68.61253,0.5923753
74456.83,1.023524,68.70095,0.5923753
74456.84,0.7548967,68.84246,0.5923753
74456.84,0.4247075,69.00164,0.5913978
74456.86,0.1057092,69.16082,0.5913978
74456.87,-0.1629184,69.33768,0.5923753
74456.88,-0.3587938,69.47917,0.5923753
74456.88,-0.5098962,69.56761,0.5923753
74456.9,-0.6274214,69.63837,0.5923753
74456.91,-0.7393488,69.67374,0.5913978
74456.91,-0.8400854,69.67374,0.5923753
74456.93,-0.8792605,69.70911,0.5913978
74456.94,-0.9184355,69.72679,0.5923753
74456.95,-0.9576106,69.72679,0.5923753
74456.95,-0.9576106,69.72679,0.5923753
74456.97,-0.98559,69.72679,0.5933529
74456.98,-0.98559,69.72679,0.5953079
74456.98,-1.019172,69.72679,0.597263
74457,-1.019172,69.72679,0.599218
74457.01,-1.019172,69.70911,0.6001955
74457.02,-1.019172,69.70911,0.6021506
74457.02,-1.019172,69.70911,0.6031281
74457.04,-1.019172,69.70911,0.6050831
74457.05,-1.019172,69.67374,0.6070381
74457.05,-1.019172,69.63837,0.6070381
74457.07,-1.058347,69.62067,0.6070381
74457.08,-1.058347,69.5853,0.6070381
74457.09,-1.086327,69.51456,0.6070381
74457.09,-1.086327,69.4438,0.6070381
74457.11,-1.086327,69.40843,0.6070381
74457.12,-1.119909,69.32,0.6070381
74457.13,-1.119909,69.24925,0.6080157
74457.13,-1.147888,69.16082,0.6080157
74457.15,-1.187063,69.07238,0.6080157
74457.16,-1.237429,68.9132,0.6080157
74457.16,-1.2878,68.84246,0.6080157
74457.18,-1.343763,68.73634,0.6070381
74457.19,-1.394129,68.59484,0.6060606
74457.2,-1.433304,68.52409,0.6070381
74457.2,-1.466886,68.43565,0.6080157
74457.22,-1.494866,68.34722,0.6080157
74457.23,-1.494866,68.25878,0.6089932
74457.23,-1.534041,68.20573,0.6089932
74457.25,-1.567618,68.08192,0.6080157
74457.26,-1.606793,67.97579,0.6089932
74457.27,-1.657164,67.94042,0.6080157
74457.27,-1.735514,67.71049,0.6080157
74457.29,-1.774689,67.60436,0.6080157
74457.3,-1.841844,67.3037,0.6070381
74457.3,-1.94258,66.52547,0.6080157
74457.32,-1.970564,65.74724,0.6080157
74457.33,-1.970564,64.73908,0.6080157
74457.34,-1.970564,64.12005,0.6080157
74457.34,-1.925792,61.90918,0.6080157
74457.36,-1.836246,60.01668,0.6070381
74457.37,-1.645968,57.71738,0.6080157
74457.38,-1.338166,54.90516,0.6089932
