experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719135821,1,1,1,1,73998.2,74001.8,Example,0,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,5,1,Success,FFFF00,SquareTarget,DetectNeg,,73999.22,73999.87,74000.9,0.3574641,0.491363,1,High/P_180719135821/S001/visual_pointer_movement_T001.csv,High/P_180719135821/S001/collision_pointer_movement_T001.csv,High/P_180719135821/S001/tablet_pixels_T001.csv
High,P_180719135821,1,2,1,2,74004.26,74005.35,Example,0,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,5,1,HitObstacle,,,DetectNeg,Obstacle,74005.03,,,0.436323,,,High/P_180719135821/S001/visual_pointer_movement_T002.csv,High/P_180719135821/S001/collision_pointer_movement_T002.csv,High/P_180719135821/S001/tablet_pixels_T002.csv
High,P_180719135821,1,3,1,3,74008.16,74009.69,Example,0,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,5,1,MiddleMovedEarly,,,DetectNeg,IntermediateCircle,74008.54,74009.34,,0.5044623,,,High/P_180719135821/S001/visual_pointer_movement_T003.csv,High/P_180719135821/S001/collision_pointer_movement_T003.csv,High/P_180719135821/S001/tablet_pixels_T003.csv
High,P_180719135821,1,4,1,4,74013.63,74014.64,Example,0,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.6,1,TimeoutStartMoved,,,DetectNeg,VisualPointer,74014.04,,,0.3082217,,,High/P_180719135821/S001/visual_pointer_movement_T004.csv,High/P_180719135821/S001/collision_pointer_movement_T004.csv,High/P_180719135821/S001/tablet_pixels_T004.csv
High,P_180719135821,1,5,2,1,74027.48,74029.95,Practice,0,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,74028.04,74028.8,74029.5,0.5386347,0.3338146,1,High/P_180719135821/S001/visual_pointer_movement_T005.csv,High/P_180719135821/S001/collision_pointer_movement_T005.csv,High/P_180719135821/S001/tablet_pixels_T005.csv
High,P_180719135821,1,6,2,2,74034.39,74036.85,Practice,0,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,74034.9,74035.57,74036.4,0.5889593,0.3866168,2,High/P_180719135821/S001/visual_pointer_movement_T006.csv,High/P_180719135821/S001/collision_pointer_movement_T006.csv,High/P_180719135821/S001/tablet_pixels_T006.csv
High,P_180719135821,1,7,2,3,74040.77,74043.29,Practice,0,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,TriangleTarget,DetectNeg,,74041.24,74042,74042.79,0.3280587,0.4026824,3,High/P_180719135821/S001/visual_pointer_movement_T007.csv,High/P_180719135821/S001/collision_pointer_movement_T007.csv,High/P_180719135821/S001/tablet_pixels_T007.csv
High,P_180719135821,1,8,2,4,74047.48,74049.59,Practice,0,FF00FF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FF00FF,SquareTarget,DetectNeg,,74047.87,74048.45,74049.19,0.537796,0.3689031,4,High/P_180719135821/S001/visual_pointer_movement_T008.csv,High/P_180719135821/S001/collision_pointer_movement_T008.csv,High/P_180719135821/S001/tablet_pixels_T008.csv
High,P_180719135821,1,9,2,5,74053.72,74056.01,Practice,0,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,00FFFF,SquareTarget,DetectNeg,,74054.09,74054.72,74055.49,0.4139243,0.3814126,5,High/P_180719135821/S001/visual_pointer_movement_T009.csv,High/P_180719135821/S001/collision_pointer_movement_T009.csv,High/P_180719135821/S001/tablet_pixels_T009.csv
High,P_180719135821,1,10,2,6,74060.09,74062.55,Practice,0,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,1,1,Success,FF00FF,TriangleTarget,DetectNeg,,74060.53,74061.12,74062.05,0.4656244,0.530069,6,High/P_180719135821/S001/visual_pointer_movement_T010.csv,High/P_180719135821/S001/collision_pointer_movement_T010.csv,High/P_180719135821/S001/tablet_pixels_T010.csv
