timestamp,log_type,message
339.6826,Log,Start color randomised
339.6826,Log,Start sprite randomised
339.6826,Log,Target colors randomised
339.6826,Log,Target sprites randomised
339.6826,Log,Start color randomised
339.6826,Log,Start sprite randomised
339.6826,Log,Target colors randomised
339.6826,Log,Target sprites randomised
339.6826,Log,Setting start & targets for negToPos
339.6826,Log,Start color randomised
339.6826,Log,Start sprite randomised
339.6826,Log,Target colors randomised
339.6826,Log,Target sprites randomised
339.6826,Log,Setting start & targets for posToNeg
339.6826,Log,Start color randomised
339.6826,Log,Start sprite randomised
339.6826,Log,Target colors randomised
339.6826,Log,Target sprites randomised
339.6826,Log,Setting start & targets for random
339.6826,Log,Start color randomised
339.6826,Log,Start sprite randomised
339.6826,Log,Target colors randomised
339.6826,Log,Target sprites randomised
339.6826,Log,Order of blocks:
339.6826,Log,PosToNeg
339.6826,Log,NegToPos
339.6826,Log,Random
339.6826,Log,Preparing trial number: 1
344.6856,Log,New State: Preparation
344.6856,Log,Destroying targets
344.6856,Log,Creating targets
361.92,Log,New State: Waiting
362.2541,Log,New State: Started
363.1649,Log,New State: Finished
363.1649,Log,Failed: TimeoutStartMoved object: VisualPointer
364.1678,Log,Preparing trial number: 2
364.1678,Log,New State: Preparation
365.18,Log,New State: Waiting
365.5609,Log,New State: Started
366.7581,Log,New State: MiddleStarted
368.5009,Log,New State: Finished
368.5009,Log,Failed: TimeoutMiddleMoved object: VisualPointer
369.5026,Log,Preparing trial number: 3
374.5022,Log,New State: Preparation
377.18,Log,New State: Waiting
377.6461,Log,New State: Started
378.8279,Log,New State: MiddleStarted
379.7,Log,New State: Finished
379.7,Log,Correct
380.7039,Log,Preparing trial number: 4
385.7037,Log,New State: Preparation
386.88,Log,New State: Waiting
387.3725,Log,New State: Started
388.5826,Log,New State: MiddleStarted
389.5683,Log,New State: Finished
389.5683,Log,Failed: TimeoutMiddleMoved object: VisualPointer
390.5658,Log,Preparing trial number: 5
395.5674,Log,New State: Preparation
402.06,Log,New State: Waiting
402.4943,Log,New State: Started
403.7045,Log,New State: Finished
403.7045,Log,Failed: TimeoutStartMoved object: VisualPointer
404.7037,Log,Preparing trial number: 6
404.7037,Log,New State: Preparation
407.52,Log,New State: Waiting
407.94,Log,New State: Preparation
410.36,Log,New State: Waiting
410.8353,Log,New State: Started
412.1241,Log,New State: MiddleStarted
413.0601,Log,New State: Finished
413.0601,Log,Failed: MouseLifted object: VisualPointer
414.0663,Log,Preparing trial number: 7
414.0663,Log,New State: Preparation
416.18,Log,New State: Waiting
416.5158,Log,New State: Started
417.96,Log,New State: Finished
417.96,Log,Failed: TimeoutStartMoved object: VisualPointer
418.9439,Log,Preparing trial number: 8
418.9439,Log,New State: Preparation
422.58,Log,New State: Waiting
422.6473,Log,New State: Preparation
423.2,Log,New State: Waiting
423.5479,Log,New State: Started
425.0305,Log,New State: MiddleStarted
425.72,Log,New State: Finished
425.72,Log,Correct
426.7201,Log,Preparing trial number: 9
426.7201,Log,New State: Preparation
430.08,Log,New State: Waiting
430.589,Log,New State: Started
433.0525,Log,New State: MiddleStarted
434.207,Log,New State: Finished
434.207,Log,Failed: TimeoutMiddleMoved object: VisualPointer
435.2058,Log,Preparing trial number: 10
435.2058,Log,New State: Preparation
435.8,Log,New State: Waiting
436.1609,Log,New State: Started
437.609,Log,New State: MiddleStarted
438.32,Log,New State: Finished
438.32,Log,Correct
439.3258,Log,Preparing trial number: 11
444.3203,Log,New State: Preparation
445.16,Log,New State: Waiting
445.5714,Log,New State: Started
446.84,Log,New State: Finished
446.84,Log,Failed: HitObstacle object: Obstacle
447.8438,Log,Preparing trial number: 12
447.8438,Log,New State: Preparation
449.48,Log,New State: Waiting
449.804,Log,New State: Started
451.14,Log,New State: Finished
451.14,Log,Failed: MiddleMovedEarly object: IntermediateCircle
452.149,Log,Preparing trial number: 13
452.149,Log,New State: Preparation
453.64,Log,New State: Waiting
454.0399,Log,New State: Started
455.8849,Log,New State: MiddleStarted
457.2279,Log,New State: Finished
457.2279,Log,Failed: TimeoutMiddleMoved object: VisualPointer
458.2223,Log,Preparing trial number: 14
458.2223,Log,New State: Preparation
459.1,Log,New State: Waiting
459.4981,Log,New State: Started
461.2243,Log,New State: MiddleStarted
462.04,Log,New State: Finished
462.04,Log,Correct
463.0413,Log,Preparing trial number: 15
463.0413,Log,New State: Preparation
464.1,Log,New State: Waiting
464.6995,Log,New State: Started
466.0726,Log,New State: MiddleStarted
466.78,Log,New State: Finished
466.78,Log,Correct
467.7832,Log,Preparing trial number: 16
467.7832,Log,New State: Preparation
468.54,Log,New State: Waiting
468.8889,Log,New State: Started
470.5528,Log,New State: MiddleStarted
471.38,Log,New State: Finished
471.38,Log,Correct
472.3891,Log,Preparing trial number: 17
472.3891,Log,New State: Preparation
473.42,Log,New State: Waiting
473.9754,Log,New State: Started
475.5881,Log,New State: MiddleStarted
476.36,Log,New State: Finished
476.36,Log,Correct
477.3687,Log,Preparing trial number: 18
477.3687,Log,New State: Preparation
478.16,Log,New State: Waiting
478.5859,Log,New State: Started
480.1888,Log,New State: MiddleStarted
481.04,Log,New State: Finished
481.04,Log,Correct
482.043,Log,Preparing trial number: 19
482.043,Log,New State: Preparation
482.9,Log,New State: Waiting
483.2076,Log,New State: Started
485.2789,Log,New State: MiddleStarted
486.18,Log,New State: Finished
486.18,Log,Correct
487.1887,Log,Preparing trial number: 20
