experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180719134646,1,1,1,1,52058.48,52062.9,Example,0,00FFFF,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,5,1,Success,00FFFF,CircleTarget,DetectPos,,52059.19,52060.88,52062.24,0.4184301,0.4233196,1,High/P_180719134646/S001/visual_pointer_movement_T001.csv,High/P_180719134646/S001/collision_pointer_movement_T001.csv,High/P_180719134646/S001/tablet_pixels_T001.csv
High,P_180719134646,1,2,1,2,52071.86,52073.17,Example,0,00FFFF,TriangleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,5,1,HitObstacle,,,DetectNeg,Obstacle,52072.65,,,0.5627263,,,High/P_180719134646/S001/visual_pointer_movement_T002.csv,High/P_180719134646/S001/collision_pointer_movement_T002.csv,High/P_180719134646/S001/tablet_pixels_T002.csv
High,P_180719134646,1,3,1,3,52082.46,52085.8,Example,0,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,5,1,Success,FFFF00,TriangleTarget,DetectNeg,,52083.16,52084.2,52085.11,0.5105401,0.4233127,2,High/P_180719134646/S001/visual_pointer_movement_T003.csv,High/P_180719134646/S001/collision_pointer_movement_T003.csv,High/P_180719134646/S001/tablet_pixels_T003.csv
High,P_180719134646,1,4,1,4,52090.14,52091.2,Example,0,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.6,1,TimeoutStartMoved,,,DetectPos,VisualPointer,52090.6,,,0.3045508,,,High/P_180719134646/S001/visual_pointer_movement_T004.csv,High/P_180719134646/S001/collision_pointer_movement_T004.csv,High/P_180719134646/S001/tablet_pixels_T004.csv
High,P_180719134646,1,5,2,1,52104.64,52107.56,Practice,0,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,TriangleTarget,DetectPos,,52105.33,52106.26,52107.13,0.3958449,0.4181337,1,High/P_180719134646/S001/visual_pointer_movement_T005.csv,High/P_180719134646/S001/collision_pointer_movement_T005.csv,High/P_180719134646/S001/tablet_pixels_T005.csv
High,P_180719134646,1,6,2,2,52112.26,52114.91,Practice,0,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,SquareTarget,DetectPos,,52112.7,52113.49,52114.44,0.3583906,0.3809637,2,High/P_180719134646/S001/visual_pointer_movement_T006.csv,High/P_180719134646/S001/collision_pointer_movement_T006.csv,High/P_180719134646/S001/tablet_pixels_T006.csv
High,P_180719134646,1,7,2,3,52119.69,52122.31,Practice,0,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,00FFFF,SquareTarget,DetectPos,,52120.3,52120.95,52121.92,0.3526291,0.4881091,3,High/P_180719134646/S001/visual_pointer_movement_T007.csv,High/P_180719134646/S001/collision_pointer_movement_T007.csv,High/P_180719134646/S001/tablet_pixels_T007.csv
High,P_180719134646,1,8,2,4,52127.16,52130,Practice,0,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg,,52127.74,52128.42,52129.58,0.3036754,0.5313846,4,High/P_180719134646/S001/visual_pointer_movement_T008.csv,High/P_180719134646/S001/collision_pointer_movement_T008.csv,High/P_180719134646/S001/tablet_pixels_T008.csv
High,P_180719134646,1,9,2,5,52134.5,52136.47,Practice,0,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,FF00FF,CircleTarget,DetectNeg,,52134.86,52135.35,52136.17,0.3902867,0.4203925,5,High/P_180719134646/S001/visual_pointer_movement_T009.csv,High/P_180719134646/S001/collision_pointer_movement_T009.csv,High/P_180719134646/S001/tablet_pixels_T009.csv
High,P_180719134646,1,10,2,6,52140.94,52143.26,Practice,0,00FFFF,SquareTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,1,1,Success,00FFFF,CircleTarget,DetectNeg,,52141.33,52141.87,52142.97,0.4369964,0.4074205,6,High/P_180719134646/S001/visual_pointer_movement_T010.csv,High/P_180719134646/S001/collision_pointer_movement_T010.csv,High/P_180719134646/S001/tablet_pixels_T010.csv
