time,pos_x,pos_y,pressure
2332.292,-0.3587938,-69.75222,0.6871945
2332.302,-0.3587938,-69.75222,0.6871945
2332.312,-0.3587938,-69.75222,0.686217
2332.322,-0.392371,-69.75222,0.6871945
2332.332,-0.392371,-69.75222,0.688172
2332.342,-0.392371,-69.75222,0.6871945
2332.352,-0.392371,-69.75222,0.688172
2332.362,-0.392371,-69.75222,0.6871945
2332.372,-0.392371,-69.75222,0.6871945
2332.382,-0.392371,-69.71685,0.6891496
2332.392,-0.392371,-69.71685,0.6891496
2332.402,-0.392371,-69.71685,0.6891496
2332.412,-0.392371,-69.75222,0.688172
2332.422,-0.4203553,-69.75222,0.688172
2332.432,-0.4203553,-69.75222,0.688172
2332.442,-0.4203553,-69.75222,0.688172
2332.452,-0.4203553,-69.75222,0.688172
2332.462,-0.4203553,-69.75222,0.6871945
2332.472,-0.4203553,-69.75222,0.688172
2332.482,-0.4203553,-69.75222,0.6891496
2332.492,-0.4203553,-69.75222,0.688172
2332.502,-0.4203553,-69.75222,0.6901271
2332.512,-0.4203553,-69.75222,0.6891496
2332.522,-0.4203553,-69.7876,0.6891496
2332.532,-0.4203553,-69.80528,0.6891496
2332.542,-0.4203553,-69.80528,0.688172
2332.552,-0.3811802,-69.87603,0.6891496
2332.562,-0.3308095,-69.87603,0.6891496
2332.572,-0.263655,-69.89371,0.688172
2332.582,-0.22448,-69.92909,0.6871945
2332.592,-0.1797071,-69.96447,0.688172
2332.602,-0.140532,-69.99984,0.686217
2332.612,-0.140532,-70.07059,0.686217
2332.622,-0.140532,-70.12365,0.686217
2332.632,-0.22448,-70.19439,0.686217
2332.642,-0.353196,-70.26514,0.686217
2332.652,-0.5826486,-70.3182,0.6891496
2332.662,-0.9072447,-70.35357,0.6891496
2332.672,-1.326975,-70.40663,0.6891496
2332.682,-1.836246,-70.44201,0.6911046
2332.692,-2.44066,-70.49507,0.6911046
2332.702,-3.235353,-70.49507,0.6920821
2332.712,-4.231518,-70.35357,0.6920821
2332.722,-5.334013,-70.08827,0.6920821
2332.732,-6.520451,-69.6461,0.6930596
2332.742,-7.774048,-69.0978,0.6930596
2332.752,-9.145175,-68.39033,0.6940371
2332.762,-10.62823,-67.50598,0.6920821
2332.772,-12.26238,-66.40939,0.6950147
2332.782,-13.84057,-65.08287,0.6959922
2332.792,-16.25822,-62.65977,0.6989247
2332.802,-17.00814,-61.72236,0.6979472
2332.812,-19.20754,-58.45028,0.6989247
2332.822,-19.96305,-57.24757,0.6979472
2332.832,-21.36776,-54.64759,0.6989247
2332.842,-22.02254,-53.25033,0.6989247
2332.852,-22.02254,-53.25033,0.6989247
2332.862,-23.25375,-50.38504,0.6989247
2332.872,-24.35065,-47.27215,0.6989247
